"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","451718","7682","29664"
"Male","Georgia","387306","8827","28676"
"Unknown","Georgia","11389","14","193"
"Female","Appling","1011","26","82"
"Male","Appling","846","37","87"
"Unknown","Appling","12","0","0"
"Female","Atkinson","412","6","59"
"Male","Atkinson","354","10","54"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","531","13","35"
"Male","Bacon","699","15","45"
"Unknown","Bacon","28","0","1"
"Female","Baker","83","2","13"
"Male","Baker","77","7","20"
"Female","Baldwin","2082","33","138"
"Male","Baldwin","1671","76","171"
"Unknown","Baldwin","26","0","1"
"Female","Banks","860","19","106"
"Male","Banks","718","14","76"
"Unknown","Banks","17","0","0"
"Female","Barrow","4483","63","304"
"Male","Barrow","3855","63","273"
"Unknown","Barrow","39","0","1"
"Female","Bartow","5657","94","375"
"Male","Bartow","5041","106","403"
"Unknown","Bartow","117","0","0"
"Female","Ben Hill","852","25","83"
"Male","Ben Hill","624","31","66"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","567","14","38"
"Male","Berrien","464","15","32"
"Unknown","Berrien","6","0","0"
"Female","Bibb","7415","193","908"
"Male","Bibb","5507","190","791"
"Unknown","Bibb","151","1","4"
"Female","Bleckley","458","18","24"
"Male","Bleckley","328","15","22"
"Unknown","Bleckley","5","0","0"
"Female","Brantley","487","14","37"
"Male","Brantley","404","16","31"
"Unknown","Brantley","6","0","0"
"Female","Brooks","530","12","46"
"Male","Brooks","383","24","39"
"Unknown","Brooks","16","0","0"
"Female","Bryan","1381","17","82"
"Male","Bryan","1167","16","88"
"Unknown","Bryan","54","0","0"
"Female","Bulloch","2891","36","121"
"Male","Bulloch","2208","25","89"
"Unknown","Bulloch","53","0","0"
"Female","Burke","949","20","75"
"Male","Burke","760","15","70"
"Unknown","Burke","9","0","1"
"Female","Butts","999","31","43"
"Male","Butts","978","40","72"
"Unknown","Butts","127","1","2"
"Female","Calhoun","223","10","36"
"Male","Calhoun","214","4","37"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1647","13","71"
"Male","Camden","1464","14","55"
"Unknown","Camden","18","0","0"
"Female","Candler","399","13","31"
"Male","Candler","334","23","29"
"Unknown","Candler","2","0","0"
"Female","Carroll","3797","62","145"
"Male","Carroll","3370","66","157"
"Unknown","Carroll","36","0","1"
"Female","Catoosa","2888","30","128"
"Male","Catoosa","2370","31","108"
"Unknown","Catoosa","97","0","3"
