"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5306","35"
"Hispanic/Latino","American Indian/Alaska Native","279","2"
"Hispanic/Latino","Asian","536","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","369","4"
"Hispanic/Latino","Other","46362","434"
"Hispanic/Latino","Unknown","23098","8"
"Hispanic/Latino","White","62281","797"
"Non-Hispanic/Latino","African-American/Black","345561","8602"
"Non-Hispanic/Latino","American Indian/Alaska Native","618","24"
"Non-Hispanic/Latino","Asian","24909","433"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","977","15"
"Non-Hispanic/Latino","Other","21104","87"
"Non-Hispanic/Latino","Unknown","10640","11"
"Non-Hispanic/Latino","White","503217","15126"
"Unknown","African-American/Black","27999","29"
"Unknown","American Indian/Alaska Native","228","0"
"Unknown","Asian","5148","2"
"Unknown","Native Hawaiian/Pacific Islander","214","0"
"Unknown","Other","28293","8"
"Unknown","Unknown","136289","81"
"Unknown","White","42963","47"
