"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2831","22"
"Hispanic/Latino","American Indian/Alaska Native","139","0"
"Hispanic/Latino","Asian","295","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","196","2"
"Hispanic/Latino","Other","31463","327"
"Hispanic/Latino","Unknown","13704","14"
"Hispanic/Latino","White","41927","568"
"Non-Hispanic/Latino","African-American/Black","204423","5869"
"Non-Hispanic/Latino","American Indian/Alaska Native","374","11"
"Non-Hispanic/Latino","Asian","15741","332"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","618","13"
"Non-Hispanic/Latino","Other","10858","54"
"Non-Hispanic/Latino","Unknown","7217","46"
"Non-Hispanic/Latino","White","300480","9751"
"Unknown","African-American/Black","27052","30"
"Unknown","American Indian/Alaska Native","178","0"
"Unknown","Asian","3649","2"
"Unknown","Native Hawaiian/Pacific Islander","176","0"
"Unknown","Other","26840","23"
"Unknown","Unknown","136782","59"
"Unknown","White","42035","55"
