county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,411,15,52,2214.32
Atkinson,226,2,28,2713.09
Bacon,339,5,28,2972.64
Baker,45,3,12,1444.16
Baldwin,730,35,84,1643.11
Banks,182,3,28,910.82
Barrow,745,30,137,862.44
Bartow,1131,46,173,1021.03
Ben Hill,265,1,21,1592.07
Berrien,200,0,9,1037.56
Bibb,2152,44,373,1414.39
Bleckley,103,1,8,802.31
Brantley,169,3,8,880.12
Brooks,261,12,26,1659.57
Bryan,342,5,39,873.85
Bulloch,779,7,65,980.28
Burke,243,7,43,1087.64
Butts,363,35,32,1441.96
Calhoun,175,6,35,2770.3
Camden,355,3,14,658.33
Candler,125,0,7,1153.46
Carroll,1325,42,121,1103.07
Catoosa,388,8,28,564.19
Charlton,182,2,13,1373.48
Chatham,3264,40,327,1117.13
Chattahoochee,494,1,9,4595.78
Chattooga,93,2,5,375.51
Cherokee,2086,48,227,782.4
Clarke,1205,15,78,928.5
Clay,65,2,5,2276.71
Clayton,3331,85,348,1092.71
Clinch,128,4,11,1923.08
Cobb,8223,263,1073,1040.11
Coffee,1034,18,142,2402.3
Colquitt,1339,20,99,2949.79
Columbia,1186,14,91,747.65
Cook,284,4,30,1628.72
Coweta,988,16,71,650
Crawford,67,0,7,547.92
Crisp,335,13,48,1502.98
Dade,87,1,5,538.3
Dawson,199,3,30,736.46
DeKalb,9597,188,1221,1209.98
Decatur,365,8,36,1386.67
Dodge,165,2,15,809.42
Dooly,222,14,45,1656.72
Dougherty,2290,158,490,2547.13
Douglas,1692,41,247,1113.85
Early,327,31,29,3222.95
Echols,206,0,6,5190.22
Effingham,393,1,33,613.81
Elbert,228,0,12,1203.48
Emanuel,256,3,19,1129.54
Evans,86,0,7,804.72
Fannin,173,2,15,657.29
Fayette,629,20,56,535.12
Floyd,853,15,61,853.72
Forsyth,1355,16,145,536.62
Franklin,289,2,19,1238.8
Fulton,12872,339,1421,1171.05
Gilmer,347,2,27,1104.5
Glascock,17,0,1,561.98
Glynn,1801,12,113,2093.04
Gordon,670,19,50,1154.2
Grady,281,4,45,1145.07
Greene,159,10,21,849.5
Gwinnett,13234,197,1537,1362.72
Habersham,850,41,120,1855.9
Hall,4358,66,559,2111.96
Hancock,240,33,39,2929.33
Haralson,132,6,18,429.66
Harris,495,13,53,1426.02
Hart,143,0,12,547.75
Heard,97,3,9,784.16
Henry,2098,34,128,874.66
Houston,1190,33,182,757.77
Irwin,109,1,15,1155.52
Jackson,609,12,67,815.26
Jasper,99,1,9,697.23
Jeff Davis,207,3,14,1366.52
Jefferson,276,4,36,1802.39
Jenkins,187,14,35,2180.5
Johnson,150,2,23,1552.63
Jones,176,1,10,615.58
Lamar,164,7,19,847.68
Lanier,176,3,11,1700.32
Laurens,463,1,37,978.94
Lee,446,22,75,1488.11
Liberty,346,2,33,558.93
Lincoln,86,2,12,1058.46
Long,81,1,3,406.73
Lowndes,2180,19,110,1849.37
Lumpkin,203,4,38,600.56
Macon,150,10,36,1154.91
Madison,217,4,21,719.09
Marion,109,3,13,1314.36
McDuffie,195,8,37,902.9
McIntosh,101,1,8,693.35
Meriwether,280,4,33,1332.06
Miller,69,0,3,1197.09
Mitchell,522,41,111,2366.7
Monroe,293,20,35,1056.73
Montgomery,72,0,9,780.57
Morgan,102,0,8,532.97
Murray,371,2,24,921.49
Muscogee,3321,64,356,1733.06
Newton,1144,19,144,1018.21
Non-Georgia Resident,11531,63,301,0
Oconee,283,14,36,678.06
Oglethorpe,137,7,20,898.95
Paulding,1003,16,108,581.31
Peach,193,10,37,705.02
Pickens,162,5,19,483.15
Pierce,309,5,35,1580.97
Pike,140,3,13,742.31
Polk,410,2,20,942.92
Pulaski,70,2,8,642.61
Putnam,265,13,28,1210.88
Quitman,24,1,5,1046.21
Rabun,116,3,20,682.92
Randolph,223,25,38,3301.75
Richmond,2156,63,289,1066.06
Rockdale,840,11,134,884.58
Schley,31,1,7,587.68
Screven,133,8,22,956.83
Seminole,66,2,9,810.81
Spalding,639,33,86,924.61
Stephens,395,6,42,1500.3
Stewart,231,4,48,3768.97
Sumter,664,52,156,2258.58
Talbot,105,3,16,1705.1
Taliaferro,2,0,0,122.55
Tattnall,255,0,17,1003.5
Taylor,51,2,12,640.86
Telfair,201,3,16,1284.84
Terrell,260,29,61,3070.75
Thomas,681,33,95,1532.71
Tift,1101,29,140,2696.55
Toombs,388,5,32,1437.94
Towns,81,1,12,673.09
Treutlen,56,2,11,820.03
Troup,1857,43,202,2637.26
Turner,213,18,36,2637.44
Twiggs,52,1,12,643.09
Union,135,4,29,532.86
Unknown,1628,6,50,0
Upson,407,45,50,1548.88
Walker,408,14,19,586.12
Walton,631,32,76,658.57
Ware,835,17,92,2328.95
Warren,45,0,17,863.72
Washington,221,1,15,1088.56
Wayne,292,0,28,974.18
Webster,35,2,7,1372.55
Wheeler,75,0,2,948.29
White,210,5,36,661.25
Whitfield,2179,23,98,2081.74
Wilcox,146,15,22,1660.98
Wilkes,139,3,20,1388.06
Wilkinson,132,9,32,1479.99
Worth,372,22,59,1846.89
