"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3552","US-13001","13","1","18561","275","113","19136.9","608.8","10.78","2","1264","14","22"
"Atkinson","1575","US-13003","13","3","8330","220","41","18907.56","492.2","0","0","585","8","24"
"Bacon","2543","US-13005","13","5","11404","211","65","22299.19","569.98","17.54","2","1077","12","14"
"Baker","315","US-13007","13","7","3116","46","14","10109.11","449.29","0","0","221","1","3"
"Baldwin","7328","US-13009","13","9","44428","441","200","16494.1","450.17","33.76","15","2211","40","21"
"Banks","3416","US-13011","13","11","19982","348","85","17095.39","425.38","10.01","2","519","9","6"
"Barrow","19577","US-13013","13","13","86383","1011","245","22663.02","283.62","101.87","88","2373","10","7"
"Bartow","21741","US-13015","13","15","110771","1241","388","19626.98","350.27","65.9","73","7622","58","115"
"Ben Hill","2171","US-13017","13","17","16645","189","74","13042.96","444.58","12.02","2","2138","48","71"
"Berrien","2031","US-13019","13","19","19276","110","58","10536.42","300.89","10.38","2","2911","25","42"
"Bibb","28934","US-13021","13","21","152150","2785","697","19016.76","458.1","54.55","83","8468","89","83"
"Bleckley","1463","US-13023","13","23","12838","76","45","11395.86","350.52","7.79","1","1855","54","74"
"Brantley","2492","US-13025","13","25","19202","184","90","12977.81","468.7","5.21","1","1668","18","40"
"Brooks","1899","US-13027","13","27","15727","158","66","12074.78","419.66","12.72","2","1523","20","25"
"Bryan","6954","US-13029","13","29","39137","408","75","17768.35","191.63","63.88","25","2221","16","18"
"Bulloch","10538","US-13031","13","31","79467","374","109","13260.85","137.16","27.68","22","4836","155","229"
"Burke","2978","US-13033","13","33","22342","239","65","13329.16","290.93","17.9","4","2309","45","33"
"Butts","4803","US-13035","13","35","25174","271","143","19079.21","568.05","305.87","77","1734","13","15"
"Calhoun","986","US-13037","13","37","6317","103","21","15608.68","332.44","0","0","354","1","3"
"Camden","8796","US-13039","13","39","53924","256","101","16311.85","187.3","81.6","44","2615","18","36"
"Candler","1400","US-13043","13","43","10837","103","54","12918.7","498.29","18.46","2","774","42","41"
"Carroll","14460","US-13045","13","45","120119","451","185","12038.06","154.01","19.15","23","9278","274","338"
"Catoosa","12672","US-13047","13","47","68771","402","127","18426.37","184.67","78.52","54","2018","41","39"
"Charlton","2238","US-13049","13","49","13251","122","47","16889.29","354.69","60.37","8","787","15","20"
"Chatham","53990","US-13051","13","51","292176","3323","810","18478.59","277.23","88.65","259","10125","75","67"
"Chattahoochee","6593","US-13053","13","53","10749","56","17","61335.94","158.15","130.24","14","880","5","3"
"Chattooga","5266","US-13055","13","55","24766","318","117","21263.02","472.42","4.04","1","1381","17","20"
"Cherokee","45541","US-13057","13","57","266617","2392","585","17081.06","219.42","83.27","222","17838","43","57"
"Clarke","26322","US-13059","13","59","129779","1198","220","20282.17","169.52","60.87","79","3455","12","7"
"Clay","366","US-13061","13","61","2855","14","6","12819.61","210.16","35.03","1","164","0","4"
"Clayton","58433","US-13063","13","63","304838","3212","903","19168.54","296.22","87.26","266","5870","69","24"
"Clinch","1392","US-13065","13","65","6656","98","40","20913.46","600.96","0","0","727","2","10"
"Cobb","139416","US-13067","13","67","790588","4814","1655","17634.47","209.34","113.46","897","36081","152","255"
"Coffee","8474","US-13069","13","69","43042","1102","228","19687.75","529.72","9.29","4","2416","53","116"
"Colquitt","7974","US-13071","13","71","45393","404","171","17566.59","376.71","24.23","11","3085","73","38"
"Columbia","20926","US-13073","13","73","158631","867","317","13191.62","199.83","117.88","187","15277","71","93"
"Cook","2070","US-13075","13","75","17437","143","58","11871.31","332.63","5.73","1","2824","18","30"
"Coweta","21116","US-13077","13","77","152001","1454","426","13892.01","280.26","103.95","158","12046","63","63"
"Crawford","1186","US-13079","13","79","12228","123","46","9699.05","376.19","8.18","1","580","9","6"
"Crisp","2546","US-13081","13","81","22289","201","71","11422.67","318.54","13.46","3","2103","65","105"
"Dade","2654","US-13083","13","83","16162","101","25","16421.23","154.68","204.18","33","685","4","9"
"Dawson","6171","US-13085","13","85","27021","397","97","22837.79","358.98","33.31","9","704","4","4"
"DeKalb","132994","US-13089","13","89","793154","8292","1561","16767.74","196.81","155.96","1237","17968","176","71"
"Decatur","5313","US-13087","13","87","26322","263","94","20184.64","357.12","7.6","2","1870","37","72"
"Dodge","2111","US-13091","13","91","20385","135","70","10355.65","343.39","9.81","2","3086","83","87"
"Dooly","1535","US-13093","13","93","13400","109","40","11455.22","298.51","14.93","2","835","29","33"
"Dougherty","14168","US-13095","13","95","89905","1574","451","15758.86","501.64","35.59","32","5492","47","25"
"Douglas","28395","US-13097","13","97","151906","1289","324","18692.48","213.29","71.75","109","6619","76","124"
"Early","2106","US-13099","13","99","10146","116","55","20756.95","542.09","9.86","1","623","7","17"
"Echols","466","US-13101","13","101","3969","17","6","11740.99","151.17","0","0","467","6","9"
"Effingham","10369","US-13103","13","103","64026","607","167","16194.98","260.83","74.97","48","2867","27","24"
"Elbert","2641","US-13105","13","105","18945","263","81","13940.35","427.55","0","0","1893","28","28"
"Emanuel","3432","US-13107","13","107","22664","203","80","15142.96","352.98","26.47","6","2462","79","188"
"Evans","1507","US-13109","13","109","10687","126","41","14101.24","383.64","18.71","2","850","24","39"
"Fannin","4163","US-13111","13","111","26320","340","132","15816.87","501.52","30.4","8","947","28","20"
"Fayette","17237","US-13113","13","113","117544","983","278","14664.3","236.51","148.03","174","5422","41","25"
"Floyd","23005","US-13115","13","115","99916","1549","419","23024.34","419.35","27.02","27","4289","101","122"
"Forsyth","44569","US-13117","13","117","252507","1551","381","17650.6","150.89","90.69","229","10382","19","13"
"Franklin","4391","US-13119","13","119","23329","265","80","18822.07","342.92","8.57","2","956","23","12"
"Fulton","189418","US-13121","13","121","1099181","10053","2107","17232.65","191.69","146.29","1608","30913","219","153"
"Gilmer","4658","US-13123","13","123","31417","461","150","14826.37","477.45","38.2","12","2252","28","26"
"Glascock","269","US-13125","13","125","3025","28","8","8892.56","264.46","0","0","337","17","8"
"Glynn","18191","US-13127","13","127","86047","769","360","21140.77","418.38","44.16","38","5036","46","44"
"Gordon","11976","US-13129","13","129","58049","495","233","20630.85","401.39","96.47","56","4609","36","43"
"Grady","3694","US-13131","13","131","24540","273","83","15052.97","338.22","12.22","3","2044","30","30"
"Greene","3191","US-13133","13","133","18717","274","75","17048.67","400.71","112.2","21","754","10","5"
"Gwinnett","176632","US-13135","13","135","971145","7591","1761","18188.02","181.33","88.66","861","32767","120","89"
"Habersham","8410","US-13137","13","137","45800","722","240","18362.45","524.02","19.65","9","1583","24","20"
"Hall","47206","US-13139","13","139","206349","3578","796","22876.78","385.75","55.73","115","6384","48","36"
"Hancock","1373","US-13141","13","141","8193","133","82","16758.21","1000.85","36.62","3","207","8","4"
"Haralson","3459","US-13143","13","143","30722","113","64","11259.03","208.32","6.51","2","1947","109","69"
"Harris","5163","US-13145","13","145","34712","340","100","14873.82","288.08","28.81","10","918","13","21"
"Hart","3212","US-13147","13","147","26107","206","61","12303.21","233.65","19.15","5","1622","39","24"
"Heard","1478","US-13149","13","149","12370","98","34","11948.26","274.86","32.34","4","694","18","25"
"Henry","45940","US-13151","13","151","239866","2117","630","19152.36","262.65","73.79","177","12123","57","48"
"Houston","23291","US-13153","13","153","157039","1195","333","14831.35","212.05","80.23","126","16266","166","372"
"Irwin","1046","US-13155","13","155","9433","105","25","11088.73","265.03","0","0","846","26","23"
"Jackson","18543","US-13157","13","157","74700","1032","272","24823.29","364.12","61.58","46","2640","19","10"
"Jasper","1691","US-13159","13","159","14199","161","39","11909.29","274.67","49.3","7","1450","33","14"
"Jeff Davis","2320","US-13161","13","161","15148","135","47","15315.55","310.27","6.6","1","1606","24","94"
"Jefferson","2242","US-13163","13","163","15313","213","82","14641.15","535.49","6.53","1","1400","31","33"
"Jenkins","1079","US-13165","13","165","8576","105","45","12581.62","524.72","11.66","1","416","21","40"
"Johnson","1475","US-13167","13","167","9661","129","57","15267.57","590","20.7","2","774","15","22"
"Jones","3746","US-13169","13","169","28591","322","98","13102.03","342.77","20.99","6","1304","10","13"
"Lamar","3291","US-13171","13","171","19347","234","97","17010.39","501.37","10.34","2","1555","16","20"
"Lanier","1096","US-13173","13","173","10351","45","18","10588.35","173.9","9.66","1","1169","7","14"
"Laurens","8646","US-13175","13","175","47296","473","243","18280.62","513.79","112.06","53","5118","56","55"
"Lee","3855","US-13177","13","177","29971","358","93","12862.43","310.3","20.02","6","3380","10","9"
"Liberty","11030","US-13179","13","179","61904","389","106","17817.91","171.23","69.46","43","1326","41","27"
"Lincoln","862","US-13181","13","181","8125","86","29","10609.23","356.92","0","0","736","6","7"
"Long","2240","US-13183","13","183","19915","96","26","11247.8","130.55","20.09","4","537","9","7"
"Lowndes","15336","US-13185","13","185","117878","682","281","13010.06","238.38","36.48","43","15744","111","213"
"Lumpkin","6613","US-13187","13","187","33802","489","112","19563.93","331.34","35.5","12","563","20","3"
"Macon","1208","US-13193","13","193","12988","118","42","9300.89","323.38","7.7","1","941","8","14"
"Madison","5963","US-13195","13","195","30177","419","97","19760.08","321.44","3.31","1","960","13","6"
"Marion","965","US-13197","13","197","8293","95","42","11636.32","506.45","0","0","551","8","9"
"McDuffie","2987","US-13189","13","189","21597","266","75","13830.62","347.27","18.52","4","2057","23","35"
"McIntosh","1978","US-13191","13","191","14567","107","33","13578.64","226.54","34.32","5","479","4","4"
"Meriwether","3270","US-13199","13","199","21020","309","121","15556.61","575.64","33.3","7","1201","24","10"
"Miller","1294","US-13201","13","201","5764","61","19","22449.69","329.63","17.35","1","411","11","7"
"Mitchell","3114","US-13205","13","205","22056","327","104","14118.61","471.53","22.67","5","2072","13","23"
"Monroe","3925","US-13207","13","207","27727","284","134","14155.88","483.28","46.89","13","1971","38","44"
"Montgomery","1481","US-13209","13","209","9224","76","49","16055.94","531.22","32.52","3","587","4","6"
"Morgan","2919","US-13211","13","211","19138","204","58","15252.38","303.06","52.25","10","1640","11","13"
"Murray","9107","US-13213","13","213","40261","421","171","22619.91","424.73","14.9","6","2392","17","19"
"Muscogee","32196","US-13215","13","215","191626","2416","716","16801.48","373.64","36.01","69","6012","105","166"
"Newton","18246","US-13217","13","217","112354","2038","405","16239.74","360.47","75.65","85","6449","51","35"
"Non-GA Resident/Unknown State","63800","US-.","","","0","3336","974","0","0","0","591","16302","497","202"
"Oconee","6971","US-13219","13","219","41737","272","95","16702.21","227.62","45.52","19","1796","12","5"
"Oglethorpe","2399","US-13221","13","221","15240","201","53","15741.47","347.77","39.37","6","839","5","2"
"Paulding","26298","US-13223","13","223","172542","750","315","15241.51","182.56","78.82","136","11920","117","127"
"Peach","3718","US-13225","13","225","27375","327","109","13581.74","398.17","65.75","18","2503","24","40"
"Pickens","5140","US-13227","13","227","33530","469","128","15329.56","381.75","44.74","15","3186","39","26"
"Pierce","2778","US-13229","13","229","19545","299","103","14213.35","526.99","25.58","5","2892","27","60"
"Pike","2753","US-13231","13","231","18860","187","73","14597.03","387.06","21.21","4","2698","25","25"
"Polk","9276","US-13233","13","233","43482","675","164","21332.97","377.17","13.8","6","2586","29","62"
"Pulaski","1224","US-13235","13","235","10893","69","47","11236.57","431.47","9.18","1","939","31","38"
"Putnam","3673","US-13237","13","237","21885","296","100","16783.18","456.93","45.69","10","833","6","4"
"Quitman","242","US-13239","13","239","2294","22","3","10549.26","130.78","43.59","1","183","1","3"
