"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","2580","US-13001","13","1","18561","213","76","13900.11","409.46","1336.13","248","570","5"
"Atkinson","1082","US-13003","13","3","8330","154","21","12989.2","252.1","852.34","71","368","3"
"Bacon","1741","US-13005","13","5","11404","128","36","15266.57","315.68","1148.72","131","517","11"
"Baker","225","US-13007","13","7","3116","41","12","7220.8","385.11","353.02","11","120","0"
"Baldwin","4899","US-13009","13","9","44428","357","136","11026.83","306.11","994.87","442","1226","19"
"Banks","2136","US-13011","13","11","19982","248","47","10689.62","235.21","1045.94","209","279","3"
"Barrow","11540","US-13013","13","13","86383","778","156","13359.11","180.59","1113.65","962","1530","5"
"Bartow","13895","US-13015","13","15","110771","918","247","12543.9","222.98","999.36","1107","4572","26"
"Ben Hill","1800","US-13017","13","17","16645","174","64","10814.06","384.5","444.58","74","1213","23"
"Berrien","1444","US-13019","13","19","19276","83","40","7491.18","207.51","482.47","93","1787","13"
"Bibb","18653","US-13021","13","21","152150","2070","461","12259.61","302.99","1035.82","1576","4636","50"
"Bleckley","1027","US-13023","13","23","12838","56","34","7999.69","264.84","654.31","84","1116","22"
"Brantley","1779","US-13025","13","25","19202","129","50","9264.66","260.39","1244.66","239","1080","6"
"Brooks","1312","US-13027","13","27","15727","100","43","8342.34","273.42","642.21","101","928","13"
"Bryan","4239","US-13029","13","29","39137","262","42","10831.18","107.32","1139.59","446","1543","3"
"Bulloch","7601","US-13031","13","31","79467","256","78","9564.98","98.15","901","716","3003","67"
"Burke","2157","US-13033","13","33","22342","184","42","9654.46","187.99","501.3","112","1273","26"
"Butts","3027","US-13035","13","35","25174","162","85","12024.31","337.65","1076.51","271","1159","7"
"Calhoun","583","US-13037","13","37","6317","85","18","9229.06","284.95","569.89","36","205","0"
"Camden","5341","US-13039","13","39","53924","196","64","9904.68","118.69","832.65","449","1470","11"
"Candler","1050","US-13043","13","43","10837","74","40","9689.03","369.11","885.85","96","412","31"
"Carroll","9127","US-13045","13","45","120119","365","137","7598.3","114.05","588.58","707","5944","122"
"Catoosa","7417","US-13047","13","47","68771","281","73","10785.07","106.15","1126.93","775","1002","8"
"Charlton","1598","US-13049","13","49","13251","92","36","12059.47","271.68","460.34","61","449","9"
"Chatham","30184","US-13051","13","51","292176","2203","502","10330.76","171.81","849.15","2481","4853","30"
"Chattahoochee","4394","US-13053","13","53","10749","36","13","40878.22","120.94","307.01","33","731","4"
"Chattooga","3084","US-13055","13","55","24766","210","69","12452.56","278.61","1978.52","490","793","9"
"Cherokee","28550","US-13057","13","57","266617","1640","356","10708.24","133.52","842.03","2245","11166","19"
"Clarke","16001","US-13059","13","59","129779","623","153","12329.42","117.89","996.31","1293","2552","6"
"Clay","225","US-13061","13","61","2855","12","3","7880.91","105.08","560.42","16","78","0"
"Clayton","31123","US-13063","13","63","304838","1780","554","10209.69","181.74","649.53","1980","3782","30"
"Clinch","980","US-13065","13","65","6656","73","29","14723.56","435.7","1126.8","75","316","2"
"Cobb","76388","US-13067","13","67","790588","3820","1115","9662.18","141.03","638.01","5044","22885","96"
"Coffee","5811","US-13069","13","69","43042","797","159","13500.77","369.41","1038.52","447","1399","35"
"Colquitt","5042","US-13071","13","71","45393","302","95","11107.44","209.28","1244.69","565","1783","45"
"Columbia","13632","US-13073","13","73","158631","590","185","8593.53","116.62","545.29","865","8944","47"
"Cook","1590","US-13075","13","75","17437","116","45","9118.54","258.07","579.23","101","1805","5"
"Coweta","11461","US-13077","13","77","152001","565","248","7540.08","163.16","742.1","1128","7387","14"
"Crawford","727","US-13079","13","79","12228","87","25","5945.37","204.45","515.21","63","254","2"
"Crisp","1740","US-13081","13","81","22289","176","61","7806.54","273.68","349.95","78","1079","35"
"Dade","1627","US-13083","13","83","16162","65","14","10066.82","86.62","909.54","147","283","1"
"Dawson","3731","US-13085","13","85","27021","286","52","13807.78","192.44","1632.06","441","445","1"
"DeKalb","71734","US-13089","13","89","793154","5602","1045","9044.15","131.75","502.05","3982","10451","89"
"Decatur","3021","US-13087","13","87","26322","192","69","11477.09","262.14","1056.15","278","1178","17"
"Dodge","1399","US-13091","13","91","20385","116","57","6862.89","279.62","632.82","129","1875","56"
"Dooly","988","US-13093","13","93","13400","97","34","7373.13","253.73","485.07","65","472","15"
"Dougherty","7904","US-13095","13","95","89905","1202","324","8791.5","360.38","1058.9","952","2980","24"
"Douglas","15704","US-13097","13","97","151906","1026","209","10337.97","137.59","879.49","1336","4389","46"
"Early","1472","US-13099","13","99","10146","89","44","14508.18","433.67","1044.75","106","257","6"
"Echols","393","US-13101","13","101","3969","13","4","9901.74","100.78","302.34","12","278","5"
"Effingham","6367","US-13103","13","103","64026","383","95","9944.4","148.38","1360.38","871","1644","4"
"Elbert","1821","US-13105","13","105","18945","148","62","9612.03","327.26","797.04","151","1041","15"
"Emanuel","2501","US-13107","13","107","22664","145","56","11035.12","247.09","1283.97","291","1485","31"
"Evans","1072","US-13109","13","109","10687","101","25","10030.88","233.93","926.36","99","420","15"
"Fannin","2857","US-13111","13","111","26320","216","75","10854.86","284.95","1132.22","298","476","9"
"Fayette","8759","US-13113","13","113","117544","446","175","7451.68","148.88","618.49","727","3207","16"
"Floyd","13548","US-13115","13","115","99916","1021","220","13559.39","220.18","1858.56","1857","2563","45"
"Forsyth","23482","US-13117","13","117","252507","1126","211","9299.54","83.56","839.18","2119","6168","9"
"Franklin","2979","US-13119","13","119","23329","200","53","12769.51","227.19","1058.77","247","513","10"
"Fulton","101921","US-13121","13","121","1099181","6247","1435","9272.45","130.55","512.84","5637","18885","113"
"Gilmer","3189","US-13123","13","123","31417","270","90","10150.56","286.47","767.1","241","885","14"
"Glascock","171","US-13125","13","125","3025","25","7","5652.89","231.4","198.35","6","200","12"
"Glynn","11612","US-13127","13","127","86047","583","241","13494.95","280.08","1880.37","1618","2557","25"
"Gordon","7936","US-13129","13","129","58049","381","135","13671.21","232.56","1068.06","620","2325","15"
"Grady","2136","US-13131","13","131","24540","212","60","8704.16","244.5","546.05","134","1042","15"
"Greene","2015","US-13133","13","133","18717","160","57","10765.61","304.54","651.81","122","457","8"
"Gwinnett","100394","US-13135","13","135","971145","5751","1200","10337.69","123.57","480.36","4665","19079","80"
"Habersham","5748","US-13137","13","137","45800","552","160","12550.22","349.34","1155.02","529","719","9"
"Hall","30675","US-13139","13","139","206349","2874","509","14865.59","246.67","1096.2","2262","3071","26"
