"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8818","40"
"Hispanic/Latino","American Indian/Alaska Native","599","4"
"Hispanic/Latino","Asian","1000","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","627","4"
"Hispanic/Latino","Other","59744","473"
"Hispanic/Latino","Unknown","37179","16"
"Hispanic/Latino","White","85078","861"
"Non-Hispanic/Latino","African-American/Black","493216","9341"
"Non-Hispanic/Latino","American Indian/Alaska Native","1098","22"
"Non-Hispanic/Latino","Asian","41413","474"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1323","17"
"Non-Hispanic/Latino","Other","34246","178"
"Non-Hispanic/Latino","Unknown","18945","15"
"Non-Hispanic/Latino","White","680993","16730"
"Unknown","African-American/Black","43718","21"
"Unknown","American Indian/Alaska Native","772","0"
"Unknown","Asian","7277","3"
"Unknown","Native Hawaiian/Pacific Islander","424","0"
"Unknown","Other","34380","19"
"Unknown","Unknown","278663","104"
"Unknown","White","54180","33"
