"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","936","11"
"Hispanic/Latino","American Indian/Alaska Native","45","0"
"Hispanic/Latino","Asian","96","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","99","0"
"Hispanic/Latino","Other","15158","158"
"Hispanic/Latino","Unknown","6065","6"
"Hispanic/Latino","White","20236","266"
"Non-Hispanic/Latino","African-American/Black","74508","2991"
"Non-Hispanic/Latino","American Indian/Alaska Native","132","9"
"Non-Hispanic/Latino","Asian","4202","134"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","219","6"
"Non-Hispanic/Latino","Other","3858","15"
"Non-Hispanic/Latino","Unknown","3068","34"
"Non-Hispanic/Latino","White","90970","3693"
"Unknown","African-American/Black","12818","14"
"Unknown","American Indian/Alaska Native","54","0"
"Unknown","Asian","1245","0"
"Unknown","Native Hawaiian/Pacific Islander","82","0"
"Unknown","Other","5204","3"
"Unknown","Unknown","75780","58"
"Unknown","White","16634","18"
