"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1106","US-13001","13","1","18561","101","34","5958.73","183.18","382.52","71"
"Atkinson","457","US-13003","13","3","8330","59","4","5486.19","48.02","144.06","12"
"Bacon","614","US-13005","13","5","11404","46","14","5384.08","122.76","131.53","15"
"Baker","85","US-13007","13","7","3116","20","6","2727.86","192.55","0","0"
"Baldwin","2196","US-13009","13","9","44428","170","61","4942.83","137.3","231.84","103"
"Banks","525","US-13011","13","11","19982","71","8","2627.36","40.04","165.15","33"
"Barrow","2381","US-13013","13","13","86383","253","47","2756.33","54.41","200.27","173"
"Bartow","3149","US-13015","13","15","110771","309","91","2842.8","82.15","195.9","217"
"Ben Hill","830","US-13017","13","17","16645","86","27","4986.48","162.21","336.44","56"
"Berrien","468","US-13019","13","19","19276","24","12","2427.89","62.25","98.57","19"
"Bibb","6295","US-13021","13","21","152150","879","188","4137.36","123.56","168.26","256"
"Bleckley","465","US-13023","13","23","12838","29","21","3622.06","163.58","342.73","44"
"Brantley","374","US-13025","13","25","19202","36","11","1947.71","57.29","140.61","27"
"Brooks","530","US-13027","13","27","15727","55","26","3370","165.32","57.23","9"
"Bryan","1213","US-13029","13","29","39137","84","13","3099.37","33.22","158.42","62"
"Bulloch","2959","US-13031","13","31","79467","135","32","3723.56","40.27","96.9","77"
"Burke","854","US-13033","13","33","22342","88","11","3822.4","49.23","223.79","50"
"Butts","716","US-13035","13","35","25174","54","43","2844.2","170.81","230.4","58"
"Calhoun","255","US-13037","13","37","6317","46","9","4036.73","142.47","189.96","12"
"Camden","1357","US-13039","13","39","53924","66","16","2516.5","29.67","118.69","64"
"Candler","499","US-13043","13","43","10837","34","23","4604.6","212.24","359.88","39"
"Carroll","2990","US-13045","13","45","120119","168","72","2489.2","59.94","133.2","160"
"Catoosa","1289","US-13047","13","47","68771","80","19","1874.34","27.63","146.86","101"
"Charlton","644","US-13049","13","49","13251","27","9","4860.01","67.92","75.47","10"
"Chatham","8868","US-13051","13","51","292176","800","175","3035.16","59.9","145.8","426"
"Chattahoochee","1706","US-13053","13","53","10749","14","1","15871.24","9.3","697.74","75"
"Chattooga","838","US-13055","13","55","24766","63","26","3383.67","104.98","278.61","69"
"Cherokee","6471","US-13057","13","57","266617","512","97","2427.08","36.38","151.53","404"
"Clarke","5373","US-13059","13","59","129779","235","46","4140.12","35.44","227.31","295"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","70.05","2"
"Clayton","7466","US-13063","13","63","304838","654","170","2449.17","55.77","111.53","340"
"Clinch","404","US-13065","13","65","6656","29","11","6069.71","165.26","255.41","17"
"Cobb","20545","US-13067","13","67","790588","1855","442","2598.7","55.91","106.88","845"
"Coffee","2149","US-13069","13","69","43042","316","57","4992.8","132.43","206.77","89"
"Colquitt","1976","US-13071","13","71","45393","157","37","4353.09","81.51","204.88","93"
"Columbia","3982","US-13073","13","73","158631","189","62","2510.23","39.08","138.69","220"
"Cook","562","US-13075","13","75","17437","61","14","3223.03","80.29","74.55","13"
"Coweta","2757","US-13077","13","77","152001","139","58","1813.8","38.16","78.95","120"
"Crawford","182","US-13079","13","79","12228","28","6","1488.39","49.07","98.14","12"
"Crisp","607","US-13081","13","81","22289","79","19","2723.32","85.24","201.89","45"
"Dade","305","US-13083","13","83","16162","21","5","1887.14","30.94","129.93","21"
"Dawson","858","US-13085","13","85","27021","79","9","3175.31","33.31","133.23","36"
"DeKalb","19702","US-13089","13","89","793154","2167","380","2484.01","47.91","105.4","836"
"Decatur","1235","US-13087","13","87","26322","96","34","4691.89","129.17","315.33","83"
"Dodge","459","US-13091","13","91","20385","43","12","2251.66","58.87","161.88","33"
"Dooly","351","US-13093","13","93","13400","53","14","2619.4","104.48","104.48","14"
"Dougherty","3216","US-13095","13","95","89905","657","188","3577.11","209.11","72.3","65"
"Douglas","3838","US-13097","13","97","151906","435","70","2526.56","46.08","167.21","254"
"Early","519","US-13099","13","99","10146","39","33","5115.32","325.25","226.69","23"
"Echols","243","US-13101","13","101","3969","9","2","6122.45","50.39","75.59","3"
"Effingham","1595","US-13103","13","103","64026","105","28","2491.18","43.73","224.91","144"
"Elbert","715","US-13105","13","105","18945","53","8","3774.08","42.23","332.54","63"
"Emanuel","1134","US-13107","13","107","22664","80","34","5003.53","150.02","282.39","64"
"Evans","443","US-13109","13","109","10687","40","6","4145.22","56.14","140.36","15"
"Fannin","752","US-13111","13","111","26320","63","28","2857.14","106.38","383.74","101"
"Fayette","1962","US-13113","13","113","117544","111","51","1669.16","43.39","80.82","95"
"Floyd","3423","US-13115","13","115","99916","260","49","3425.88","49.04","218.18","218"
