"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2577","20"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","274","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","181","1"
"Hispanic/Latino","Other","29567","307"
"Hispanic/Latino","Unknown","13574","12"
"Hispanic/Latino","White","39237","514"
"Non-Hispanic/Latino","African-American/Black","189905","5263"
"Non-Hispanic/Latino","American Indian/Alaska Native","358","10"
"Non-Hispanic/Latino","Asian","14476","296"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","575","10"
"Non-Hispanic/Latino","Other","10117","55"
"Non-Hispanic/Latino","Unknown","8068","56"
"Non-Hispanic/Latino","White","278624","8883"
"Unknown","African-American/Black","26380","35"
"Unknown","American Indian/Alaska Native","148","0"
"Unknown","Asian","3458","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","26079","23"
"Unknown","Unknown","144221","73"
"Unknown","White","40958","79"
