county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,475,16,56,2559.13
Atkinson,259,2,33,3109.24
Bacon,371,5,28,3253.24
Baker,47,3,12,1508.34
Baldwin,806,37,88,1814.17
Banks,200,3,31,1000.9
Barrow,877,32,150,1015.25
Bartow,1283,51,177,1158.25
Ben Hill,291,1,28,1748.27
Berrien,222,0,11,1151.69
Bibb,2614,51,458,1718.04
Bleckley,109,1,9,849.04
Brantley,192,3,10,999.9
Brooks,303,12,34,1926.62
Bryan,437,6,43,1116.59
Bulloch,878,9,70,1104.86
Burke,306,7,43,1369.62
Butts,393,36,33,1561.13
Calhoun,179,6,36,2833.62
Camden,472,4,16,875.31
Candler,157,1,8,1448.74
Carroll,1478,42,122,1230.45
Catoosa,441,8,28,641.26
Charlton,244,3,14,1841.37
Chatham,4068,44,376,1392.31
Chattahoochee,507,1,9,4716.72
Chattooga,125,2,5,504.72
Cherokee,2364,51,258,886.67
Clarke,1396,15,106,1075.67
Clay,69,2,6,2416.81
Clayton,3838,90,397,1259.03
Clinch,153,4,14,2298.68
Cobb,9717,282,1176,1229.09
Coffee,1156,22,165,2685.75
Colquitt,1391,21,103,3064.35
Columbia,1395,18,107,879.4
Cook,329,5,36,1886.79
Coweta,1136,17,80,747.36
Crawford,81,0,9,662.41
Crisp,347,14,52,1556.82
Dade,92,1,5,569.24
Dawson,226,3,32,836.39
DeKalb,10767,204,1326,1357.49
Decatur,469,8,46,1781.78
Dodge,191,2,17,936.96
Dooly,229,14,46,1708.96
Dougherty,2428,160,519,2700.63
Douglas,1970,45,266,1296.85
Early,323,31,30,3183.52
Echols,217,0,7,5467.37
Effingham,491,1,36,766.88
Elbert,271,1,14,1430.46
Emanuel,295,4,25,1301.62
Evans,141,1,9,1319.36
Fannin,223,2,21,847.26
Fayette,764,23,58,649.97
Floyd,977,15,62,977.82
Forsyth,1556,16,165,616.22
Franklin,319,3,28,1367.4
Fulton,15221,365,1585,1384.76
Gilmer,416,3,41,1324.12
Glascock,17,0,1,561.98
Glynn,2049,19,137,2381.26
Gordon,772,21,52,1329.91
Grady,341,4,55,1389.57
Greene,200,11,23,1068.55
Gwinnett,14801,213,1758,1524.08
Habersham,921,47,140,2010.92
Hall,4789,70,616,2320.83
Hancock,253,34,41,3088
Haralson,151,6,18,491.5
Harris,547,14,62,1575.82
Hart,191,0,26,731.6
Heard,117,3,9,945.84
Henry,2479,38,136,1033.49
Houston,1430,36,199,910.6
Irwin,123,1,19,1303.93
Jackson,735,13,80,983.94
Jasper,103,1,9,725.4
Jeff Davis,254,4,15,1676.79
Jefferson,349,5,42,2279.11
Jenkins,205,18,39,2390.39
Johnson,204,3,34,2111.58
Jones,214,1,15,748.49
Lamar,184,8,20,951.05
Lanier,190,4,13,1835.57
Laurens,562,1,47,1188.26
Lee,472,22,80,1574.86
Liberty,468,2,37,756.01
Lincoln,96,3,16,1181.54
Long,93,1,3,466.98
Lowndes,2563,23,122,2174.28
Lumpkin,236,5,44,698.18
Macon,156,10,37,1201.11
Madison,265,4,30,878.15
Marion,117,4,14,1410.83
McDuffie,221,8,39,1023.29
McIntosh,117,2,9,803.19
Meriwether,307,5,41,1460.51
Miller,87,0,4,1509.37
Mitchell,548,41,119,2484.58
Monroe,349,22,42,1258.7
Montgomery,100,0,14,1084.13
Morgan,132,0,9,689.73
Murray,445,2,27,1105.29
Muscogee,3700,74,402,1930.84
Newton,1328,24,159,1181.98
Non-Georgia Resident,13669,74,342,0
Oconee,326,15,39,781.08
Oglethorpe,160,7,28,1049.87
Paulding,1178,18,117,682.73
Peach,237,10,48,865.75
Pickens,206,5,20,614.38
Pierce,342,5,39,1749.81
Pike,157,3,15,832.45
Polk,479,4,21,1101.61
Pulaski,75,2,8,688.52
Putnam,295,17,36,1347.96
Quitman,25,1,5,1089.8
Rabun,147,3,27,865.42
Randolph,231,26,40,3420.2
Richmond,2579,74,317,1275.22
Rockdale,966,12,147,1017.27
Schley,33,1,7,625.59
Screven,144,9,24,1035.97
Seminole,86,2,11,1056.51
Spalding,708,35,100,1024.45
Stephens,463,6,49,1758.58
Stewart,235,4,48,3834.23
Sumter,688,55,163,2340.22
Talbot,114,3,17,1851.25
Taliaferro,4,0,0,245.1
Tattnall,306,1,22,1204.2
Taylor,54,2,13,678.56
Telfair,232,5,18,1483
Terrell,273,29,63,3224.28
Thomas,809,38,108,1820.8
Tift,1131,34,154,2770.02
Toombs,475,6,37,1760.37
Towns,94,1,14,781.12
Treutlen,74,2,11,1083.61
Troup,2027,52,219,2878.69
Turner,204,18,36,2526
Twiggs,65,1,15,803.86
Union,162,5,32,639.43
Unknown,2109,6,62,0
Upson,435,45,50,1655.44
Walker,439,14,21,630.66
Walton,729,32,87,760.85
Ware,972,19,102,2711.07
Warren,44,0,16,844.53
Washington,301,1,21,1482.61
Wayne,489,2,36,1631.41
Webster,35,2,7,1372.55
Wheeler,80,0,3,1011.51
White,248,5,43,780.91
Whitfield,2539,22,119,2425.67
Wilcox,150,17,25,1706.48
Wilkes,157,3,21,1567.81
Wilkinson,154,10,33,1726.65
Worth,394,23,67,1956.11
