"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1613","US-13001","13","1","18561","136","44","8690.26","237.06","695.01","129","279","2"
"Atkinson","713","US-13003","13","3","8330","98","11","8559.42","132.05","720.29","60","173","0"
"Bacon","934","US-13005","13","5","11404","66","22","8190.11","192.91","833.04","95","286","4"
"Baker","142","US-13007","13","7","3116","28","6","4557.12","192.55","256.74","8","49","0"
"Baldwin","3243","US-13009","13","9","44428","240","76","7299.45","171.06","605.47","269","432","3"
"Banks","1349","US-13011","13","11","19982","155","22","6751.08","110.1","825.74","165","102","1"
"Barrow","6276","US-13013","13","13","86383","443","77","7265.32","89.14","1333.6","1152","616","1"
"Bartow","7973","US-13015","13","15","110771","537","136","7197.73","122.78","902.76","1000","1965","9"
"Ben Hill","1350","US-13017","13","17","16645","133","43","8110.54","258.34","702.91","117","460","11"
"Berrien","905","US-13019","13","19","19276","53","23","4694.96","119.32","461.71","89","474","10"
"Bibb","10844","US-13021","13","21","152150","1281","257","7127.18","168.91","782.12","1190","1280","24"
"Bleckley","705","US-13023","13","23","12838","43","32","5491.51","249.26","373.89","48","516","8"
"Brantley","727","US-13025","13","25","19202","56","21","3786.06","109.36","244.77","47","471","3"
"Brooks","832","US-13027","13","27","15727","74","29","5290.27","184.4","286.13","45","271","4"
"Bryan","1995","US-13029","13","29","39137","135","19","5097.48","48.55","528.91","207","382","3"
"Bulloch","4225","US-13031","13","31","79467","173","41","5316.67","51.59","534.81","425","916","25"
"Burke","1389","US-13033","13","33","22342","124","19","6216.99","85.04","868.32","194","536","8"
"Butts","1607","US-13035","13","35","25174","91","51","6383.57","202.59","989.12","249","514","2"
"Calhoun","397","US-13037","13","37","6317","62","12","6284.63","189.96","1076.46","68","79","0"
"Camden","2563","US-13039","13","39","53924","104","21","4752.99","38.94","497","268","381","3"
"Candler","675","US-13043","13","43","10837","52","28","6228.66","258.37","489.07","53","141","9"
"Carroll","5925","US-13045","13","45","120119","266","102","4932.61","84.92","447.06","537","2800","40"
"Catoosa","4027","US-13047","13","47","68771","170","44","5855.67","63.98","812.84","559","262","3"
"Charlton","929","US-13049","13","49","13251","48","14","7010.79","105.65","482.98","64","239","7"
"Chatham","14816","US-13051","13","51","292176","1175","263","5070.92","90.01","582.87","1703","1307","11"
"Chattahoochee","2197","US-13053","13","53","10749","20","1","20439.11","9.3","260.49","28","91","2"
"Chattooga","1820","US-13055","13","55","24766","127","46","7348.78","185.74","888.31","220","366","3"
"Cherokee","16042","US-13057","13","57","266617","932","160","6016.87","60.01","989.43","2638","5317","5"
"Clarke","10122","US-13059","13","59","129779","355","76","7799.41","58.56","1030.98","1338","1782","3"
"Clay","162","US-13061","13","61","2855","9","3","5674.26","105.08","420.32","12","43","0"
"Clayton","15985","US-13063","13","63","304838","1015","247","5243.77","81.03","723.34","2205","1490","13"
"Clinch","616","US-13065","13","65","6656","54","16","9254.81","240.38","676.08","45","155","0"
"Cobb","45611","US-13067","13","67","790588","2488","613","5769.25","77.54","886.05","7005","10048","31"
"Coffee","3813","US-13069","13","69","43042","555","92","8858.79","213.74","683.05","294","870","18"
"Colquitt","2780","US-13071","13","71","45393","188","46","6124.29","101.34","438.39","199","900","10"
"Columbia","8692","US-13073","13","73","158631","332","101","5479.38","63.67","765.93","1215","3993","18"
"Cook","1061","US-13075","13","75","17437","91","28","6084.76","160.58","258.07","45","419","3"
"Coweta","6418","US-13077","13","77","152001","232","92","4222.34","60.53","597.36","908","3701","6"
"Crawford","424","US-13079","13","79","12228","48","9","3467.45","73.6","376.19","46","86","1"
"Crisp","1124","US-13081","13","81","22289","129","31","5042.85","139.08","511.46","114","481","15"
"Dade","874","US-13083","13","83","16162","42","8","5407.75","49.5","767.23","124","117","1"
"Dawson","2104","US-13085","13","85","27021","185","20","7786.54","74.02","1313.79","355","141","0"
"DeKalb","42603","US-13089","13","89","793154","3428","535","5371.34","67.45","748.78","5939","3603","38"
"Decatur","1816","US-13087","13","87","26322","122","46","6899.17","174.76","661.04","174","504","9"
"Dodge","985","US-13091","13","91","20385","94","47","4831.98","230.56","519.99","106","824","28"
"Dooly","632","US-13093","13","93","13400","71","24","4716.42","179.1","641.79","86","174","4"
