"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","7762","37"
"Hispanic/Latino","American Indian/Alaska Native","495","2"
"Hispanic/Latino","Asian","822","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","523","4"
"Hispanic/Latino","Other","56307","457"
"Hispanic/Latino","Unknown","32161","14"
"Hispanic/Latino","White","77246","839"
"Non-Hispanic/Latino","African-American/Black","456509","8935"
"Non-Hispanic/Latino","American Indian/Alaska Native","980","23"
"Non-Hispanic/Latino","Asian","35519","455"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1216","17"
"Non-Hispanic/Latino","Other","29528","112"
"Non-Hispanic/Latino","Unknown","14601","12"
"Non-Hispanic/Latino","White","614559","15754"
"Unknown","African-American/Black","37756","16"
"Unknown","American Indian/Alaska Native","549","0"
"Unknown","Asian","6151","2"
"Unknown","Native Hawaiian/Pacific Islander","334","0"
"Unknown","Other","34555","14"
"Unknown","Unknown","215984","80"
"Unknown","White","45381","24"
