county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,376,15,49,2025.75
Atkinson,210,2,27,2521.01
Bacon,317,5,27,2779.73
Baker,45,3,12,1444.16
Baldwin,701,35,82,1577.83
Banks,166,3,25,830.75
Barrow,681,28,133,788.35
Bartow,1058,45,165,955.12
Ben Hill,244,1,18,1465.91
Berrien,186,0,9,964.93
Bibb,1972,43,342,1296.09
Bleckley,100,1,8,778.94
Brantley,152,3,8,791.58
Brooks,238,12,25,1513.32
Bryan,300,5,35,766.54
Bulloch,699,6,54,879.61
Burke,232,7,41,1038.4
Butts,352,35,32,1398.27
Calhoun,170,6,35,2691.15
Camden,320,2,12,593.43
Candler,103,0,6,950.45
Carroll,1145,40,120,953.22
Catoosa,371,8,28,539.47
Charlton,147,2,12,1109.35
Chatham,2907,39,309,994.95
Chattahoochee,490,1,8,4558.56
Chattooga,84,2,5,339.17
Cherokee,1868,48,212,700.63
Clarke,1045,15,74,805.22
Clay,64,2,5,2241.68
Clayton,3060,84,320,1003.81
Clinch,124,4,11,1862.98
Cobb,7571,256,1024,957.64
Coffee,967,17,132,2246.64
Colquitt,1306,20,96,2877.1
Columbia,1044,12,84,658.13
Cook,262,4,27,1502.55
Coweta,927,16,68,609.86
Crawford,56,0,7,457.97
Crisp,322,13,46,1444.66
Dade,79,1,5,488.8
Dawson,187,3,28,692.05
DeKalb,8980,186,1154,1132.19
Decatur,337,8,34,1280.3
Dodge,155,2,14,760.36
Dooly,225,13,45,1679.1
Dougherty,2195,156,480,2441.47
Douglas,1545,40,242,1017.08
Early,325,31,29,3203.23
Echols,199,0,6,5013.86
Effingham,360,1,30,562.27
Elbert,197,0,11,1039.85
Emanuel,226,3,17,997.18
Evans,68,0,5,636.29
Fannin,137,1,12,520.52
Fayette,565,20,51,480.67
Floyd,784,15,60,784.66
Forsyth,1257,15,139,497.81
Franklin,272,1,18,1165.93
Fulton,11746,331,1318,1068.61
Gilmer,311,2,27,989.91
Glascock,15,0,0,495.87
Glynn,1653,10,94,1921.04
Gordon,598,18,48,1030.16
Grady,258,4,42,1051.34
Greene,136,10,21,726.61
Gwinnett,12217,189,1442,1258
Habersham,813,41,114,1775.11
Hall,4012,65,524,1944.28
Hancock,237,33,39,2892.71
Haralson,120,5,18,390.6
Harris,477,13,51,1374.16
Hart,125,0,8,478.8
Heard,90,3,9,727.57
Henry,1932,34,124,805.45
Houston,1060,32,167,674.99
Irwin,107,1,14,1134.32
Jackson,559,12,65,748.33
Jasper,92,1,8,647.93
Jeff Davis,175,3,14,1155.27
Jefferson,246,2,29,1606.48
Jenkins,169,14,32,1970.62
Johnson,141,2,21,1459.48
Jones,152,1,9,531.64
Lamar,154,6,16,795.99
Lanier,172,3,11,1661.68
Laurens,412,1,33,871.11
Lee,436,22,73,1454.74
Liberty,302,2,27,487.85
Lincoln,76,2,12,935.38
Long,75,1,2,376.6
Lowndes,1997,18,108,1694.12
Lumpkin,188,4,36,556.18
Macon,146,10,36,1124.11
Madison,192,4,21,636.25
Marion,105,3,13,1266.13
McDuffie,175,8,37,810.3
McIntosh,92,1,6,631.56
Meriwether,262,3,29,1246.43
Miller,61,0,3,1058.29
Mitchell,506,41,107,2294.16
Monroe,261,20,33,941.32
Montgomery,65,0,8,704.68
Morgan,91,0,8,475.49
Murray,326,2,23,809.72
Muscogee,3061,64,324,1597.38
Newton,1010,16,126,898.94
Non-Georgia Resident,9687,61,284,0
Oconee,257,14,35,615.76
Oglethorpe,122,7,19,800.52
Paulding,912,16,102,528.57
Peach,170,10,35,621
Pickens,130,5,17,387.71
Pierce,278,5,35,1422.36
Pike,124,3,13,657.48
Polk,372,1,20,855.53
Pulaski,61,2,8,559.99
Putnam,229,12,24,1046.38
Quitman,23,1,5,1002.62
Rabun,97,3,17,571.06
Randolph,214,25,37,3168.49
Richmond,1922,62,278,950.36
Rockdale,756,11,122,796.12
Schley,37,1,7,701.42
Screven,123,8,22,884.89
Seminole,61,2,8,749.39
Spalding,601,33,82,869.63
Stephens,375,6,39,1424.34
Stewart,233,4,49,3801.6
Sumter,642,52,155,2183.75
Talbot,97,3,15,1575.19
Taliaferro,2,0,0,122.55
Tattnall,210,0,13,826.41
Taylor,47,2,12,590.6
Telfair,193,3,16,1233.7
Terrell,252,29,61,2976.26
Thomas,620,33,92,1395.42
Tift,1013,29,126,2481.02
Toombs,354,5,28,1311.94
Towns,71,1,11,590
Treutlen,51,2,11,746.82
Troup,1802,39,195,2559.15
Turner,206,18,35,2550.77
Twiggs,48,1,11,593.62
Union,123,4,29,485.49
Unknown,1664,3,52,0
Upson,393,45,49,1495.6
Walker,389,14,19,558.83
Walton,591,32,72,616.82
Ware,734,17,84,2047.25
Warren,36,0,16,690.98
Washington,205,1,15,1009.75
Wayne,204,0,24,680.59
Webster,34,2,7,1333.33
Wheeler,66,0,2,834.49
White,190,5,34,598.27
Whitfield,1978,17,88,1889.71
Wilcox,144,15,20,1638.23
Wilkes,124,3,19,1238.27
Wilkinson,126,9,32,1412.71
Worth,360,22,58,1787.31
