county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,619,19,63,3334.95
Atkinson,306,2,39,3673.47
Bacon,424,6,34,3717.99
Baker,63,3,13,2021.82
Baldwin,1010,38,102,2273.34
Banks,255,3,40,1276.15
Barrow,1214,32,171,1405.37
Bartow,1772,61,216,1599.7
Ben Hill,388,3,36,2331.03
Berrien,279,0,12,1447.4
Bibb,3395,66,585,2231.35
Bleckley,166,6,18,1293.04
Brantley,238,4,15,1239.45
Brooks,380,18,47,2416.23
Bryan,608,9,53,1553.52
Bulloch,1175,14,83,1478.6
Burke,437,7,56,1955.96
Butts,476,37,42,1890.84
Calhoun,200,6,41,3166.06
Camden,713,4,22,1322.23
Candler,243,4,9,2242.32
Carroll,1811,47,126,1507.67
Catoosa,593,9,44,862.28
Charlton,403,3,17,3041.28
Chatham,5441,74,485,1862.23
Chattahoochee,734,1,10,6828.54
Chattooga,231,3,8,932.73
Cherokee,3155,58,316,1183.35
Clarke,1894,18,126,1459.4
Clay,85,2,6,2977.23
Clayton,4790,103,503,1571.33
Clinch,181,4,15,2719.35
Cobb,12718,313,1350,1608.68
Coffee,1416,25,202,3289.81
Colquitt,1521,22,113,3350.74
Columbia,2088,21,124,1316.26
Cook,426,6,44,2443.08
Coweta,1425,22,96,937.49
Crawford,100,0,12,817.8
Crisp,370,14,56,1660.01
Dade,121,1,6,748.67
Dawson,335,3,46,1239.78
DeKalb,13237,234,1581,1668.91
Decatur,728,10,59,2765.75
Dodge,201,3,15,986.02
Dooly,245,14,47,1828.36
Dougherty,2661,170,551,2959.79
Douglas,2493,50,313,1641.15
Early,355,31,32,3498.92
Echols,217,2,7,5467.37
Effingham,684,1,44,1068.32
Elbert,339,1,17,1789.39
Emanuel,459,9,35,2025.24
Evans,236,1,12,2208.29
Fannin,303,3,30,1151.22
Fayette,1047,26,63,890.73
Floyd,1388,17,87,1389.17
Forsyth,2084,22,203,825.32
Franklin,390,5,30,1671.74
Fulton,19230,410,1835,1749.48
Gilmer,571,4,53,1817.49
Glascock,24,0,3,793.39
Glynn,2422,42,185,2814.74
Gordon,1106,23,73,1905.29
Grady,453,5,64,1845.97
Greene,287,11,33,1533.37
Gwinnett,18854,244,2077,1941.42
Habersham,1102,48,160,2406.11
Hall,5847,88,718,2833.55
Hancock,298,34,45,3637.25
Haralson,206,6,19,670.53
Harris,637,16,70,1835.1
Hart,284,4,40,1087.83
Heard,139,4,9,1123.69
Henry,3184,44,150,1327.41
Houston,1871,51,254,1191.42
Irwin,159,1,23,1685.57
Jackson,1017,13,98,1361.45
Jasper,149,1,11,1049.37
Jeff Davis,418,8,23,2759.44
Jefferson,469,7,54,3062.76
Jenkins,236,24,45,2751.87
Johnson,231,11,44,2391.06
Jones,293,3,29,1024.8
Lamar,257,11,29,1328.37
Lanier,213,4,15,2057.77
Laurens,828,8,75,1750.68
Lee,527,22,84,1758.37
Liberty,676,3,56,1092.01
Lincoln,132,4,19,1624.62
Long,114,1,4,572.43
Lowndes,3077,37,141,2610.33
Lumpkin,320,6,52,946.69
Macon,176,10,39,1355.1
Madison,371,5,42,1229.41
Marion,147,4,15,1772.58
McDuffie,317,10,49,1467.8
McIntosh,164,2,12,1125.83
Meriwether,373,6,47,1774.5
Miller,135,0,7,2342.12
Mitchell,634,41,123,2874.5
Monroe,441,25,57,1590.51
Montgomery,146,1,16,1582.83
Morgan,246,0,13,1285.4
Murray,564,2,34,1400.86
Muscogee,4514,90,480,2355.63
Newton,1693,35,191,1506.84
Non-GA Resident/Unknown State,15595,84,405,0
Oconee,418,15,43,1001.51
Oglethorpe,201,7,28,1318.9
Paulding,1578,21,123,914.56
Peach,359,12,66,1311.42
Pickens,341,5,31,1017
Pierce,387,6,41,1980.05
Pike,200,4,18,1060.45
Polk,743,11,37,1708.75
Pulaski,90,2,11,826.22
Putnam,401,17,43,1832.31
Quitman,29,1,6,1264.17
Rabun,203,3,32,1195.1
Randolph,266,26,41,3938.41
Richmond,3984,87,392,1969.94
Rockdale,1242,17,169,1307.92
Schley,58,1,8,1099.53
Screven,185,9,27,1330.94
Seminole,180,5,19,2211.3
Spalding,893,41,121,1292.14
Stephens,588,12,71,2233.36
Stewart,254,5,51,4144.23
Sumter,742,56,173,2523.9
Talbot,133,3,19,2159.79
Taliaferro,12,0,1,735.29
Tattnall,466,1,33,1833.85
Taylor,78,2,14,980.15
Telfair,273,7,24,1745.08
Terrell,296,30,67,3495.93
Thomas,1057,41,130,2378.97
Tift,1297,35,173,3176.59
Toombs,699,7,54,2590.52
Towns,124,1,17,1030.41
Treutlen,107,3,17,1566.85
Troup,2238,67,253,3178.35
Turner,237,18,38,2934.62
Twiggs,106,3,23,1310.91
Union,242,7,41,955.2
Unknown,2472,9,86,0
Upson,496,46,57,1887.58
Walker,635,16,30,912.23
Walton,1044,39,115,1089.61
Ware,1113,25,108,3104.34
Warren,62,1,20,1190.02
Washington,448,2,30,2206.68
Wayne,701,7,52,2338.69
Webster,39,2,8,1529.41
Wheeler,87,1,3,1100.01
White,320,5,53,1007.62
Whitfield,3358,28,163,3208.12
Wilcox,176,18,39,2002.28
Wilkes,183,3,22,1827.44
Wilkinson,201,10,38,2253.62
Worth,440,23,75,2184.49
