"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","901","13"
"Hispanic/Latino","American Indian/Alaska Native","47","0"
"Hispanic/Latino","Asian","90","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","94","0"
"Hispanic/Latino","Other","14768","157"
"Hispanic/Latino","Unknown","5849","7"
"Hispanic/Latino","White","19668","255"
"Non-Hispanic/Latino","African-American/Black","71791","2882"
"Non-Hispanic/Latino","American Indian/Alaska Native","124","7"
"Non-Hispanic/Latino","Asian","3984","130"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","216","7"
"Non-Hispanic/Latino","Other","3697","17"
"Non-Hispanic/Latino","Unknown","2917","32"
"Non-Hispanic/Latino","White","85577","3523"
"Unknown","African-American/Black","12646","19"
"Unknown","American Indian/Alaska Native","51","0"
"Unknown","Asian","1212","0"
"Unknown","Native Hawaiian/Pacific Islander","85","0"
"Unknown","Other","5219","5"
"Unknown","Unknown","76974","61"
"Unknown","White","16168","19"
