"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5588","35"
"Hispanic/Latino","American Indian/Alaska Native","285","2"
"Hispanic/Latino","Asian","568","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","378","4"
"Hispanic/Latino","Other","47294","442"
"Hispanic/Latino","Unknown","23957","9"
"Hispanic/Latino","White","64209","818"
"Non-Hispanic/Latino","African-American/Black","357291","8757"
"Non-Hispanic/Latino","American Indian/Alaska Native","647","22"
"Non-Hispanic/Latino","Asian","26014","438"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1003","16"
"Non-Hispanic/Latino","Other","21720","91"
"Non-Hispanic/Latino","Unknown","9979","13"
"Non-Hispanic/Latino","White","518323","15367"
"Unknown","African-American/Black","26692","14"
"Unknown","American Indian/Alaska Native","210","0"
"Unknown","Asian","4958","2"
"Unknown","Native Hawaiian/Pacific Islander","211","0"
"Unknown","Other","27751","7"
"Unknown","Unknown","135702","62"
"Unknown","White","40749","18"
