county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,258,14,43,1390.01
Atkinson,147,2,17,1764.71
Bacon,236,4,21,2069.45
Baker,43,3,12,1379.97
Baldwin,499,34,76,1123.17
Banks,133,0,22,665.6
Barrow,523,25,108,605.44
Bartow,688,42,156,621.1
Ben Hill,165,1,12,991.29
Berrien,116,0,5,601.78
Bibb,848,39,202,557.34
Bleckley,60,1,5,467.36
Brantley,94,2,7,489.53
Brooks,154,11,17,979.21
Bryan,127,5,23,324.5
Bulloch,339,4,30,426.59
Burke,144,7,33,644.53
Butts,274,33,30,1088.42
Calhoun,162,5,35,2564.51
Camden,128,2,9,237.37
Candler,37,0,4,341.42
Carroll,704,39,115,586.09
Catoosa,312,8,27,453.68
Charlton,51,2,6,384.88
Chatham,1321,37,182,452.12
Chattahoochee,410,0,7,3814.31
Chattooga,61,2,4,246.31
Cherokee,1315,43,186,493.22
Clarke,531,15,56,409.16
Clay,57,2,5,1996.5
Clayton,1939,79,219,636.08
Clinch,108,3,10,1622.6
Cobb,4877,243,863,616.88
Coffee,540,17,96,1254.59
Colquitt,951,18,71,2095.04
Columbia,470,9,55,296.29
Cook,133,1,18,762.75
Coweta,667,15,60,438.81
Crawford,42,0,4,343.47
Crisp,273,12,45,1224.82
Dade,66,1,3,408.37
Dawson,141,3,22,521.82
DeKalb,5841,173,896,736.43
Decatur,253,8,27,961.17
Dodge,100,2,9,490.56
Dooly,210,12,43,1567.16
Dougherty,1903,154,462,2116.68
Douglas,917,36,183,603.66
Early,260,31,26,2562.59
Echols,184,0,6,4635.93
Effingham,141,1,15,220.22
Elbert,104,0,9,548.96
Emanuel,116,3,11,511.82
Evans,23,0,1,215.21
Fannin,97,1,8,368.54
Fayette,341,17,48,290.1
Floyd,514,15,55,514.43
Forsyth,828,15,94,327.91
Franklin,193,1,15,827.3
Fulton,6965,312,1083,633.65
Gilmer,184,2,23,585.67
Glascock,7,0,0,231.4
Glynn,788,6,42,915.78
Gordon,380,18,44,654.62
Grady,192,4,34,782.4
Greene,98,9,20,523.59
Gwinnett,8082,170,1039,832.21
Habersham,678,35,94,1480.35
Hall,3187,60,441,1544.47
Hancock,212,32,37,2587.57
Haralson,73,5,16,237.61
Harris,324,9,37,933.39
Hart,59,0,5,225.99
Heard,48,3,7,388.04
Henry,1203,33,111,501.53
Houston,629,23,138,400.54
Irwin,64,1,8,678.47
Jackson,370,10,51,495.31
Jasper,68,1,8,478.91
Jeff Davis,110,2,8,726.17
Jefferson,98,1,12,639.98
Jenkins,104,11,26,1212.69
Johnson,90,2,17,931.58
Jones,73,0,5,255.33
Lamar,115,6,13,594.41
Lanier,132,3,11,1275.24
Laurens,167,1,19,353.1
Lee,388,22,68,1294.58
Liberty,121,1,16,195.46
Lincoln,37,1,8,455.38
Long,43,1,2,215.92
Lowndes,1199,11,90,1017.15
Lumpkin,139,3,29,411.22
Macon,115,9,36,885.43
Madison,92,4,14,304.87
Marion,79,2,12,952.61
McDuffie,92,6,23,425.99
McIntosh,41,1,3,281.46
Meriwether,183,2,22,870.6
Miller,47,0,3,815.41
Mitchell,450,38,98,2040.26
Monroe,160,17,26,577.05
Montgomery,31,0,3,336.08
Morgan,52,0,6,271.71
Murray,214,2,19,531.53
Muscogee,1679,47,226,876.19
Newton,599,11,87,533.14
Non-Georgia Resident,4011,47,209,0
Oconee,154,10,23,368.98
Oglethorpe,89,7,17,583.99
Paulding,583,15,92,337.89
Peach,103,9,25,376.26
Pickens,93,5,16,277.36
Pierce,170,4,26,869.79
Pike,90,3,10,477.2
Polk,205,2,16,471.46
Pulaski,50,2,7,459.01
Putnam,148,12,23,676.26
Quitman,17,1,5,741.06
Rabun,42,3,14,247.26
Randolph,197,25,36,2916.79
Richmond,952,48,215,470.73
Rockdale,459,11,94,483.36
Schley,25,1,7,473.93
Screven,92,6,21,661.87
Seminole,51,2,8,626.54
Spalding,400,32,61,578.79
Stephens,224,6,36,850.81
Stewart,119,3,24,1941.59
Sumter,554,50,150,1884.42
Talbot,73,2,14,1185.45
Taliaferro,2,0,0,122.55
Tattnall,138,0,10,543.07
Taylor,28,2,10,351.85
Telfair,118,3,10,754.28
Terrell,225,27,55,2657.38
Thomas,435,32,71,979.05
Tift,750,26,100,1836.88
Toombs,244,5,18,904.27
Towns,45,1,10,373.94
Treutlen,23,1,3,336.8
Troup,1398,32,147,1985.4
Turner,177,16,34,2191.68
Twiggs,27,1,8,333.91
Union,71,3,19,280.24
Unknown,2699,2,34,0
Upson,355,43,44,1350.99
Walker,318,11,17,456.83
Walton,399,28,57,416.43
Ware,424,15,61,1182.61
Warren,22,0,9,422.26
Washington,105,1,11,517.19
Wayne,70,0,7,233.54
Webster,22,1,5,862.75
Wheeler,49,0,2,619.55
White,142,4,28,447.13
Whitfield,1101,10,56,1051.86
Wilcox,126,15,20,1433.45
Wilkes,56,1,10,559.22
Wilkinson,76,8,23,852.11
Worth,315,22,54,1563.9
