"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1704","12"
"Hispanic/Latino","American Indian/Alaska Native","77","0"
"Hispanic/Latino","Asian","174","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","137","0"
"Hispanic/Latino","Other","22123","208"
"Hispanic/Latino","Unknown","9780","5"
"Hispanic/Latino","White","29827","357"
"Non-Hispanic/Latino","African-American/Black","129876","3672"
"Non-Hispanic/Latino","American Indian/Alaska Native","242","10"
"Non-Hispanic/Latino","Asian","8747","174"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","400","6"
"Non-Hispanic/Latino","Other","5969","23"
"Non-Hispanic/Latino","Unknown","4916","21"
"Non-Hispanic/Latino","White","184888","5245"
"Unknown","African-American/Black","18260","16"
"Unknown","American Indian/Alaska Native","109","0"
"Unknown","Asian","2250","0"
"Unknown","Native Hawaiian/Pacific Islander","126","0"
"Unknown","Other","10208","13"
"Unknown","Unknown","100307","27"
"Unknown","White","28057","19"
