"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","981","11"
"Hispanic/Latino","American Indian/Alaska Native","45","0"
"Hispanic/Latino","Asian","98","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","98","0"
"Hispanic/Latino","Other","15529","165"
"Hispanic/Latino","Unknown","6206","6"
"Hispanic/Latino","White","20762","271"
"Non-Hispanic/Latino","African-American/Black","77465","3039"
"Non-Hispanic/Latino","American Indian/Alaska Native","128","9"
"Non-Hispanic/Latino","Asian","4402","135"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","230","7"
"Non-Hispanic/Latino","Other","4005","17"
"Non-Hispanic/Latino","Unknown","3157","43"
"Non-Hispanic/Latino","White","96020","3831"
"Unknown","African-American/Black","13091","16"
"Unknown","American Indian/Alaska Native","54","0"
"Unknown","Asian","1273","0"
"Unknown","Native Hawaiian/Pacific Islander","85","0"
"Unknown","Other","5105","3"
"Unknown","Unknown","74670","64"
"Unknown","White","17154","21"
