"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1130","US-13001","13","1","18561","101","35","6088.03","188.57","317.87","59"
"Atkinson","471","US-13003","13","3","8330","60","5","5654.26","60.02","252.1","21"
"Bacon","623","US-13005","13","5","11404","49","14","5463","122.76","131.53","15"
"Baker","87","US-13007","13","7","3116","20","6","2792.04","192.55","64.18","2"
"Baldwin","2245","US-13009","13","9","44428","177","63","5053.12","141.8","204.83","91"
"Banks","540","US-13011","13","11","19982","71","8","2702.43","40.04","175.16","35"
"Barrow","2479","US-13013","13","13","86383","258","50","2869.78","57.88","210.69","182"
"Bartow","3350","US-13015","13","15","110771","315","92","3024.26","83.05","284.37","315"
"Ben Hill","846","US-13017","13","17","16645","91","32","5082.61","192.25","234.3","39"
"Berrien","478","US-13019","13","19","19276","24","12","2479.77","62.25","77.82","15"
"Bibb","6458","US-13021","13","21","152150","907","188","4244.5","123.56","207.03","315"
"Bleckley","499","US-13023","13","23","12838","32","21","3886.9","163.58","498.52","64"
"Brantley","404","US-13025","13","25","19202","39","12","2103.95","62.49","244.77","47"
"Brooks","544","US-13027","13","27","15727","55","26","3459.02","165.32","95.38","15"
"Bryan","1260","US-13029","13","29","39137","91","14","3219.46","35.77","206.97","81"
"Bulloch","3015","US-13031","13","31","79467","138","33","3794.03","41.53","112","89"
"Burke","869","US-13033","13","33","22342","90","11","3889.54","49.23","107.42","24"
"Butts","723","US-13035","13","35","25174","54","43","2872.01","170.81","111.23","28"
"Calhoun","261","US-13037","13","37","6317","48","9","4131.71","142.47","158.3","10"
"Camden","1384","US-13039","13","39","53924","69","17","2566.58","31.53","98.29","53"
"Candler","520","US-13043","13","43","10837","35","24","4798.38","221.46","387.56","42"
"Carroll","3170","US-13045","13","45","120119","174","74","2639.05","61.61","159.01","191"
"Catoosa","1341","US-13047","13","47","68771","81","20","1949.95","29.08","141.05","97"
"Charlton","643","US-13049","13","49","13251","27","10","4852.46","75.47","45.28","6"
"Chatham","9101","US-13051","13","51","292176","814","181","3114.9","61.95","141.35","413"
"Chattahoochee","1718","US-13053","13","53","10749","14","1","15982.88","9.3","325.61","35"
"Chattooga","874","US-13055","13","55","24766","63","27","3529.03","109.02","246.31","61"
"Cherokee","6746","US-13057","13","57","266617","519","100","2530.22","37.51","171.41","457"
"Clarke","5551","US-13059","13","59","129779","239","46","4277.27","35.44","235.01","305"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","35.03","1"
"Clayton","7842","US-13063","13","63","304838","675","174","2572.51","57.08","135.81","414"
"Clinch","422","US-13065","13","65","6656","30","12","6340.14","180.29","210.34","14"
"Cobb","21158","US-13067","13","67","790588","1920","447","2676.24","56.54","116.37","920"
"Coffee","2186","US-13069","13","69","43042","317","59","5078.76","137.08","195.16","84"
"Colquitt","2070","US-13071","13","71","45393","162","39","4560.17","85.92","326.04","148"
"Columbia","4164","US-13073","13","73","158631","194","64","2624.96","40.35","183.44","291"
"Cook","571","US-13075","13","75","17437","61","15","3274.65","86.02","86.02","15"
"Coweta","2851","US-13077","13","77","152001","142","60","1875.65","39.47","86.18","131"
"Crawford","189","US-13079","13","79","12228","28","6","1545.63","49.07","114.49","14"
"Crisp","631","US-13081","13","81","22289","81","23","2830.99","103.19","188.43","42"
"Dade","324","US-13083","13","83","16162","21","5","2004.7","30.94","204.18","33"
"Dawson","886","US-13085","13","85","27021","84","10","3278.93","37.01","125.83","34"
"DeKalb","20275","US-13089","13","89","793154","2235","390","2556.25","49.17","118.01","936"
"Decatur","1259","US-13087","13","87","26322","98","34","4783.07","129.17","197.55","52"
"Dodge","521","US-13091","13","91","20385","47","14","2555.8","68.68","397.35","81"
"Dooly","359","US-13093","13","93","13400","54","16","2679.1","119.4","111.94","15"
"Dougherty","3262","US-13095","13","95","89905","662","190","3628.27","211.33","85.65","77"
"Douglas","3945","US-13097","13","97","151906","448","71","2597","46.74","154.04","234"
"Early","529","US-13099","13","99","10146","42","34","5213.88","335.11","137.99","14"
"Echols","244","US-13101","13","101","3969","9","2","6147.64","50.39","25.2","1"
"Effingham","1689","US-13103","13","103","64026","109","28","2637.99","43.73","267.08","171"
"Elbert","744","US-13105","13","105","18945","54","8","3927.16","42.23","184.75","35"
"Emanuel","1163","US-13107","13","107","22664","83","36","5131.49","158.84","255.91","58"
"Evans","461","US-13109","13","109","10687","42","6","4313.65","56.14","224.57","24"
"Fannin","780","US-13111","13","111","26320","68","28","2963.53","106.38","265.96","70"
"Fayette","2040","US-13113","13","113","117544","119","52","1735.52","44.24","79.12","93"
"Floyd","3610","US-13115","13","115","99916","274","55","3613.03","55.05","266.22","266"
"Forsyth","4550","US-13117","13","117","252507","349","51","1801.93","20.2","83.96","212"
"Franklin","834","US-13119","13","119","23329","64","17","3574.95","72.87","261.48","61"
"Fulton","29819","US-13121","13","121","1099181","2540","606","2712.84","55.13","143.02","1572"
"Gilmer","979","US-13123","13","123","31417","89","19","3116.15","60.48","378.78","119"
"Glascock","43","US-13125","13","125","3025","4","2","1421.49","66.12","99.17","3"
"Glynn","3623","US-13127","13","127","86047","310","101","4210.49","117.38","112.73","97"
"Gordon","2154","US-13129","13","129","58049","125","42","3710.66","72.35","399.66","232"
"Grady","843","US-13131","13","131","24540","98","25","3435.21","101.87","146.7","36"
"Greene","555","US-13133","13","133","18717","60","25","2965.22","133.57","128.23","24"
"Gwinnett","29689","US-13135","13","135","971145","2843","433","3057.11","44.59","134.27","1304"
"Habersham","1828","US-13137","13","137","45800","238","74","3991.27","161.57","172.49","79"
"Hall","10331","US-13139","13","139","206349","1052","168","5006.57","81.42","260.72","538"
"Hancock","412","US-13141","13","141","8193","68","44","5028.68","537.04","109.85","9"
"Haralson","598","US-13143","13","143","30722","29","10","1946.49","32.55","218.08","67"
"Harris","835","US-13145","13","145","34712","92","25","2405.51","72.02","66.26","23"
