"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2557","20"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","272","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","181","1"
"Hispanic/Latino","Other","29424","305"
"Hispanic/Latino","Unknown","13557","11"
"Hispanic/Latino","White","39037","509"
"Non-Hispanic/Latino","African-American/Black","188889","5219"
"Non-Hispanic/Latino","American Indian/Alaska Native","354","10"
"Non-Hispanic/Latino","Asian","14371","296"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","574","9"
"Non-Hispanic/Latino","Other","10033","54"
"Non-Hispanic/Latino","Unknown","8368","56"
"Non-Hispanic/Latino","White","277172","8825"
"Unknown","African-American/Black","26386","36"
"Unknown","American Indian/Alaska Native","140","0"
"Unknown","Asian","3418","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","25903","22"
"Unknown","Unknown","144288","71"
"Unknown","White","40892","79"
