"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1373","13"
"Hispanic/Latino","American Indian/Alaska Native","60","0"
"Hispanic/Latino","Asian","132","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","115","0"
"Hispanic/Latino","Other","18707","185"
"Hispanic/Latino","Unknown","7713","5"
"Hispanic/Latino","White","25698","338"
"Non-Hispanic/Latino","African-American/Black","104884","3445"
"Non-Hispanic/Latino","American Indian/Alaska Native","185","9"
"Non-Hispanic/Latino","Asian","6589","158"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","303","7"
"Non-Hispanic/Latino","Other","4805","16"
"Non-Hispanic/Latino","Unknown","3509","12"
"Non-Hispanic/Latino","White","142115","4666"
"Unknown","African-American/Black","15411","12"
"Unknown","American Indian/Alaska Native","88","0"
"Unknown","Asian","1839","1"
"Unknown","Native Hawaiian/Pacific Islander","103","0"
"Unknown","Other","6042","5"
"Unknown","Unknown","76379","29"
"Unknown","White","22250","21"
