"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","175873","3597","15258"
"Male","Georgia","151140","3868","14449"
"Unknown","Georgia","7588","5","211"
"Female","Appling","597","11","51"
"Male","Appling","502","23","50"
"Unknown","Appling","10","0","0"
"Female","Atkinson","246","2","30"
"Male","Atkinson","221","2","30"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","315","5","20"
"Male","Bacon","292","9","27"
"Unknown","Bacon","10","0","1"
"Female","Baker","42","2","8"
"Male","Baker","43","4","12"
"Female","Baldwin","1211","13","69"
"Male","Baldwin","984","49","102"
"Unknown","Baldwin","24","0","2"
"Female","Banks","297","3","38"
"Male","Banks","224","5","33"
"Unknown","Banks","6","0","0"
"Female","Barrow","1321","29","145"
"Male","Barrow","1075","18","111"
"Unknown","Barrow","22","0","1"
"Female","Bartow","1689","41","136"
"Male","Bartow","1480","50","173"
"Unknown","Bartow","50","0","2"
"Female","Ben Hill","500","13","47"
"Male","Ben Hill","336","16","41"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","264","6","14"
"Male","Berrien","199","6","10"
"Unknown","Berrien","8","0","0"
"Female","Bibb","3608","104","479"
"Male","Bibb","2697","83","408"
"Unknown","Bibb","66","0","1"
"Female","Bleckley","287","13","15"
"Male","Bleckley","178","8","15"
"Unknown","Bleckley","9","0","0"
"Female","Brantley","222","6","21"
"Male","Brantley","152","5","15"
"Unknown","Brantley","1","0","0"
"Female","Brooks","293","6","27"
"Male","Brooks","229","20","28"
"Unknown","Brooks","13","0","0"
"Female","Bryan","648","6","38"
"Male","Bryan","561","7","49"
"Unknown","Bryan","20","0","0"
"Female","Bulloch","1688","20","75"
"Male","Bulloch","1246","12","61"
"Unknown","Bulloch","45","0","0"
"Female","Burke","465","7","45"
"Male","Burke","391","4","42"
"Unknown","Burke","6","0","1"
"Female","Butts","324","20","22"
"Male","Butts","351","23","31"
"Unknown","Butts","47","0","2"
"Female","Calhoun","130","7","20"
"Male","Calhoun","127","2","26"
"Unknown","Calhoun","1","0","0"
"Female","Camden","703","8","35"
"Male","Camden","649","8","31"
"Unknown","Camden","11","0","0"
"Female","Candler","275","9","17"
"Male","Candler","230","14","18"
"Unknown","Candler","2","0","0"
"Female","Carroll","1577","35","83"
"Male","Carroll","1432","39","85"
"Unknown","Carroll","36","0","2"
"Female","Catoosa","671","13","54"
"Male","Catoosa","593","6","26"
"Unknown","Catoosa","40","0","0"
"Female","Charlton","220","4","13"
"Male","Charlton","420","5","14"
"Unknown","Charlton","5","0","0"
"Female","Chatham","4927","79","426"
"Male","Chatham","3861","99","379"
"Unknown","Chatham","168","0","3"
"Female","Chattahoochee","104","1","5"
"Male","Chattahoochee","1597","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","455","11","23"
"Male","Chattooga","380","15","38"
"Unknown","Chattooga","16","0","2"
"Female","Cherokee","3415","48","256"
"Male","Cherokee","3064","49","259"
"Unknown","Cherokee","92","0","3"
"Female","Clarke","2958","19","117"
"Male","Clarke","2430","27","117"
"Unknown","Clarke","47","0","2"
"Female","Clay","73","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","4202","92","349"
"Male","Clayton","3292","78","309"
"Unknown","Clayton","122","0","4"
"Female","Clinch","213","2","13"
"Male","Clinch","195","9","17"
"Unknown","Clinch","3","0","0"
"Female","Cobb","11020","219","961"
"Male","Cobb","9561","223","913"
"Unknown","Cobb","257","0","8"
"Female","Coffee","1092","29","175"
"Male","Coffee","1045","28","141"
"Unknown","Coffee","18","0","0"
"Female","Colquitt","1014","16","83"
"Male","Colquitt","989","21","75"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2100","31","88"
"Male","Columbia","1906","31","102"
"Unknown","Columbia","21","0","2"
"Female","Cook","324","6","34"
"Male","Cook","237","9","27"
"Unknown","Cook","5","0","0"
"Female","Coweta","1488","27","71"
"Male","Coweta","1281","31","70"
"Unknown","Coweta","14","0","0"
"Female","Crawford","101","4","19"
"Male","Crawford","75","2","6"
"Unknown","Crawford","9","0","3"
"Female","Crisp","336","6","44"
"Male","Crisp","268","13","35"
"Unknown","Crisp","6","0","0"
"Female","Dade","162","4","9"
"Male","Dade","142","1","12"
"Unknown","Dade","6","0","0"
"Female","Dawson","435","1","32"
"Male","Dawson","421","8","49"
"Unknown","Dawson","11","0","0"
"Female","DeKalb","10562","169","1144"
"Male","DeKalb","8906","214","1039"
"Unknown","DeKalb","389","0","8"
"Female","Decatur","659","18","51"
"Male","Decatur","565","16","45"
"Unknown","Decatur","17","0","0"
"Female","Dodge","277","6","21"
"Male","Dodge","210","7","23"
"Unknown","Dodge","5","0","0"
"Female","Dooly","178","6","26"
"Male","Dooly","172","8","28"
"Unknown","Dooly","1","0","0"
"Female","Dougherty","1959","105","402"
"Male","Dougherty","1246","83","257"
"Unknown","Dougherty","32","0","0"
"Female","Douglas","2126","33","234"
"Male","Douglas","1690","38","204"
"Unknown","Douglas","61","0","3"
"Female","Early","323","20","25"
"Male","Early","192","13","17"
"Unknown","Early","5","0","0"
"Female","Echols","77","0","2"
"Male","Echols","165","2","7"
"Unknown","Echols","2","0","0"
"Female","Effingham","826","12","52"
"Male","Effingham","777","15","51"
"Unknown","Effingham","22","1","2"
"Female","Elbert","420","5","38"
"Male","Elbert","290","3","14"
"Unknown","Elbert","20","0","1"
"Female","Emanuel","671","22","51"
"Male","Emanuel","467","13","30"
"Unknown","Emanuel","4","0","0"
"Female","Evans","242","2","30"
"Male","Evans","180","4","11"
"Unknown","Evans","27","0","1"
"Female","Fannin","420","16","31"
"Male","Fannin","337","12","33"
"Unknown","Fannin","2","0","0"
"Female","Fayette","1070","24","54"
"Male","Fayette","891","27","57"
"Unknown","Fayette","26","0","0"
"Female","Floyd","1864","24","116"
"Male","Floyd","1592","25","138"
"Unknown","Floyd","44","0","9"
"Female","Forsyth","2249","17","142"
"Male","Forsyth","2124","31","199"
"Unknown","Forsyth","67","0","0"
"Female","Franklin","494","5","39"
"Male","Franklin","313","11","23"
"Unknown","Franklin","8","0","0"
"Female","Fulton","14867","279","1231"
"Male","Fulton","13572","318","1272"
"Unknown","Fulton","890","0","8"
"Female","Gilmer","503","4","46"
"Male","Gilmer","396","12","34"
"Unknown","Gilmer","36","0","2"
"Female","Glascock","22","1","2"
"Male","Glascock","17","1","2"
"Unknown","Glascock","1","0","0"
"Female","Glynn","1929","48","160"
"Male","Glynn","1628","50","144"
"Unknown","Glynn","15","0","2"
"Female","Gordon","1054","19","58"
"Male","Gordon","962","20","61"
"Unknown","Gordon","26","0","2"
"Female","Grady","446","9","47"
"Male","Grady","360","14","49"
"Unknown","Grady","27","0","0"
"Female","Greene","298","13","32"
"Male","Greene","246","11","28"
"Unknown","Greene","3","0","0"
"Female","Gwinnett","15121","214","1469"
"Male","Gwinnett","13274","213","1328"
"Unknown","Gwinnett","762","0","11"
"Female","Habersham","965","44","106"
"Male","Habersham","804","29","128"
"Unknown","Habersham","33","0","0"
"Female","Hall","5214","79","496"
"Male","Hall","4683","85","532"
"Unknown","Hall","201","0","4"
"Female","Hancock","246","19","34"
"Male","Hancock","159","25","32"
"Unknown","Hancock","2","0","0"
"Female","Haralson","277","3","16"
"Male","Haralson","268","6","13"
"Unknown","Haralson","18","0","0"
"Female","Harris","448","14","45"
"Male","Harris","370","11","45"
"Unknown","Harris","8","0","0"
"Female","Hart","313","7","39"
"Male","Hart","227","9","30"
"Unknown","Hart","8","0","0"
"Female","Heard","114","6","6"
"Male","Heard","90","0","9"
"Female","Henry","3233","51","133"
"Male","Henry","2435","55","117"
"Unknown","Henry","55","0","0"
"Female","Houston","1830","33","211"
"Male","Houston","1488","53","174"
"Unknown","Houston","28","0","2"
"Female","Irwin","175","6","18"
"Male","Irwin","165","0","22"
"Unknown","Irwin","3","0","0"
"Female","Jackson","1177","20","80"
"Male","Jackson","985","19","98"
"Unknown","Jackson","19","0","0"
"Female","Jasper","136","1","9"
"Male","Jasper","101","2","11"
"Unknown","Jasper","2","0","0"
"Female","Jeff Davis","405","9","23"
"Male","Jeff Davis","346","13","32"
"Unknown","Jeff Davis","3","0","0"
"Female","Jefferson","479","16","48"
"Male","Jefferson","342","15","31"
"Unknown","Jefferson","6","0","0"
"Female","Jenkins","278","13","29"
"Male","Jenkins","178","18","36"
"Unknown","Jenkins","1","0","0"
"Female","Johnson","234","10","32"
"Male","Johnson","200","12","27"
"Female","Jones","374","6","29"
"Male","Jones","238","7","22"
"Unknown","Jones","2","0","0"
"Female","Lamar","221","11","20"
"Male","Lamar","167","8","24"
"Unknown","Lamar","2","0","0"
"Female","Lanier","121","2","3"
"Male","Lanier","181","5","13"
"Unknown","Lanier","7","0","0"
"Female","Laurens","1083","33","78"
"Male","Laurens","755","49","83"
"Unknown","Laurens","25","0","0"
"Female","Lee","391","12","51"
"Male","Lee","335","14","55"
"Unknown","Lee","4","0","0"
"Female","Liberty","645","7","56"
"Male","Liberty","508","17","58"
"Unknown","Liberty","19","0","0"
"Female","Lincoln","132","4","16"
"Male","Lincoln","87","3","8"
"Unknown","Lincoln","1","0","0"
"Female","Long","131","1","9"
"Male","Long","135","3","9"
"Unknown","Long","1","0","0"
"Female","Lowndes","2260","46","116"
"Male","Lowndes","1870","39","92"
"Unknown","Lowndes","49","0","0"
"Female","Lumpkin","524","8","51"
"Male","Lumpkin","454","6","45"
"Unknown","Lumpkin","9","0","0"
"Female","Macon","124","2","19"
"Male","Macon","115","8","29"
"Unknown","Macon","1","0","1"
"Female","Madison","390","6","30"
"Male","Madison","344","5","31"
"Unknown","Madison","9","0","0"
"Female","Marion","112","6","13"
"Male","Marion","79","3","10"
"Unknown","Marion","3","0","0"
"Female","McDuffie","370","6","37"
"Male","McDuffie","271","8","36"
"Unknown","McDuffie","5","0","0"
"Female","McIntosh","166","7","17"
"Male","McIntosh","132","0","14"
"Unknown","McIntosh","2","0","0"
"Female","Meriwether","347","10","45"
"Male","Meriwether","214","4","30"
"Unknown","Meriwether","5","0","0"
"Female","Miller","166","1","6"
"Male","Miller","126","1","6"
"Unknown","Miller","3","0","0"
"Female","Mitchell","412","21","77"
"Male","Mitchell","425","25","76"
"Unknown","Mitchell","4","0","0"
"Female","Monroe","382","31","43"
"Male","Monroe","333","23","45"
"Unknown","Monroe","19","0","0"
"Female","Montgomery","177","4","14"
"Male","Montgomery","169","3","11"
"Unknown","Montgomery","2","0","0"
"Female","Morgan","274","0","22"
"Male","Morgan","230","4","17"
"Unknown","Morgan","4","0","0"
"Female","Murray","485","1","29"
"Male","Murray","413","7","25"
"Unknown","Murray","4","0","1"
"Female","Muscogee","3530","92","365"
"Male","Muscogee","2673","81","316"
"Unknown","Muscogee","27","0","0"
"Female","Newton","1520","48","155"
"Male","Newton","1156","43","128"
"Unknown","Newton","57","0","1"
"Female","Non-GA Resident/Unknown State","6124","77","274"
"Male","Non-GA Resident/Unknown State","6676","93","336"
"Unknown","Non-GA Resident/Unknown State","2192","2","53"
"Female","Oconee","418","15","38"
"Male","Oconee","389","12","29"
"Unknown","Oconee","4","0","0"
