"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","3844","1","83"
"05-09 years","Georgia","5629","1","59"
"10-17 years","Georgia","19842","5","276"
"18-29 years","Georgia","84108","56","2025"
"30-39 years","Georgia","54780","133","2707"
"40-49 years","Georgia","52099","282","3838"
"50-59 years","Georgia","47959","702","5408"
"60-69 years","Georgia","32346","1478","6048"
"70-79 years","Georgia","18792","2028","5188"
"80 & Older years","Georgia","12254","2781","4162"
"<1 years","Georgia","1204","0","69"
"Unknown years","Georgia","1744","3","55"
"01-04 years","Appling","15","0","0"
"05-09 years","Appling","32","0","0"
"10-17 years","Appling","90","0","1"
"18-29 years","Appling","212","0","4"
"30-39 years","Appling","162","1","4"
"40-49 years","Appling","155","1","12"
"50-59 years","Appling","167","6","17"
"60-69 years","Appling","134","6","27"
"70-79 years","Appling","96","10","22"
"80 & Older years","Appling","41","10","14"
"<1 years","Appling","3","0","0"
"Unknown years","Appling","2","0","0"
"01-04 years","Atkinson","3","0","1"
"05-09 years","Atkinson","11","0","1"
"10-17 years","Atkinson","22","0","0"
"18-29 years","Atkinson","100","0","7"
"30-39 years","Atkinson","81","0","6"
"40-49 years","Atkinson","84","0","11"
"50-59 years","Atkinson","82","0","13"
"60-69 years","Atkinson","48","2","11"
"70-79 years","Atkinson","25","1","5"
"80 & Older years","Atkinson","8","1","5"
"<1 years","Atkinson","2","0","0"
"Unknown years","Atkinson","2","0","0"
"01-04 years","Bacon","11","0","0"
"05-09 years","Bacon","12","0","0"
"10-17 years","Bacon","42","0","0"
"18-29 years","Bacon","158","0","1"
"30-39 years","Bacon","79","0","3"
"40-49 years","Bacon","102","1","6"
"50-59 years","Bacon","93","2","12"
"60-69 years","Bacon","56","4","12"
"70-79 years","Bacon","36","2","7"
"80 & Older years","Bacon","22","5","7"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","4","0","0"
"05-09 years","Baker","3","0","0"
"10-17 years","Baker","4","0","0"
"18-29 years","Baker","15","0","0"
"30-39 years","Baker","11","0","2"
"40-49 years","Baker","7","0","1"
"50-59 years","Baker","13","0","1"
"60-69 years","Baker","13","2","6"
"70-79 years","Baker","12","2","8"
"80 & Older years","Baker","3","2","2"
"01-04 years","Baldwin","11","0","0"
"05-09 years","Baldwin","24","0","0"
"10-17 years","Baldwin","74","0","1"
"18-29 years","Baldwin","890","0","10"
"30-39 years","Baldwin","231","1","10"
"40-49 years","Baldwin","266","2","24"
"50-59 years","Baldwin","270","7","35"
"60-69 years","Baldwin","221","12","39"
"70-79 years","Baldwin","140","17","33"
"80 & Older years","Baldwin","89","23","21"
"<1 years","Baldwin","3","0","0"
"01-04 years","Banks","4","0","0"
"05-09 years","Banks","7","0","0"
"10-17 years","Banks","35","0","0"
"18-29 years","Banks","94","0","3"
"30-39 years","Banks","64","0","0"
"40-49 years","Banks","72","0","10"
"50-59 years","Banks","78","0","7"
"60-69 years","Banks","68","1","14"
"70-79 years","Banks","50","3","19"
"80 & Older years","Banks","45","4","17"
"<1 years","Banks","2","0","0"
"Unknown years","Banks","8","0","1"
"01-04 years","Barrow","27","0","0"
"05-09 years","Barrow","44","0","0"
"10-17 years","Barrow","129","0","2"
"18-29 years","Barrow","555","1","22"
"30-39 years","Barrow","414","0","22"
"40-49 years","Barrow","431","2","37"
"50-59 years","Barrow","348","1","41"
"60-69 years","Barrow","219","9","54"
"70-79 years","Barrow","142","10","40"
"80 & Older years","Barrow","94","24","38"
"<1 years","Barrow","8","0","1"
"Unknown years","Barrow","7","0","0"
"01-04 years","Bartow","27","0","1"
"05-09 years","Bartow","52","0","1"
"10-17 years","Bartow","254","0","1"
"18-29 years","Bartow","679","0","8"
"30-39 years","Bartow","505","2","23"
"40-49 years","Bartow","491","0","28"
"50-59 years","Bartow","503","6","59"
"60-69 years","Bartow","304","14","60"
"70-79 years","Bartow","218","27","67"
"80 & Older years","Bartow","157","42","58"
"<1 years","Bartow","13","0","1"
"Unknown years","Bartow","16","0","4"
"01-04 years","Ben Hill","20","0","1"
"05-09 years","Ben Hill","16","0","0"
"10-17 years","Ben Hill","53","0","0"
"18-29 years","Ben Hill","138","0","4"
"30-39 years","Ben Hill","132","2","5"
"40-49 years","Ben Hill","103","0","5"
"50-59 years","Ben Hill","133","2","16"
"60-69 years","Ben Hill","119","8","18"
"70-79 years","Ben Hill","87","10","30"
"80 & Older years","Ben Hill","31","7","9"
"<1 years","Ben Hill","2","0","0"
"Unknown years","Ben Hill","3","0","0"
"01-04 years","Berrien","9","0","0"
"05-09 years","Berrien","8","0","0"
"10-17 years","Berrien","26","0","0"
"18-29 years","Berrien","99","0","0"
"30-39 years","Berrien","76","0","0"
"40-49 years","Berrien","68","0","1"
"50-59 years","Berrien","72","0","10"
"60-69 years","Berrien","48","1","5"
"70-79 years","Berrien","34","3","2"
"80 & Older years","Berrien","29","8","6"
"<1 years","Berrien","1","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","79","0","2"
"05-09 years","Bibb","95","0","0"
"10-17 years","Bibb","276","0","6"
"18-29 years","Bibb","1529","1","54"
"30-39 years","Bibb","1021","4","61"
"40-49 years","Bibb","987","8","118"
"50-59 years","Bibb","888","10","136"
"60-69 years","Bibb","742","36","212"
"70-79 years","Bibb","434","55","163"
"80 & Older years","Bibb","287","73","132"
"<1 years","Bibb","26","0","4"
"Unknown years","Bibb","7","0","0"
"01-04 years","Bleckley","3","0","0"
"05-09 years","Bleckley","3","0","0"
"10-17 years","Bleckley","33","0","0"
"18-29 years","Bleckley","116","0","3"
"30-39 years","Bleckley","50","0","1"
"40-49 years","Bleckley","63","1","1"
"50-59 years","Bleckley","65","2","3"
"60-69 years","Bleckley","41","7","9"
"70-79 years","Bleckley","45","2","7"
"80 & Older years","Bleckley","54","9","6"
"<1 years","Bleckley","1","0","0"
"01-04 years","Brantley","2","0","0"
"05-09 years","Brantley","2","0","0"
"10-17 years","Brantley","26","0","1"
"18-29 years","Brantley","71","0","1"
"30-39 years","Brantley","47","0","3"
"40-49 years","Brantley","54","0","3"
"50-59 years","Brantley","69","1","8"
"60-69 years","Brantley","44","1","5"
"70-79 years","Brantley","33","5","10"
"80 & Older years","Brantley","26","4","5"
"Unknown years","Brantley","1","0","0"
"01-04 years","Brooks","13","0","0"
"05-09 years","Brooks","10","0","0"
"10-17 years","Brooks","45","0","0"
"18-29 years","Brooks","104","0","0"
"30-39 years","Brooks","78","0","2"
"40-49 years","Brooks","64","0","8"
"50-59 years","Brooks","82","2","13"
"60-69 years","Brooks","59","5","11"
"70-79 years","Brooks","44","9","15"
"80 & Older years","Brooks","34","10","6"
"<1 years","Brooks","2","0","0"
"01-04 years","Bryan","19","0","0"
"05-09 years","Bryan","26","0","0"
"10-17 years","Bryan","87","0","0"
"18-29 years","Bryan","263","0","8"
"30-39 years","Bryan","216","1","6"
"40-49 years","Bryan","204","0","9"
"50-59 years","Bryan","170","3","14"
"60-69 years","Bryan","117","3","18"
"70-79 years","Bryan","75","4","24"
"80 & Older years","Bryan","37","2","8"
"<1 years","Bryan","5","0","0"
"Unknown years","Bryan","10","0","0"
"01-04 years","Bulloch","32","0","0"
"05-09 years","Bulloch","39","0","0"
"10-17 years","Bulloch","147","0","2"
"18-29 years","Bulloch","1586","0","6"
"30-39 years","Bulloch","314","2","14"
"40-49 years","Bulloch","253","2","18"
"50-59 years","Bulloch","258","1","20"
"60-69 years","Bulloch","171","12","34"
"70-79 years","Bulloch","87","10","23"
"80 & Older years","Bulloch","58","5","19"
"<1 years","Bulloch","11","0","0"
"Unknown years","Bulloch","23","0","0"
"01-04 years","Burke","12","0","0"
"05-09 years","Burke","20","0","0"
"10-17 years","Burke","62","0","1"
"18-29 years","Burke","173","0","4"
"30-39 years","Burke","134","0","4"
"40-49 years","Burke","129","1","6"
"50-59 years","Burke","140","1","22"
"60-69 years","Burke","102","3","25"
"70-79 years","Burke","64","2","17"
"80 & Older years","Burke","21","4","9"
"<1 years","Burke","4","0","0"
"Unknown years","Burke","1","0","0"
"01-04 years","Butts","7","0","0"
"05-09 years","Butts","9","0","0"
"10-17 years","Butts","32","0","0"
"18-29 years","Butts","125","0","3"
"30-39 years","Butts","130","0","4"
"40-49 years","Butts","111","2","9"
"50-59 years","Butts","98","2","13"
"60-69 years","Butts","82","7","15"
"70-79 years","Butts","59","10","8"
"80 & Older years","Butts","65","22","3"
"<1 years","Butts","3","0","0"
"Unknown years","Butts","1","0","0"
"01-04 years","Calhoun","1","0","0"
"10-17 years","Calhoun","9","0","0"
"18-29 years","Calhoun","36","0","4"
"30-39 years","Calhoun","39","2","5"
"40-49 years","Calhoun","54","0","5"
"50-59 years","Calhoun","49","2","9"
"60-69 years","Calhoun","45","2","15"
"70-79 years","Calhoun","15","1","3"
"80 & Older years","Calhoun","9","2","5"
"<1 years","Calhoun","1","0","0"
"01-04 years","Camden","20","0","0"
"05-09 years","Camden","16","0","0"
"10-17 years","Camden","75","0","0"
"18-29 years","Camden","387","0","3"
"30-39 years","Camden","217","0","9"
"40-49 years","Camden","173","1","9"
"50-59 years","Camden","212","1","9"
"60-69 years","Camden","133","5","12"
"70-79 years","Camden","69","0","10"
"80 & Older years","Camden","45","9","14"
"<1 years","Camden","5","0","0"
"Unknown years","Camden","11","0","0"
"01-04 years","Candler","8","0","0"
"05-09 years","Candler","8","0","0"
"10-17 years","Candler","41","0","0"
"18-29 years","Candler","93","0","0"
"30-39 years","Candler","69","0","2"
"40-49 years","Candler","86","2","1"
"50-59 years","Candler","90","4","8"
"60-69 years","Candler","54","6","8"
"70-79 years","Candler","35","8","9"
"80 & Older years","Candler","18","3","7"
"<1 years","Candler","2","0","0"
"Unknown years","Candler","3","0","0"
"01-04 years","Carroll","37","0","0"
"05-09 years","Carroll","43","0","0"
"10-17 years","Carroll","205","0","2"
"18-29 years","Carroll","778","0","7"
"30-39 years","Carroll","443","3","12"
"40-49 years","Carroll","462","3","14"
"50-59 years","Carroll","433","9","34"
"60-69 years","Carroll","300","10","38"
"70-79 years","Carroll","183","25","36"
"80 & Older years","Carroll","143","24","27"
"<1 years","Carroll","12","0","0"
"Unknown years","Carroll","6","0","0"
"01-04 years","Catoosa","19","0","0"
"05-09 years","Catoosa","18","0","0"
"10-17 years","Catoosa","98","0","0"
"18-29 years","Catoosa","236","0","4"
"30-39 years","Catoosa","182","0","4"
"40-49 years","Catoosa","232","1","9"
"50-59 years","Catoosa","180","4","8"
"60-69 years","Catoosa","149","3","22"
"70-79 years","Catoosa","106","6","19"
"80 & Older years","Catoosa","58","5","13"
"<1 years","Catoosa","7","0","0"
"Unknown years","Catoosa","19","0","1"
"01-04 years","Charlton","9","0","0"
"05-09 years","Charlton","16","0","0"
"10-17 years","Charlton","25","0","0"
"18-29 years","Charlton","122","0","1"
"30-39 years","Charlton","142","0","2"
"40-49 years","Charlton","126","0","5"
"50-59 years","Charlton","90","0","2"
"60-69 years","Charlton","80","3","6"
"70-79 years","Charlton","22","4","5"
"80 & Older years","Charlton","9","2","6"
"<1 years","Charlton","2","0","0"
"Unknown years","Charlton","2","0","0"
"01-04 years","Chatham","139","0","0"
"05-09 years","Chatham","165","1","0"
"10-17 years","Chatham","546","0","11"
"18-29 years","Chatham","2457","1","36"
"30-39 years","Chatham","1609","4","70"
"40-49 years","Chatham","1175","6","80"
"50-59 years","Chatham","1125","19","140"
"60-69 years","Chatham","871","37","178"
"70-79 years","Chatham","480","46","164"
"80 & Older years","Chatham","298","64","124"
"<1 years","Chatham","35","0","3"
"Unknown years","Chatham","56","0","2"
"01-04 years","Chattahoochee","3","0","0"
"05-09 years","Chattahoochee","1","0","0"
"10-17 years","Chattahoochee","93","0","1"
"18-29 years","Chattahoochee","1435","0","1"
"30-39 years","Chattahoochee","110","0","1"
"40-49 years","Chattahoochee","25","0","0"
"50-59 years","Chattahoochee","17","0","5"
"60-69 years","Chattahoochee","9","0","3"
"70-79 years","Chattahoochee","4","0","1"
"80 & Older years","Chattahoochee","3","1","2"
"<1 years","Chattahoochee","6","0","0"
"Unknown years","Chattahoochee","1","0","0"
"01-04 years","Chattooga","3","0","0"
"05-09 years","Chattooga","9","0","0"
"10-17 years","Chattooga","55","0","0"
