"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1109","US-13001","13","1","18561","101","34","5974.89","183.18","350.2","65"
"Atkinson","468","US-13003","13","3","8330","60","4","5618.25","48.02","228.09","19"
"Bacon","617","US-13005","13","5","11404","48","14","5410.38","122.76","149.07","17"
"Baker","85","US-13007","13","7","3116","20","6","2727.86","192.55","0","0"
"Baldwin","2219","US-13009","13","9","44428","173","62","4994.6","139.55","209.33","93"
"Banks","527","US-13011","13","11","19982","71","8","2637.37","40.04","140.13","28"
"Barrow","2418","US-13013","13","13","86383","257","47","2799.16","54.41","192.17","166"
"Bartow","3219","US-13015","13","15","110771","311","91","2906","82.15","228.4","253"
"Ben Hill","837","US-13017","13","17","16645","88","29","5028.54","174.23","276.36","46"
"Berrien","471","US-13019","13","19","19276","24","12","2443.45","62.25","57.07","11"
"Bibb","6371","US-13021","13","21","152150","888","187","4187.32","122.91","185.34","282"
"Bleckley","474","US-13023","13","23","12838","30","21","3692.16","163.58","389.47","50"
"Brantley","375","US-13025","13","25","19202","36","11","1952.92","57.29","140.61","27"
"Brooks","535","US-13027","13","27","15727","55","26","3401.79","165.32","69.94","11"
"Bryan","1229","US-13029","13","29","39137","87","13","3140.25","33.22","176.3","69"
"Bulloch","2979","US-13031","13","31","79467","136","32","3748.73","40.27","105.7","84"
"Burke","862","US-13033","13","33","22342","88","11","3858.2","49.23","210.37","47"
"Butts","722","US-13035","13","35","25174","55","43","2868.04","170.81","210.53","53"
"Calhoun","258","US-13037","13","37","6317","46","9","4084.22","142.47","189.96","12"
"Camden","1363","US-13039","13","39","53924","66","16","2527.63","29.67","102","55"
"Candler","507","US-13043","13","43","10837","35","23","4678.42","212.24","369.11","40"
"Carroll","3045","US-13045","13","45","120119","170","74","2534.99","61.61","139.03","167"
"Catoosa","1304","US-13047","13","47","68771","80","19","1896.15","27.63","142.5","98"
"Charlton","645","US-13049","13","49","13251","27","9","4867.56","67.92","60.37","8"
"Chatham","8956","US-13051","13","51","292176","808","178","3065.28","60.92","145.12","424"
"Chattahoochee","1707","US-13053","13","53","10749","14","1","15880.55","9.3","362.82","39"
"Chattooga","851","US-13055","13","55","24766","63","26","3436.16","104.98","254.38","63"
"Cherokee","6571","US-13057","13","57","266617","518","97","2464.58","36.38","156.03","416"
"Clarke","5435","US-13059","13","59","129779","236","46","4187.89","35.44","228.08","296"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","35.03","1"
"Clayton","7616","US-13063","13","63","304838","662","170","2498.38","55.77","122.03","372"
"Clinch","411","US-13065","13","65","6656","30","11","6174.88","165.26","300.48","20"
"Cobb","20838","US-13067","13","67","790588","1882","442","2635.76","55.91","115.61","914"
"Coffee","2155","US-13069","13","69","43042","316","57","5006.74","132.43","178.9","77"
"Colquitt","2011","US-13071","13","71","45393","158","37","4430.2","81.51","251.14","114"
"Columbia","4027","US-13073","13","73","158631","192","62","2538.6","39.08","143.73","228"
"Cook","566","US-13075","13","75","17437","61","15","3245.97","86.02","80.29","14"
"Coweta","2783","US-13077","13","77","152001","141","58","1830.91","38.16","77.63","118"
"Crawford","185","US-13079","13","79","12228","28","6","1512.92","49.07","106.31","13"
"Crisp","610","US-13081","13","81","22289","79","19","2736.78","85.24","157.03","35"
"Dade","310","US-13083","13","83","16162","21","5","1918.08","30.94","136.12","22"
"Dawson","867","US-13085","13","85","27021","81","9","3208.62","33.31","118.43","32"
"DeKalb","19857","US-13089","13","89","793154","2191","383","2503.55","48.29","101.24","803"
"Decatur","1241","US-13087","13","87","26322","96","34","4714.69","129.17","281.13","74"
"Dodge","492","US-13091","13","91","20385","44","13","2413.54","63.77","294.33","60"
"Dooly","351","US-13093","13","93","13400","54","14","2619.4","104.48","97.01","13"
"Dougherty","3237","US-13095","13","95","89905","659","188","3600.47","209.11","78.97","71"
"Douglas","3877","US-13097","13","97","151906","441","71","2552.24","46.74","161.28","245"
"Early","520","US-13099","13","99","10146","42","33","5125.17","325.25","167.55","17"
"Echols","244","US-13101","13","101","3969","9","2","6147.64","50.39","50.39","2"
"Effingham","1625","US-13103","13","103","64026","105","28","2538.03","43.73","254.58","163"
"Elbert","730","US-13105","13","105","18945","53","8","3853.26","42.23","263.92","50"
"Emanuel","1142","US-13107","13","107","22664","81","35","5038.83","154.43","247.09","56"
"Evans","449","US-13109","13","109","10687","42","6","4201.37","56.14","177.79","19"
"Fannin","759","US-13111","13","111","26320","64","28","2883.74","106.38","303.95","80"
"Fayette","1987","US-13113","13","113","117544","111","51","1690.43","43.39","77.42","91"
"Floyd","3500","US-13115","13","115","99916","263","49","3502.94","49.04","251.21","251"
"Forsyth","4440","US-13117","13","117","252507","341","48","1758.37","19.01","80","202"
"Franklin","815","US-13119","13","119","23329","62","16","3493.51","68.58","244.33","57"
"Fulton","29329","US-13121","13","121","1099181","2511","597","2668.26","54.31","134.92","1483"
"Gilmer","935","US-13123","13","123","31417","82","16","2976.1","50.93","343.76","108"
"Glascock","40","US-13125","13","125","3025","4","2","1322.31","66.12","0","0"
"Glynn","3572","US-13127","13","127","86047","306","98","4151.22","113.89","98.78","85"
"Gordon","2042","US-13129","13","129","58049","121","39","3517.72","67.18","280.8","163"
"Grady","833","US-13131","13","131","24540","96","23","3394.46","93.72","199.67","49"
"Greene","547","US-13133","13","133","18717","60","24","2922.48","128.23","170.97","32"
"Gwinnett","29157","US-13135","13","135","971145","2808","427","3002.33","43.97","126.96","1233"
"Habersham","1802","US-13137","13","137","45800","234","73","3934.5","159.39","222.71","102"
