"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3279","25"
"Hispanic/Latino","American Indian/Alaska Native","156","0"
"Hispanic/Latino","Asian","344","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","223","2"
"Hispanic/Latino","Other","35671","346"
"Hispanic/Latino","Unknown","13994","5"
"Hispanic/Latino","White","48607","635"
"Non-Hispanic/Latino","African-American/Black","235915","6456"
"Non-Hispanic/Latino","American Indian/Alaska Native","400","15"
"Non-Hispanic/Latino","Asian","18096","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","723","11"
"Non-Hispanic/Latino","Other","12168","61"
"Non-Hispanic/Latino","Unknown","6010","7"
"Non-Hispanic/Latino","White","346165","10622"
"Unknown","African-American/Black","23282","15"
"Unknown","American Indian/Alaska Native","134","0"
"Unknown","Asian","3966","1"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","24111","6"
"Unknown","Unknown","102694","28"
"Unknown","White","36663","14"
