"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","504180","8796","34394"
"Male","Georgia","433046","9965","32931"
"Unknown","Georgia","8662","3","163"
"Female","Appling","1121","27","99"
"Male","Appling","938","40","98"
"Unknown","Appling","3","0","0"
"Female","Atkinson","461","9","64"
"Male","Atkinson","395","11","66"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","598","14","45"
"Male","Bacon","793","15","51"
"Unknown","Bacon","1","0","1"
"Female","Baker","97","3","17"
"Male","Baker","92","8","23"
"Female","Baldwin","2202","39","144"
"Male","Baldwin","1757","80","191"
"Unknown","Baldwin","18","0","0"
"Female","Banks","926","21","121"
"Male","Banks","795","18","93"
"Unknown","Banks","13","0","0"
"Female","Barrow","5055","68","341"
"Male","Barrow","4318","74","312"
"Unknown","Barrow","32","0","1"
"Female","Bartow","6157","105","411"
"Male","Bartow","5460","119","451"
"Unknown","Bartow","111","0","1"
"Female","Ben Hill","889","27","88"
"Male","Ben Hill","656","34","76"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","633","18","43"
"Male","Berrien","516","17","36"
"Unknown","Berrien","4","0","0"
"Female","Bibb","8208","211","1005"
"Male","Bibb","6043","211","868"
"Unknown","Bibb","113","0","3"
"Female","Bleckley","491","17","25"
"Male","Bleckley","353","15","25"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","594","17","53"
"Male","Brantley","491","19","42"
"Unknown","Brantley","1","0","0"
"Female","Brooks","600","14","52"
"Male","Brooks","441","24","42"
"Unknown","Brooks","11","0","0"
"Female","Bryan","1613","18","94"
"Male","Bryan","1407","21","107"
"Unknown","Bryan","17","0","0"
"Female","Bulloch","3125","36","132"
"Male","Bulloch","2406","27","105"
"Unknown","Bulloch","4","0","0"
"Female","Burke","1048","24","91"
"Male","Burke","828","16","76"
"Unknown","Burke","10","0","1"
"Female","Butts","1149","37","58"
"Male","Butts","1226","46","86"
"Unknown","Butts","113","0","1"
"Female","Calhoun","239","11","38"
"Male","Calhoun","232","5","40"
"Unknown","Calhoun","2","0","0"
"Female","Camden","2145","20","90"
"Male","Camden","1885","17","76"
"Unknown","Camden","12","0","0"
"Female","Candler","448","14","36"
"Male","Candler","383","24","30"
"Unknown","Candler","1","0","0"
"Female","Carroll","4107","65","168"
"Male","Carroll","3650","69","185"
"Unknown","Carroll","39","0","1"
"Female","Catoosa","3275","37","142"
"Male","Catoosa","2769","33","127"
"Unknown","Catoosa","85","0","3"
"Female","Charlton","517","11","42"
"Male","Charlton","897","17","36"
"Unknown","Charlton","2","0","0"
"Female","Chatham","12283","206","925"
"Male","Chatham","10120","243","869"
"Unknown","Chatham","158","0","5"
"Female","Chattahoochee","270","1","12"
"Male","Chattahoochee","3947","12","23"
"Unknown","Chattahoochee","13","0","0"
"Female","Chattooga","1245","29","85"
"Male","Chattooga","1068","38","107"
"Unknown","Chattooga","10","0","0"
"Female","Cherokee","12461","138","668"
"Male","Cherokee","11080","182","781"
"Unknown","Cherokee","100","0","2"
"Female","Clarke","7458","61","269"
"Male","Clarke","5941","82","250"
"Unknown","Clarke","52","0","1"
"Female","Clay","111","1","4"
"Male","Clay","78","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","14693","241","815"
"Male","Clayton","11157","259","702"
"Unknown","Clayton","157","0","2"
"Female","Clinch","410","10","35"
"Male","Clinch","383","15","33"
"Female","Cobb","34418","471","1816"
"Male","Cobb","30211","561","1865"
"Unknown","Cobb","285","0","9"
"Female","Coffee","2519","75","378"
"Male","Coffee","2145","73","306"
"Unknown","Coffee","5","0","0"
"Female","Colquitt","2110","38","138"
"Male","Colquitt","1963","52","144"
"Unknown","Colquitt","14","0","0"
"Female","Columbia","6224","73","247"
"Male","Columbia","5403","95","268"
"Unknown","Columbia","40","0","2"
"Female","Cook","723","17","61"
"Male","Cook","520","22","48"
"Unknown","Cook","2","0","0"
"Female","Coweta","4829","95","209"
"Male","Coweta","4358","129","214"
"Unknown","Coweta","32","0","0"
"Female","Crawford","304","10","46"
"Male","Crawford","249","9","32"
"Unknown","Crawford","2","0","0"
"Female","Crisp","847","28","103"
"Male","Crisp","625","30","66"
"Unknown","Crisp","25","0","1"
"Female","Dade","658","9","32"
"Male","Dade","609","4","30"
"Unknown","Dade","19","0","0"
"Female","Dawson","1515","19","120"
"Male","Dawson","1314","29","135"
"Unknown","Dawson","29","0","1"
"Female","DeKalb","33537","472","2729"
"Male","DeKalb","27842","526","2370"
"Unknown","DeKalb","523","0","9"
"Female","Decatur","1313","30","88"
"Male","Decatur","991","32","70"
"Unknown","Decatur","18","0","0"
"Female","Dodge","601","26","57"
"Male","Dodge","503","30","54"
"Unknown","Dodge","13","0","0"
"Female","Dooly","449","13","48"
"Male","Dooly","369","17","47"
"Unknown","Dooly","9","0","0"
"Female","Dougherty","3575","155","625"
"Male","Dougherty","2397","134","467"
"Unknown","Dougherty","32","0","0"
"Female","Douglas","7057","92","519"
"Male","Douglas","5844","97","446"
"Unknown","Douglas","53","0","2"
"Female","Early","669","24","50"
"Male","Early","448","18","30"
"Unknown","Early","6","0","0"
"Female","Echols","142","0","3"
"Male","Echols","220","4","10"
"Unknown","Echols","4","0","0"
"Female","Effingham","2233","31","142"
"Male","Effingham","1972","42","142"
"Unknown","Effingham","36","0","3"
"Female","Elbert","931","32","84"
"Male","Elbert","640","28","49"
"Unknown","Elbert","7","0","2"
"Female","Emanuel","1079","33","76"
"Male","Emanuel","782","22","53"
"Unknown","Emanuel","14","0","0"
