"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3128","24"
"Hispanic/Latino","American Indian/Alaska Native","146","0"
"Hispanic/Latino","Asian","326","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","215","2"
"Hispanic/Latino","Other","34777","342"
"Hispanic/Latino","Unknown","14086","7"
"Hispanic/Latino","White","46128","621"
"Non-Hispanic/Latino","African-American/Black","226398","6339"
"Non-Hispanic/Latino","American Indian/Alaska Native","386","11"
"Non-Hispanic/Latino","Asian","17254","368"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","691","10"
"Non-Hispanic/Latino","Other","11789","58"
"Non-Hispanic/Latino","Unknown","6701","15"
"Non-Hispanic/Latino","White","331127","10427"
"Unknown","African-American/Black","24141","15"
"Unknown","American Indian/Alaska Native","137","0"
"Unknown","Asian","3826","1"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","24771","9"
"Unknown","Unknown","115292","30"
"Unknown","White","37942","19"
