"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1308","13"
"Hispanic/Latino","American Indian/Alaska Native","55","0"
"Hispanic/Latino","Asian","131","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","111","0"
"Hispanic/Latino","Other","18114","184"
"Hispanic/Latino","Unknown","7311","5"
"Hispanic/Latino","White","24820","334"
"Non-Hispanic/Latino","African-American/Black","100096","3412"
"Non-Hispanic/Latino","American Indian/Alaska Native","176","10"
"Non-Hispanic/Latino","Asian","6150","155"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","285","7"
"Non-Hispanic/Latino","Other","4656","14"
"Non-Hispanic/Latino","Unknown","3254","9"
"Non-Hispanic/Latino","White","134604","4573"
"Unknown","African-American/Black","15173","12"
"Unknown","American Indian/Alaska Native","86","0"
"Unknown","Asian","1781","0"
"Unknown","Native Hawaiian/Pacific Islander","101","0"
"Unknown","Other","5710","5"
"Unknown","Unknown","73570","26"
"Unknown","White","21444","16"
