"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2253","12"
"Hispanic/Latino","American Indian/Alaska Native","122","0"
"Hispanic/Latino","Asian","231","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","164","1"
"Hispanic/Latino","Other","26884","247"
"Hispanic/Latino","Unknown","12754","6"
"Hispanic/Latino","White","35725","441"
"Non-Hispanic/Latino","African-American/Black","166771","4363"
"Non-Hispanic/Latino","American Indian/Alaska Native","333","10"
"Non-Hispanic/Latino","Asian","12370","229"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","513","7"
"Non-Hispanic/Latino","Other","8808","34"
"Non-Hispanic/Latino","Unknown","7957","58"
"Non-Hispanic/Latino","White","243452","7046"
"Unknown","African-American/Black","24739","36"
"Unknown","American Indian/Alaska Native","130","0"
"Unknown","Asian","3096","1"
"Unknown","Native Hawaiian/Pacific Islander","161","0"
"Unknown","Other","23540","17"
"Unknown","Unknown","144260","56"
"Unknown","White","38185","49"
