"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1882","12"
"Hispanic/Latino","American Indian/Alaska Native","93","0"
"Hispanic/Latino","Asian","191","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","148","0"
"Hispanic/Latino","Other","23682","219"
"Hispanic/Latino","Unknown","10786","4"
"Hispanic/Latino","White","31989","385"
"Non-Hispanic/Latino","African-American/Black","142289","3791"
"Non-Hispanic/Latino","American Indian/Alaska Native","280","10"
"Non-Hispanic/Latino","Asian","9941","180"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","448","6"
"Non-Hispanic/Latino","Other","6758","25"
"Non-Hispanic/Latino","Unknown","6115","26"
"Non-Hispanic/Latino","White","206876","5541"
"Unknown","African-American/Black","20597","22"
"Unknown","American Indian/Alaska Native","114","0"
"Unknown","Asian","2528","0"
"Unknown","Native Hawaiian/Pacific Islander","140","0"
"Unknown","Other","14809","12"
"Unknown","Unknown","117730","25"
"Unknown","White","31808","22"
