county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,260,14,43,1400.79
Atkinson,152,2,17,1824.73
Bacon,244,4,21,2139.6
Baker,43,3,12,1379.97
Baldwin,517,34,76,1163.68
Banks,138,0,22,690.62
Barrow,532,25,109,615.86
Bartow,714,42,156,644.57
Ben Hill,168,1,13,1009.31
Berrien,119,0,5,617.35
Bibb,922,40,211,605.98
Bleckley,62,1,5,482.94
Brantley,96,2,7,499.95
Brooks,158,11,18,1004.64
Bryan,134,5,23,342.39
Bulloch,391,4,30,492.03
Burke,146,7,33,653.48
Butts,276,33,31,1096.37
Calhoun,163,5,35,2580.34
Camden,135,2,9,250.35
Candler,43,0,4,396.79
Carroll,730,39,116,607.73
Catoosa,314,8,27,456.59
Charlton,56,2,7,422.61
Chatham,1379,37,188,471.98
Chattahoochee,413,0,7,3842.22
Chattooga,62,2,4,250.34
Cherokee,1348,43,187,505.59
Clarke,574,15,58,442.29
Clay,57,2,5,1996.5
Clayton,2002,79,229,656.74
Clinch,107,3,10,1607.57
Cobb,5081,245,872,642.69
Coffee,564,17,98,1310.35
Colquitt,992,18,75,2185.36
Columbia,505,9,57,318.35
Cook,147,1,18,843.03
Coweta,684,16,61,450
Crawford,45,0,4,368.01
Crisp,274,12,45,1229.31
Dade,67,1,4,414.55
Dawson,144,3,22,532.92
DeKalb,5959,173,917,751.3
Decatur,253,8,27,961.17
Dodge,104,2,10,510.18
Dooly,209,12,43,1559.7
Dougherty,1914,155,463,2128.91
Douglas,971,36,189,639.21
Early,264,31,27,2602.01
Echols,185,0,6,4661.12
Effingham,148,1,15,231.16
Elbert,106,0,9,559.51
Emanuel,118,3,12,520.65
Evans,25,0,2,233.93
Fannin,101,1,8,383.74
Fayette,346,19,48,294.36
Floyd,539,15,55,539.45
Forsyth,851,15,95,337.02
Franklin,197,1,15,844.44
Fulton,7277,314,1090,662.04
Gilmer,189,2,23,601.59
Glascock,7,0,0,231.4
Glynn,839,6,43,975.05
Gordon,399,18,44,687.35
Grady,208,4,34,847.6
Greene,98,9,20,523.59
Gwinnett,8362,173,1078,861.05
Habersham,699,35,95,1526.2
Hall,3252,60,446,1575.97
Hancock,217,32,37,2648.6
Haralson,76,5,16,247.38
Harris,336,9,41,967.96
Hart,60,0,5,229.82
Heard,51,3,7,412.29
Henry,1243,33,112,518.21
Houston,652,24,141,415.18
Irwin,63,1,8,667.87
Jackson,390,10,52,522.09
Jasper,69,1,8,485.95
Jeff Davis,112,2,8,739.37
Jefferson,109,1,12,711.81
Jenkins,109,11,27,1270.99
Johnson,90,2,17,931.58
Jones,77,0,5,269.32
Lamar,121,6,15,625.42
Lanier,137,3,11,1323.54
Laurens,177,1,22,374.24
Lee,390,22,68,1301.26
Liberty,127,1,16,205.16
Lincoln,38,1,8,467.69
Long,46,1,2,230.98
Lowndes,1237,12,92,1049.39
Lumpkin,140,3,29,414.18
Macon,116,9,36,893.13
Madison,101,4,15,334.69
Marion,82,2,12,988.79
McDuffie,101,6,24,467.66
McIntosh,43,1,3,295.19
Meriwether,187,3,23,889.63
Miller,49,0,3,850.1
Mitchell,451,38,98,2044.8
Monroe,165,17,27,595.09
Montgomery,32,0,3,346.92
Morgan,52,0,6,271.71
Murray,222,2,19,551.4
Muscogee,1741,49,244,908.54
Newton,616,11,89,548.27
Non-Georgia Resident,4648,48,217,0
Oconee,159,10,24,380.96
Oglethorpe,91,7,17,597.11
Paulding,627,15,92,363.39
Peach,107,9,26,390.87
Pickens,95,5,16,283.33
Pierce,174,5,27,890.25
Pike,90,3,10,477.2
Polk,208,2,17,478.36
Pulaski,50,2,7,459.01
Putnam,157,12,24,717.39
Quitman,17,1,5,741.06
Rabun,45,3,14,264.92
Randolph,200,25,36,2961.21
Richmond,1012,49,218,500.4
Rockdale,471,11,96,496
Schley,25,1,7,473.93
Screven,93,6,21,669.06
Seminole,50,2,8,614.25
Spalding,425,32,62,614.96
Stephens,234,6,36,888.79
Stewart,129,3,30,2104.75
Sumter,557,50,150,1894.62
Talbot,73,2,14,1185.45
Taliaferro,2,0,0,122.55
Tattnall,141,0,10,554.88
Taylor,28,2,10,351.85
Telfair,120,3,11,767.07
Terrell,227,27,55,2681
Thomas,459,32,71,1033.06
Tift,754,26,100,1846.68
Toombs,254,5,18,941.33
Towns,45,1,10,373.94
Treutlen,23,1,3,336.8
Troup,1464,34,155,2079.13
Turner,177,16,34,2191.68
Twiggs,26,1,7,321.54
Union,76,3,20,299.98
Unknown,2395,2,38,0
Upson,363,43,44,1381.44
Walker,325,11,17,466.89
Walton,417,28,58,435.22
Ware,448,15,64,1249.55
Warren,23,0,9,441.46
Washington,110,1,11,541.82
Wayne,77,0,7,256.89
Webster,22,1,6,862.75
Wheeler,49,0,2,619.55
White,143,4,28,450.28
Whitfield,1152,10,57,1100.58
Wilcox,127,15,20,1444.82
Wilkes,57,1,9,569.2
Wilkinson,76,8,24,852.11
Worth,317,22,54,1573.83
