"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2748","21"
"Hispanic/Latino","American Indian/Alaska Native","137","0"
"Hispanic/Latino","Asian","291","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","190","1"
"Hispanic/Latino","Other","30938","307"
"Hispanic/Latino","Unknown","13666","13"
"Hispanic/Latino","White","41251","549"
"Non-Hispanic/Latino","African-American/Black","199930","5723"
"Non-Hispanic/Latino","American Indian/Alaska Native","367","11"
"Non-Hispanic/Latino","Asian","15439","322"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","604","12"
"Non-Hispanic/Latino","Other","10671","56"
"Non-Hispanic/Latino","Unknown","7184","45"
"Non-Hispanic/Latino","White","294069","9541"
"Unknown","African-American/Black","26900","29"
"Unknown","American Indian/Alaska Native","181","0"
"Unknown","Asian","3629","1"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","26714","22"
"Unknown","Unknown","140350","57"
"Unknown","White","41873","49"
