"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","472919","8321","31782"
"Male","Georgia","405928","9461","30625"
"Unknown","Georgia","10570","3","171"
"Female","Appling","1048","26","87"
"Male","Appling","877","40","91"
"Female","Atkinson","423","9","58"
"Male","Atkinson","363","11","59"
"Female","Bacon","552","13","42"
"Male","Bacon","736","15","48"
"Female","Baker","85","2","13"
"Male","Baker","79","7","21"
"Female","Baldwin","2127","36","140"
"Male","Baldwin","1705","79","180"
"Unknown","Baldwin","22","0","1"
"Female","Banks","889","20","111"
"Male","Banks","743","15","82"
"Unknown","Banks","16","0","0"
"Female","Barrow","4735","66","320"
"Male","Barrow","4054","69","288"
"Unknown","Barrow","35","0","1"
"Female","Bartow","5905","98","402"
"Male","Bartow","5254","112","435"
"Unknown","Bartow","113","0","0"
"Female","Ben Hill","861","26","84"
"Male","Ben Hill","632","35","71"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","583","16","38"
"Male","Berrien","476","16","32"
"Unknown","Berrien","5","0","0"
"Female","Bibb","7606","203","942"
"Male","Bibb","5657","204","822"
"Unknown","Bibb","124","0","2"
"Female","Bleckley","464","18","25"
"Male","Bleckley","332","16","23"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","513","15","46"
"Male","Brantley","433","17","34"
"Female","Brooks","546","12","49"
"Male","Brooks","393","24","40"
"Unknown","Brooks","8","0","0"
"Female","Bryan","1440","18","84"
"Male","Bryan","1255","18","91"
"Unknown","Bryan","62","0","0"
"Female","Bulloch","2985","38","121"
"Male","Bulloch","2296","26","101"
"Unknown","Bulloch","1","0","0"
"Female","Burke","992","20","81"
"Male","Burke","793","16","72"
"Unknown","Burke","10","0","1"
"Female","Butts","1075","34","48"
"Male","Butts","1147","44","77"
"Unknown","Butts","125","0","1"
"Female","Calhoun","226","11","36"
"Male","Calhoun","224","4","38"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1707","17","75"
"Male","Camden","1508","14","63"
