"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","487433","8746","33721"
"Male","Georgia","419106","9895","32308"
"Unknown","Georgia","8445","3","146"
"Female","Appling","1073","27","99"
"Male","Appling","900","40","94"
"Female","Atkinson","442","9","64"
"Male","Atkinson","375","11","65"
"Female","Bacon","568","14","44"
"Male","Bacon","752","15","49"
"Unknown","Bacon","1","0","0"
"Female","Baker","92","2","17"
"Male","Baker","87","8","23"
"Female","Baldwin","2165","38","143"
"Male","Baldwin","1729","80","189"
"Unknown","Baldwin","18","0","0"
"Female","Banks","901","20","116"
"Male","Banks","774","17","89"
"Unknown","Banks","13","0","0"
"Female","Barrow","4866","68","330"
"Male","Barrow","4180","74","303"
"Unknown","Barrow","34","0","1"
"Female","Bartow","6057","104","410"
"Male","Bartow","5379","120","446"
"Unknown","Bartow","109","0","0"
"Female","Ben Hill","873","27","88"
"Male","Ben Hill","644","34","75"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","605","18","42"
"Male","Berrien","498","16","35"
"Unknown","Berrien","4","0","0"
"Female","Bibb","7868","212","978"
"Male","Bibb","5834","211","850"
"Unknown","Bibb","110","0","2"
"Female","Bleckley","472","17","25"
"Male","Bleckley","339","15","24"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","540","17","49"
"Male","Brantley","456","19","40"
"Unknown","Brantley","1","0","0"
"Female","Brooks","560","14","51"
"Male","Brooks","405","24","41"
"Unknown","Brooks","4","0","0"
"Female","Bryan","1535","18","89"
"Male","Bryan","1344","20","101"
"Unknown","Bryan","15","0","0"
"Female","Bulloch","2986","36","128"
"Male","Bulloch","2316","27","103"
"Unknown","Bulloch","2","0","0"
"Female","Burke","1037","24","90"
"Male","Burke","813","16","74"
"Unknown","Burke","10","0","1"
"Female","Butts","1118","37","57"
"Male","Butts","1183","46","85"
"Unknown","Butts","115","0","1"
"Female","Calhoun","227","11","37"
"Male","Calhoun","222","5","38"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1927","19","86"
"Male","Camden","1691","16","72"
"Unknown","Camden","10","0","0"
"Female","Candler","432","14","35"
"Male","Candler","366","24","30"
"Female","Carroll","4011","64","166"
"Male","Carroll","3561","69","183"
"Unknown","Carroll","40","0","1"
"Female","Catoosa","3189","36","141"
"Male","Catoosa","2699","33","127"
"Unknown","Catoosa","82","0","3"
"Female","Charlton","483","11","42"
"Male","Charlton","879","17","34"
"Unknown","Charlton","3","0","0"
"Female","Chatham","11504","202","890"
"Male","Chatham","9474","239","824"
"Unknown","Chatham","119","0","2"
