"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","2770","US-13001","13","1","18561","236","94","14923.76","506.44","210.12","39","719","9"
"Atkinson","1175","US-13003","13","3","8330","173","30","14105.64","360.14","240.1","20","395","5"
"Bacon","1889","US-13005","13","5","11404","152","50","16564.36","438.44","482.29","55","650","11"
"Baker","241","US-13007","13","7","3116","44","13","7734.27","417.2","32.09","1","126","1"
"Baldwin","5241","US-13009","13","9","44428","386","164","11796.61","369.14","96.79","43","1411","22"
"Banks","2391","US-13011","13","11","19982","275","57","11965.77","285.26","145.13","29","326","4"
"Barrow","12979","US-13013","13","13","86383","851","187","15024.95","216.48","238.47","206","1689","6"
"Bartow","15380","US-13015","13","15","110771","1008","301","13884.5","271.73","145.34","161","4966","37"
"Ben Hill","1852","US-13017","13","17","16645","179","68","11126.46","408.53","54.07","9","1349","33"
"Berrien","1526","US-13019","13","19","19276","89","46","7916.58","238.64","31.13","6","1942","19"
"Bibb","20143","US-13021","13","21","152150","2290","559","13238.91","367.4","80.18","122","5249","61"
"Bleckley","1095","US-13023","13","23","12838","61","38","8529.37","296","38.95","5","1202","36"
"Brantley","1881","US-13025","13","25","19202","156","73","9795.85","380.17","52.08","10","1230","12"
"Brooks","1383","US-13027","13","27","15727","126","52","8793.79","330.64","19.08","3","1022","17"
"Bryan","4591","US-13029","13","29","39137","310","60","11730.59","153.31","68.99","27","1655","6"
"Bulloch","7890","US-13031","13","31","79467","292","97","9928.65","122.06","30.2","24","3244","100"
"Burke","2288","US-13033","13","33","22342","192","47","10240.8","210.37","35.81","8","1433","36"
"Butts","3347","US-13035","13","35","25174","189","103","13295.46","409.15","99.31","25","1309","10"
"Calhoun","613","US-13037","13","37","6317","89","21","9703.97","332.44","79.15","5","219","0"
"Camden","5944","US-13039","13","39","53924","218","77","11022.92","142.79","103.85","56","1939","16"
"Candler","1108","US-13043","13","43","10837","81","49","10224.23","452.15","36.91","4","451","38"
"Carroll","9967","US-13045","13","45","120119","386","154","8297.6","128.21","68.27","82","6365","151"
"Catoosa","8305","US-13047","13","47","68771","294","88","12076.31","127.96","197.76","136","1143","18"
"Charlton","1729","US-13049","13","49","13251","102","41","13048.07","309.41","150.93","20","519","13"
