"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1060","12"
"Hispanic/Latino","American Indian/Alaska Native","48","0"
"Hispanic/Latino","Asian","100","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","100","0"
"Hispanic/Latino","Other","16277","175"
"Hispanic/Latino","Unknown","6480","9"
"Hispanic/Latino","White","21853","278"
"Non-Hispanic/Latino","African-American/Black","84079","3164"
"Non-Hispanic/Latino","American Indian/Alaska Native","128","8"
"Non-Hispanic/Latino","Asian","4791","141"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","248","6"
"Non-Hispanic/Latino","Other","4208","15"
"Non-Hispanic/Latino","Unknown","3227","19"
"Non-Hispanic/Latino","White","107215","4043"
"Unknown","African-American/Black","13717","13"
"Unknown","American Indian/Alaska Native","50","0"
"Unknown","Asian","1353","0"
"Unknown","Native Hawaiian/Pacific Islander","90","0"
"Unknown","Other","4918","3"
"Unknown","Unknown","69896","53"
"Unknown","White","18387","16"
