"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2245","12"
"Hispanic/Latino","American Indian/Alaska Native","120","0"
"Hispanic/Latino","Asian","230","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","164","1"
"Hispanic/Latino","Other","26839","246"
"Hispanic/Latino","Unknown","12684","6"
"Hispanic/Latino","White","35675","439"
"Non-Hispanic/Latino","African-American/Black","166297","4354"
"Non-Hispanic/Latino","American Indian/Alaska Native","334","10"
"Non-Hispanic/Latino","Asian","12317","228"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","513","7"
"Non-Hispanic/Latino","Other","8757","34"
"Non-Hispanic/Latino","Unknown","7917","57"
"Non-Hispanic/Latino","White","242833","7020"
"Unknown","African-American/Black","24624","35"
"Unknown","American Indian/Alaska Native","133","0"
"Unknown","Asian","3087","1"
"Unknown","Native Hawaiian/Pacific Islander","161","0"
"Unknown","Other","23331","17"
"Unknown","Unknown","143556","55"
"Unknown","White","38050","48"
