"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1058814","14639","57565"
"Male","Georgia","881654","16984","54398"
"Unknown","Georgia","14762","4","375"
"Female","Appling","1939","56","141"
"Male","Appling","1613","57","134"
"Female","Atkinson","873","17","111"
"Male","Atkinson","702","24","109"
"Female","Bacon","1213","25","106"
"Male","Bacon","1330","40","105"
"Female","Baker","173","6","23"
"Male","Baker","141","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","4102","68","192"
"Male","Baldwin","3201","132","249"
"Unknown","Baldwin","25","0","0"
"Female","Banks","1857","43","190"
"Male","Banks","1542","42","156"
"Unknown","Banks","17","0","2"
"Female","Barrow","10621","116","545"
"Male","Barrow","8885","129","465"
"Unknown","Barrow","71","0","1"
"Female","Bartow","11665","175","617"
"Male","Bartow","9960","213","624"
"Unknown","Bartow","116","0","0"
"Female","Ben Hill","1241","32","101"
"Male","Ben Hill","926","42","88"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1116","32","60"
"Male","Berrien","909","26","50"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16452","345","1499"
"Male","Bibb","12208","352","1279"
"Unknown","Bibb","274","0","7"
"Female","Bleckley","847","26","42"
"Male","Bleckley","606","19","34"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1352","38","95"
"Male","Brantley","1140","52","89"
"Female","Brooks","1060","26","85"
"Male","Brooks","831","40","73"
"Unknown","Brooks","8","0","0"
"Female","Bryan","3621","30","189"
"Male","Bryan","3313","45","219"
"Unknown","Bryan","20","0","0"
"Female","Bulloch","5924","58","203"
"Male","Bulloch","4614","51","171"
"Female","Burke","1645","29","119"
"Male","Burke","1322","36","120"
"Unknown","Burke","11","0","0"
"Female","Butts","2379","62","125"
"Male","Butts","2390","81","146"
"Unknown","Butts","34","0","0"
"Female","Calhoun","404","14","46"
"Male","Calhoun","567","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4781","48","137"
"Male","Camden","4002","53","119"
"Unknown","Camden","13","0","0"
"Female","Candler","769","19","58"
"Male","Candler","631","35","45"
"Female","Carroll","7752","87","210"
"Male","Carroll","6654","98","234"
"Unknown","Carroll","54","0","7"
"Female","Catoosa","6706","68","205"
"Male","Catoosa","5854","59","192"
"Unknown","Catoosa","112","0","5"
"Female","Charlton","884","19","64"
"Male","Charlton","1354","28","58"
"Female","Chatham","29620","365","1723"
"Male","Chatham","24315","445","1599"
"Unknown","Chatham","55","0","1"
"Female","Chattahoochee","677","3","22"
"Male","Chattahoochee","5788","14","34"
"Unknown","Chattahoochee","128","0","0"
"Female","Chattooga","2868","57","154"
"Male","Chattooga","2380","60","164"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24354","247","1121"
"Male","Cherokee","21017","338","1271"
"Unknown","Cherokee","170","0","0"
"Female","Clarke","14847","98","628"
"Male","Clarke","11410","122","569"
"Unknown","Clarke","65","0","1"
"Female","Clay","209","1","8"
"Male","Clay","153","5","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","33548","450","1745"
"Male","Clayton","24578","453","1460"
"Unknown","Clayton","307","0","7"
"Female","Clinch","738","17","52"
"Male","Clinch","654","23","46"
"Female","Cobb","76024","748","2385"
"Male","Cobb","62731","907","2424"
"Unknown","Cobb","661","0","5"
"Female","Coffee","4690","123","613"
"Male","Coffee","3784","105","489"
"Female","Colquitt","4220","79","202"
"Male","Colquitt","3713","92","202"
"Unknown","Colquitt","41","0","0"
"Female","Columbia","11095","132","439"
"Male","Columbia","9779","185","427"
"Unknown","Columbia","52","0","1"
"Female","Cook","1167","27","77"
"Male","Cook","900","31","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11311","185","748"
"Male","Coweta","9726","241","701"
"Unknown","Coweta","79","0","5"
"Female","Crawford","638","20","60"
"Male","Crawford","541","26","63"
"Unknown","Crawford","7","0","0"
"Female","Crisp","1425","35","120"
"Male","Crisp","1063","36","81"
"Unknown","Crisp","58","0","0"
