"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4309","31"
"Hispanic/Latino","American Indian/Alaska Native","243","0"
"Hispanic/Latino","Asian","420","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","319","3"
"Hispanic/Latino","Other","42316","369"
"Hispanic/Latino","Unknown","18573","10"
"Hispanic/Latino","White","55435","666"
"Non-Hispanic/Latino","African-American/Black","300043","7060"
"Non-Hispanic/Latino","American Indian/Alaska Native","559","18"
"Non-Hispanic/Latino","Asian","21220","393"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","879","11"
"Non-Hispanic/Latino","Other","19900","185"
"Non-Hispanic/Latino","Unknown","10392","7"
"Non-Hispanic/Latino","White","434742","12090"
"Unknown","African-American/Black","29000","20"
"Unknown","American Indian/Alaska Native","226","0"
"Unknown","Asian","4900","2"
"Unknown","Native Hawaiian/Pacific Islander","202","0"
"Unknown","Other","28424","12"
"Unknown","Unknown","157189","52"
"Unknown","White","44293","39"
