"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2742","21"
"Hispanic/Latino","American Indian/Alaska Native","133","0"
"Hispanic/Latino","Asian","291","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","192","1"
"Hispanic/Latino","Other","30894","307"
"Hispanic/Latino","Unknown","13672","13"
"Hispanic/Latino","White","41144","548"
"Non-Hispanic/Latino","African-American/Black","199509","5721"
"Non-Hispanic/Latino","American Indian/Alaska Native","364","11"
"Non-Hispanic/Latino","Asian","15401","322"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","603","12"
"Non-Hispanic/Latino","Other","10647","55"
"Non-Hispanic/Latino","Unknown","7174","45"
"Non-Hispanic/Latino","White","293459","9534"
"Unknown","African-American/Black","26884","28"
"Unknown","American Indian/Alaska Native","182","0"
"Unknown","Asian","3623","1"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","26733","22"
"Unknown","Unknown","140653","57"
"Unknown","White","41865","49"
