"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4448","30"
"Hispanic/Latino","American Indian/Alaska Native","274","1"
"Hispanic/Latino","Asian","430","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","329","4"
"Hispanic/Latino","Other","42799","373"
"Hispanic/Latino","Unknown","19533","7"
"Hispanic/Latino","White","56412","681"
"Non-Hispanic/Latino","African-American/Black","306923","7266"
"Non-Hispanic/Latino","American Indian/Alaska Native","597","19"
"Non-Hispanic/Latino","Asian","21590","395"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","891","11"
"Non-Hispanic/Latino","Other","20242","177"
"Non-Hispanic/Latino","Unknown","10711","6"
"Non-Hispanic/Latino","White","443411","12473"
"Unknown","African-American/Black","29853","17"
"Unknown","American Indian/Alaska Native","234","0"
"Unknown","Asian","4990","2"
"Unknown","Native Hawaiian/Pacific Islander","205","0"
"Unknown","Other","28670","12"
"Unknown","Unknown","159393","50"
"Unknown","White","45247","36"
