"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1203","US-13001","13","1","18561","106","39","6481.33","210.12","150.85","28","93","0"
"Atkinson","500","US-13003","13","3","8330","69","8","6002.4","96.04","180.07","15","58","0"
"Bacon","649","US-13005","13","5","11404","50","18","5690.99","157.84","140.3","16","83","3"
"Baker","102","US-13007","13","7","3116","21","6","3273.43","192.55","320.92","10","17","0"
"Baldwin","2421","US-13009","13","9","44428","176","68","5449.27","153.06","200.32","89","106","1"
"Banks","639","US-13011","13","11","19982","81","9","3197.88","45.04","320.29","64","19","1"
"Barrow","2847","US-13013","13","13","86383","287","56","3295.79","64.83","208.37","180","217","0"
"Bartow","4020","US-13015","13","15","110771","349","98","3629.11","88.47","268.12","297","465","4"
"Ben Hill","909","US-13017","13","17","16645","94","35","5461.1","210.27","150.2","25","56","3"
"Berrien","517","US-13019","13","19","19276","28","17","2682.09","88.19","93.38","18","113","10"
"Bibb","6974","US-13021","13","21","152150","926","213","4583.63","139.99","185.34","282","197","12"
"Bleckley","530","US-13023","13","23","12838","36","28","4128.37","218.1","124.63","16","152","1"
"Brantley","501","US-13025","13","25","19202","43","14","2609.1","72.91","145.82","28","219","1"
"Brooks","558","US-13027","13","27","15727","55","26","3548.04","165.32","25.43","4","56","3"
"Bryan","1350","US-13029","13","29","39137","101","17","3449.42","43.44","127.76","50","51","1"
"Bulloch","3199","US-13031","13","31","79467","148","34","4025.57","42.79","133.39","106","418","17"
"Burke","946","US-13033","13","33","22342","92","12","4234.18","53.71","205.89","46","213","2"
"Butts","815","US-13035","13","35","25174","60","45","3237.47","178.76","250.26","63","149","1"
"Calhoun","282","US-13037","13","37","6317","51","10","4464.14","158.3","158.3","10","24","0"
"Camden","1558","US-13039","13","39","53924","78","18","2889.25","33.38","192.86","104","70","2"
"Candler","568","US-13043","13","43","10837","46","26","5241.3","239.92","203.01","22","33","3"
"Carroll","3711","US-13045","13","45","120119","212","81","3089.44","67.43","246.42","296","1148","9"
"Catoosa","1704","US-13047","13","47","68771","90","26","2477.79","37.81","286.46","197","28","0"
"Charlton","665","US-13049","13","49","13251","31","11","5018.49","83.01","128.29","17","89","5"
"Chatham","9978","US-13051","13","51","292176","869","198","3415.06","67.77","145.46","425","189","3"
"Chattahoochee","1908","US-13053","13","53","10749","15","1","17750.49","9.3","958.23","103","28","1"
"Chattooga","1058","US-13055","13","55","24766","74","30","4271.99","121.13","314.95","78","88","2"
"Cherokee","8081","US-13057","13","57","266617","567","109","3030.94","40.88","284.3","758","961","3"
"Clarke","6248","US-13059","13","59","129779","264","50","4814.34","38.53","287.41","373","1164","1"
"Clay","124","US-13061","13","61","2855","9","3","4343.26","105.08","0","0","19","0"
"Clayton","9048","US-13063","13","63","304838","739","188","2968.13","61.67","200.43","611","563","4"
"Clinch","482","US-13065","13","65","6656","35","13","7241.59","195.31","360.58","24","44","0"
"Cobb","23870","US-13067","13","67","790588","2071","482","3019.27","60.97","193.27","1528","2736","13"
"Coffee","2427","US-13069","13","69","43042","354","68","5638.68","157.99","278.8","120","267","3"
"Colquitt","2198","US-13071","13","71","45393","175","41","4842.16","90.32","118.96","54","366","5"
"Columbia","4884","US-13073","13","73","158631","213","69","3078.84","43.5","257.2","408","824","4"
"Cook","681","US-13075","13","75","17437","65","16","3905.49","91.76","401.45","70","93","1"
"Coweta","3163","US-13077","13","77","152001","159","64","2080.91","42.1","93.42","142","1262","4"
"Crawford","209","US-13079","13","79","12228","28","6","1709.19","49.07","98.14","12","23","0"
"Crisp","697","US-13081","13","81","22289","89","26","3127.1","116.65","161.51","36","189","5"
"Dade","434","US-13083","13","83","16162","24","6","2685.31","37.12","365.05","59","16","0"
"Dawson","975","US-13085","13","85","27021","92","11","3608.3","40.71","192.44","52","33","0"
"DeKalb","23471","US-13089","13","89","793154","2485","425","2959.2","53.58","242.07","1920","1272","16"
"Decatur","1372","US-13087","13","87","26322","105","40","5212.37","151.96","231.75","61","152","4"
"Dodge","687","US-13091","13","91","20385","59","30","3370.13","147.17","220.75","45","333","13"
"Dooly","397","US-13093","13","93","13400","60","18","2962.69","134.33","156.72","21","57","1"
"Dougherty","3368","US-13095","13","95","89905","684","196","3746.18","218.01","63.4","57","221","5"
"Douglas","4484","US-13097","13","97","151906","490","79","2951.83","52.01","192.22","292","536","5"
"Early","585","US-13099","13","99","10146","44","36","5765.82","354.82","246.4","25","47","0"
"Echols","249","US-13101","13","101","3969","10","2","6273.62","50.39","75.59","3","14","0"
"Effingham","1963","US-13103","13","103","64026","124","29","3065.94","45.29","153.06","98","71","1"
"Elbert","839","US-13105","13","105","18945","66","14","4428.61","73.9","385.33","73","195","4"
"Emanuel","1260","US-13107","13","107","22664","91","42","5559.48","185.32","220.61","50","133","3"
"Evans","500","US-13109","13","109","10687","47","7","4678.58","65.5","102.93","11","33","5"
"Fannin","899","US-13111","13","111","26320","79","30","3415.65","113.98","243.16","64","32","6"
"Fayette","2337","US-13113","13","113","117544","143","61","1988.19","51.9","142.07","167","389","1"
"Floyd","4547","US-13115","13","115","99916","360","67","4550.82","67.06","390.33","390","339","2"
"Forsyth","5302","US-13117","13","117","252507","398","56","2099.74","22.18","160.79","406","543","1"
"Franklin","1038","US-13119","13","119","23329","75","19","4449.4","81.44","330.06","77","51","1"
"Fulton","33797","US-13121","13","121","1099181","2768","651","3074.74","59.23","205.7","2261","2469","26"
"Gilmer","1118","US-13123","13","123","31417","100","26","3558.58","82.76","213.26","67","52","3"
"Glascock","57","US-13125","13","125","3025","5","2","1884.3","66.12","330.58","10","15","0"
"Glynn","3962","US-13127","13","127","86047","332","108","4604.46","125.51","209.19","180","112","8"
"Gordon","2744","US-13129","13","129","58049","155","54","4727.04","93.02","475.46","276","272","4"
"Grady","898","US-13131","13","131","24540","103","26","3659.33","105.95","118.17","29","66","3"
"Greene","606","US-13133","13","133","18717","62","26","3237.7","138.91","133.57","25","71","2"
"Gwinnett","33337","US-13135","13","135","971145","2994","473","3432.75","48.71","228.6","2220","2475","21"
"Habersham","2007","US-13137","13","137","45800","245","76","4382.1","165.94","216.16","99","24","2"
"Hall","11443","US-13139","13","139","206349","1177","188","5545.46","91.11","283.98","586","228","6"
"Hancock","430","US-13141","13","141","8193","67","45","5248.38","549.25","122.06","10","11","0"
"Haralson","774","US-13143","13","143","30722","36","17","2519.37","55.33","312.48","96","355","3"
"Harris","897","US-13145","13","145","34712","94","26","2584.12","74.9","118.11","41","72","0"
"Hart","651","US-13147","13","147","26107","77","19","2493.58","72.78","187.69","49","62","5"
"Heard","261","US-13149","13","149","12370","18","7","2109.94","56.59","161.68","20","69","0"
"Henry","6881","US-13151","13","151","239866","317","125","2868.69","52.11","212.2","509","826","6"
"Houston","3954","US-13153","13","153","157039","412","99","2517.85","63.04","156.65","246","409","2"
"Irwin","382","US-13155","13","155","9433","41","11","4049.61","116.61","233.22","22","21","0"
"Jackson","2780","US-13157","13","157","74700","231","46","3721.55","61.58","419.01","313","182","4"
"Jasper","263","US-13159","13","159","14199","21","4","1852.24","28.17","98.6","14","140","2"
"Jeff Davis","825","US-13161","13","161","15148","76","27","5446.26","178.24","85.82","13","110","4"
"Jefferson","904","US-13163","13","163","15313","89","37","5903.48","241.62","300.4","46","45","2"
"Jenkins","483","US-13165","13","165","8576","69","33","5632","384.79","139.93","12","10","0"
"Johnson","445","US-13167","13","167","9661","64","27","4606.15","279.47","62.11","6","58","2"
"Jones","693","US-13169","13","169","28591","55","17","2423.84","59.46","146.9","42","36","0"
"Lamar","479","US-13171","13","171","19347","50","22","2475.84","113.71","253.27","49","117","3"
"Lanier","329","US-13173","13","173","10351","16","7","3178.44","67.63","86.95","9","52","3"
"Laurens","2137","US-13175","13","175","47296","186","103","4518.35","217.78","260.06","123","353","6"
"Lee","776","US-13177","13","177","29971","112","32","2589.17","106.77","66.73","20","93","1"
"Liberty","1395","US-13179","13","179","61904","122","28","2253.49","45.23","117.92","73","41","0"
"Lincoln","261","US-13181","13","181","8125","29","8","3212.31","98.46","307.69","25","26","2"
"Long","291","US-13183","13","183","19915","18","5","1461.21","25.11","50.21","10","19","0"
"Lowndes","4796","US-13185","13","185","117878","226","93","4068.61","78.9","229.9","271","964","28"
"Lumpkin","1141","US-13187","13","187","33802","110","19","3375.54","56.21","227.8","77","26","1"
"Macon","271","US-13193","13","193","12988","54","13","2086.54","100.09","123.19","16","40","1"
"Madison","892","US-13195","13","195","30177","73","12","2955.89","39.77","265.1","80","106","5"
"Marion","213","US-13197","13","197","8293","23","10","2568.43","120.58","96.47","8","26","0"
"McDuffie","746","US-13189","13","189","21597","81","19","3454.18","87.98","222.25","48","122","0"
"McIntosh","333","US-13191","13","191","14567","35","7","2285.99","48.05","123.57","18","20","1"
"Meriwether","619","US-13199","13","199","21020","84","19","2944.81","90.39","95.15","20","124","0"
"Miller","340","US-13201","13","201","5764","19","2","5898.68","34.7","416.38","24","55","1"
"Mitchell","876","US-13205","13","205","22056","157","47","3971.71","213.09","122.42","27","66","1"
"Monroe","823","US-13207","13","207","27727","93","59","2968.23","212.79","187.54","52","118","1"
"Montgomery","378","US-13209","13","209","9224","27","9","4098.01","97.57","119.25","11","32","1"
"Morgan","559","US-13211","13","211","19138","44","6","2920.89","31.35","109.73","21","196","1"
"Murray","1347","US-13213","13","213","40261","82","15","3345.67","37.26","633.37","255","29","0"
"Muscogee","6622","US-13215","13","215","191626","712","184","3455.69","96.02","111.15","213","318","3"
"Newton","3108","US-13217","13","217","112354","326","101","2766.26","89.89","171.78","193","370","2"
"Non-GA Resident/Unknown State","15410","US-.",".",".","0","695","200","0","0","0","1057","1027","27"
"Oconee","941","US-13219","13","219","41737","77","34","2254.59","81.46","158.13","66","312","0"
"Oglethorpe","453","US-13221","13","221","15240","49","13","2972.44","85.3","137.8","21","50","1"
"Paulding","3530","US-13223","13","223","172542","171","70","2045.88","40.57","150.11","259","758","2"
