county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,892,23,82,4805.78
Atkinson,408,3,49,4897.96
Bacon,523,9,38,4586.11
Baker,71,3,16,2278.56
Baldwin,1705,52,130,3837.67
Banks,385,6,51,1926.73
Barrow,1772,38,216,2051.33
Bartow,2450,72,245,2211.77
Ben Hill,632,14,63,3796.94
Berrien,382,6,19,1981.74
Bibb,5430,127,758,3568.85
Bleckley,352,17,23,2741.86
Brantley,310,8,25,1614.42
Brooks,478,22,50,3039.36
Bryan,866,9,70,2212.74
Bulloch,2049,21,120,2578.43
Burke,658,8,72,2945.13
Butts,569,40,49,2260.27
Calhoun,225,7,44,3561.82
Camden,1023,7,37,1897.11
Candler,356,14,19,3285.04
Carroll,2336,62,146,1944.74
Catoosa,877,17,63,1275.25
Charlton,572,6,19,4316.66
Chatham,7129,124,659,2439.97
Chattahoochee,1192,2,11,11089.4
Chattooga,584,6,31,2358.07
Cherokee,4895,79,425,1835.97
Clarke,3070,30,171,2365.56
Clay,113,2,8,3957.97
Clayton,6529,142,608,2141.79
Clinch,294,4,26,4417.07
Cobb,17097,395,1592,2162.57
Coffee,1797,37,253,4174.99
Colquitt,1770,26,137,3899.28
Columbia,3179,45,154,2004.02
Cook,510,11,51,2924.82
Coweta,2266,26,108,1490.78
Crawford,153,3,24,1251.23
Crisp,474,15,63,2126.61
Dade,200,3,14,1237.47
Dawson,680,7,70,2516.56
DeKalb,16650,304,1860,2099.21
Decatur,992,21,76,3768.71
Dodge,331,7,28,1623.74
Dooly,285,14,48,2126.87
Dougherty,2993,180,606,3329.07
Douglas,3179,67,369,2092.74
Early,418,32,32,4119.85
Echols,237,2,9,5971.28
Effingham,1080,17,76,1686.81
Elbert,480,1,28,2533.65
Emanuel,771,22,61,3401.87
Evans,373,5,28,3490.22
Fannin,465,8,38,1766.72
Fayette,1585,38,81,1348.43
Floyd,2313,32,182,2314.94
Forsyth,3154,33,268,1249.07
Franklin,563,11,43,2413.31
Fulton,25063,525,2159,2280.15
Gilmer,751,8,73,2390.43
Glascock,34,2,4,1123.97
Glynn,3053,71,229,3548.06
Gordon,1534,30,102,2642.6
Grady,669,12,84,2726.16
Greene,445,17,48,2377.52
Gwinnett,24477,341,2454,2520.43
Habersham,1363,62,185,2975.98
Hall,7801,128,847,3780.49
Hancock,360,39,58,4393.99
Haralson,333,8,22,1083.91
Harris,728,21,78,2097.26
Hart,420,11,57,1608.76
Heard,172,5,12,1390.46
Henry,4442,80,175,1851.87
Houston,2647,69,334,1685.57
Irwin,222,4,28,2353.44
Jackson,1523,26,131,2038.82
Jasper,195,4,17,1373.34
Jeff Davis,645,11,37,4257.99
Jefferson,671,18,63,4381.9
Jenkins,322,25,55,3754.66
Johnson,342,13,47,3540.01
Jones,459,5,40,1605.4
Lamar,325,16,34,1679.85
Lanier,265,5,14,2560.14
Laurens,1353,48,116,2860.71
Lee,666,24,95,2222.15
Liberty,932,18,102,1505.56
Lincoln,196,7,24,2412.31
Long,184,3,12,923.93
Lowndes,3496,66,181,2965.78
Lumpkin,719,12,76,2127.09
Macon,206,10,44,1586.08
Madison,540,8,50,1789.44
Marion,171,6,16,2061.98
McDuffie,521,13,63,2412.37
McIntosh,248,5,21,1702.48
Meriwether,488,9,64,2321.6
Miller,216,0,10,3747.4
Mitchell,714,45,139,3237.21
Monroe,597,42,77,2153.14
Montgomery,217,3,17,2352.56
Morgan,419,2,28,2189.36
Murray,716,3,42,1778.4
Muscogee,5484,135,587,2861.82
Newton,2325,62,232,2069.35
Non-GA Resident/Unknown State,16153,129,571,0
Oconee,560,20,54,1341.74
Oglethorpe,281,11,42,1843.83
Paulding,2300,34,135,1333.01
Peach,572,17,90,2089.5
Pickens,525,6,51,1565.76
Pierce,520,13,60,2660.53
Pike,280,8,25,1484.62
Polk,1220,15,78,2805.76
Pulaski,223,7,25,2047.19
Putnam,616,20,63,2814.71
Quitman,31,1,6,1351.35
Rabun,283,6,37,1666.08
Randolph,314,27,51,4649.1
Richmond,6062,131,496,2997.43
Rockdale,1665,33,193,1753.37
Schley,95,2,13,1800.95
Screven,295,9,35,2122.3
Seminole,295,8,23,3624.08
Spalding,1182,51,158,1710.32
Stephens,853,27,89,3239.9
Stewart,356,11,87,5808.45
Sumter,861,60,186,2928.67
Talbot,155,5,22,2517.05
Taliaferro,19,0,1,1164.22
Tattnall,685,7,51,2695.68
Taylor,160,7,25,2010.56
Telfair,349,13,31,2230.89
Terrell,320,31,73,3779.38
Thomas,1413,49,155,3180.21
Tift,1511,49,190,3700.71
Toombs,1080,19,82,4002.52
Towns,213,6,24,1769.99
Treutlen,215,5,23,3148.34
Troup,2602,85,286,3695.29
Turner,279,21,44,3454.68
Twiggs,166,7,36,2052.93
Union,488,11,61,1926.19
Unknown,2480,4,63,0
Upson,664,57,67,2526.92
Walker,1046,22,51,1502.66
Walton,1506,48,149,1571.8
Ware,1347,45,154,3757.01
Warren,120,5,22,2303.26
Washington,617,4,41,3039.11
Wayne,967,25,82,3226.13
Webster,38,2,9,1490.2
Wheeler,149,6,16,1883.93
White,529,13,80,1665.72
Whitfield,4002,53,212,3823.37
Wilcox,224,20,45,2548.35
Wilkes,225,3,25,2246.85
Wilkinson,291,17,51,3262.7
Worth,504,29,83,2502.23
