"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","220236","4187","17660"
"Male","Georgia","190014","4555","16794"
"Unknown","Georgia","6053","4","151"
"Female","Appling","669","13","55"
"Male","Appling","557","25","51"
"Unknown","Appling","8","0","0"
"Female","Atkinson","277","5","36"
"Male","Atkinson","244","4","35"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","339","8","21"
"Male","Bacon","317","12","30"
"Unknown","Bacon","7","0","1"
"Female","Baker","53","2","8"
"Male","Baker","54","4","13"
"Female","Baldwin","1376","15","75"
"Male","Baldwin","1110","54","106"
"Unknown","Baldwin","18","0","0"
"Female","Banks","417","4","48"
"Male","Banks","325","7","41"
"Unknown","Banks","6","0","0"
"Female","Barrow","1714","33","167"
"Male","Barrow","1419","24","135"
"Unknown","Barrow","21","0","1"
"Female","Bartow","2350","46","171"
"Male","Bartow","2029","53","190"
"Unknown","Bartow","37","0","1"
"Female","Ben Hill","553","13","50"
"Male","Ben Hill","382","22","45"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","321","9","16"
"Male","Berrien","249","8","12"
"Unknown","Berrien","7","0","0"
"Female","Bibb","4151","116","511"
"Male","Bibb","3082","102","432"
"Unknown","Bibb","54","0","2"
"Female","Bleckley","326","18","19"
"Male","Bleckley","212","12","17"
"Unknown","Bleckley","7","0","0"
"Female","Brantley","289","8","26"
"Male","Brantley","248","9","19"
"Unknown","Brantley","1","0","0"
"Female","Brooks","323","6","29"
"Male","Brooks","255","20","27"
"Unknown","Brooks","9","0","0"
"Female","Bryan","762","8","44"
"Male","Bryan","657","8","57"
"Unknown","Bryan","15","0","0"
"Female","Bulloch","1863","21","85"
"Male","Bulloch","1389","14","66"
"Unknown","Bulloch","38","0","0"
"Female","Burke","534","7","49"
"Male","Burke","455","5","44"
"Unknown","Burke","6","0","1"
"Female","Butts","413","21","27"
"Male","Butts","423","24","33"
"Unknown","Butts","40","0","2"
"Female","Calhoun","136","8","22"
"Male","Calhoun","133","3","28"
"Unknown","Calhoun","1","0","0"
"Female","Camden","902","8","47"
"Male","Camden","827","10","37"
"Unknown","Camden","9","0","0"
"Female","Candler","323","11","24"
"Male","Candler","255","16","22"
"Unknown","Candler","2","0","0"
"Female","Carroll","2160","41","109"
"Male","Carroll","1883","40","113"
"Unknown","Carroll","27","1","2"
"Female","Catoosa","1060","17","59"
"Male","Catoosa","914","12","39"
"Unknown","Catoosa","36","0","0"
"Female","Charlton","246","4","17"
"Male","Charlton","438","7","17"
"Unknown","Charlton","5","0","0"
"Female","Chatham","5775","91","465"
"Male","Chatham","4663","111","430"
"Unknown","Chatham","127","0","3"
"Female","Chattahoochee","127","1","6"
"Male","Chattahoochee","1818","0","10"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","608","14","32"
"Male","Chattooga","505","17","44"
"Unknown","Chattooga","6","0","0"
"Female","Cherokee","4672","56","295"
"Male","Cherokee","4271","56","300"
"Unknown","Cherokee","75","0","2"
"Female","Clarke","3676","23","134"
"Male","Clarke","2902","31","138"
"Unknown","Clarke","40","0","2"
"Female","Clay","76","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","5440","103","405"
"Male","Clayton","4202","92","356"
"Unknown","Clayton","95","0","1"
"Female","Clinch","249","2","15"
"Male","Clinch","236","11","21"
"Unknown","Clinch","4","0","0"
"Female","Cobb","13785","239","1075"
"Male","Cobb","12146","253","1069"
"Unknown","Cobb","171","0","5"
"Female","Coffee","1363","34","208"
"Male","Coffee","1221","38","169"
"Unknown","Coffee","20","0","0"
"Female","Colquitt","1120","17","94"
"Male","Colquitt","1080","24","83"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2815","34","104"
"Male","Columbia","2504","37","119"
"Unknown","Columbia","20","0","2"
"Female","Cook","432","6","35"
"Male","Cook","320","11","32"
"Unknown","Cook","6","0","0"
"Female","Coweta","1866","30","86"
"Male","Coweta","1720","38","89"
"Unknown","Coweta","15","0","0"
"Female","Crawford","127","4","18"
"Male","Crawford","89","2","8"
"Unknown","Crawford","7","0","2"
"Female","Crisp","391","9","51"
"Male","Crisp","322","17","40"
"Unknown","Crisp","5","0","0"
"Female","Dade","255","6","13"
"Male","Dade","229","1","14"
"Unknown","Dade","8","0","0"
"Female","Dawson","565","2","41"
"Male","Dawson","538","9","59"
"Unknown","Dawson","6","0","0"
"Female","DeKalb","13743","194","1357"
"Male","DeKalb","11633","241","1220"
"Unknown","DeKalb","340","0","11"
"Female","Decatur","744","23","58"
"Male","Decatur","625","18","48"
"Unknown","Decatur","12","0","0"
"Female","Dodge","385","21","33"
"Male","Dodge","302","16","30"
"Unknown","Dodge","26","0","0"
"Female","Dooly","222","8","30"
"Male","Dooly","200","10","29"
"Unknown","Dooly","2","0","0"
"Female","Dougherty","2073","111","413"
"Male","Dougherty","1331","87","276"
"Unknown","Dougherty","23","0","0"
"Female","Douglas","2746","36","274"
"Male","Douglas","2150","46","235"
"Unknown","Douglas","28","0","1"
"Female","Early","382","21","27"
"Male","Early","226","15","18"
"Unknown","Early","4","0","0"
"Female","Echols","85","0","2"
"Male","Echols","172","2","8"
"Unknown","Echols","2","0","0"
"Female","Effingham","1077","14","65"
"Male","Effingham","984","18","64"
"Unknown","Effingham","15","0","0"
"Female","Elbert","551","9","53"
"Male","Elbert","367","9","25"
"Unknown","Elbert","2","0","0"
"Female","Emanuel","745","26","59"
"Male","Emanuel","525","17","35"
"Unknown","Emanuel","6","0","0"
"Female","Evans","289","3","35"
"Male","Evans","213","5","12"
"Unknown","Evans","19","0","0"
"Female","Fannin","535","16","38"
"Male","Fannin","434","14","46"
"Unknown","Fannin","9","0","0"
"Female","Fayette","1395","26","68"
"Male","Fayette","1222","35","82"
"Unknown","Fayette","12","0","0"
"Female","Floyd","2680","33","183"
"Male","Floyd","2279","44","209"
"Unknown","Floyd","42","0","5"
"Female","Forsyth","3091","23","183"
"Male","Forsyth","2911","38","244"
"Unknown","Forsyth","66","0","0"
"Female","Franklin","686","6","48"
"Male","Franklin","476","13","37"
"Unknown","Franklin","6","0","0"
"Female","Fulton","19061","312","1442"
"Male","Fulton","17392","349","1423"
"Unknown","Fulton","515","0","3"
"Female","Gilmer","649","12","59"
