"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1300","13"
"Hispanic/Latino","American Indian/Alaska Native","55","0"
"Hispanic/Latino","Asian","130","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","111","0"
"Hispanic/Latino","Other","18058","184"
"Hispanic/Latino","Unknown","7236","5"
"Hispanic/Latino","White","24747","334"
"Non-Hispanic/Latino","African-American/Black","99469","3401"
"Non-Hispanic/Latino","American Indian/Alaska Native","176","10"
"Non-Hispanic/Latino","Asian","6120","155"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","284","7"
"Non-Hispanic/Latino","Other","4644","14"
"Non-Hispanic/Latino","Unknown","3147","8"
"Non-Hispanic/Latino","White","133713","4558"
"Unknown","African-American/Black","15339","12"
"Unknown","American Indian/Alaska Native","87","0"
"Unknown","Asian","1774","0"
"Unknown","Native Hawaiian/Pacific Islander","101","0"
"Unknown","Other","5684","5"
"Unknown","Unknown","72577","25"
"Unknown","White","21551","15"
