"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","685177","11979","45730"
"Male","Georgia","590249","13720","43522"
"Unknown","Georgia","9839","14","195"
"Female","Appling","1534","45","125"
"Male","Appling","1253","52","118"
"Unknown","Appling","18","0","0"
"Female","Atkinson","645","12","88"
"Male","Atkinson","538","20","91"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","871","21","72"
"Male","Bacon","1082","30","84"
"Unknown","Bacon","4","0","1"
"Female","Baker","133","5","21"
"Male","Baker","110","8","23"
"Female","Baldwin","2944","57","170"
"Male","Baldwin","2341","113","224"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1324","31","156"
"Male","Banks","1124","28","127"
"Unknown","Banks","14","1","1"
"Female","Barrow","7096","91","465"
"Male","Barrow","6149","102","410"
"Unknown","Barrow","53","0","1"
"Female","Bartow","8235","143","499"
"Male","Bartow","7347","175","542"
"Unknown","Bartow","119","0","2"
"Female","Ben Hill","1074","30","97"
"Male","Ben Hill","793","41","84"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","843","27","54"
"Male","Berrien","703","23","42"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11536","305","1300"
"Male","Bibb","8717","282","1078"
"Unknown","Bibb","156","0","3"
"Female","Bleckley","622","22","34"
"Male","Bleckley","475","18","28"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","1017","35","86"
"Male","Brantley","878","40","76"
"Unknown","Brantley","7","0","0"
"Female","Brooks","789","21","72"
"Male","Brooks","605","33","62"
"Unknown","Brooks","5","0","0"
"Female","Bryan","2429","25","147"
"Male","Bryan","2229","40","181"
"Unknown","Bryan","2","0","0"
"Female","Bulloch","4477","57","175"
"Male","Bulloch","3479","42","142"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1280","25","104"
"Male","Burke","1019","23","89"
"Unknown","Burke","15","0","1"
"Female","Butts","1646","54","89"
"Male","Butts","1734","59","110"
"Unknown","Butts","33","0","1"
"Female","Calhoun","315","14","42"
"Male","Calhoun","297","7","48"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3198","40","121"
"Male","Camden","2876","40","103"
"Unknown","Camden","4","0","0"
"Female","Candler","604","17","49"
"Male","Candler","506","32","34"
"Female","Carroll","5338","73","186"
"Male","Carroll","4788","86","205"
"Unknown","Carroll","42","0","1"
"Female","Catoosa","4535","51","159"
"Male","Catoosa","3969","46","153"
"Unknown","Catoosa","83","0","3"
"Female","Charlton","668","17","57"
"Male","Charlton","1071","26","51"
"Unknown","Charlton","4","0","0"
"Female","Chatham","18245","302","1378"
"Male","Chatham","15209","363","1305"
"Unknown","Chatham","12","0","0"
"Female","Chattahoochee","371","2","15"
"Male","Chattahoochee","4968","13","27"
"Unknown","Chattahoochee","17","0","0"
