"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5268","35"
"Hispanic/Latino","American Indian/Alaska Native","279","2"
"Hispanic/Latino","Asian","534","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","365","4"
"Hispanic/Latino","Other","46248","454"
"Hispanic/Latino","Unknown","22697","8"
"Hispanic/Latino","White","62102","774"
"Non-Hispanic/Latino","African-American/Black","345047","8566"
"Non-Hispanic/Latino","American Indian/Alaska Native","617","25"
"Non-Hispanic/Latino","Asian","24862","432"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","978","15"
"Non-Hispanic/Latino","Other","21249","264"
"Non-Hispanic/Latino","Unknown","10614","10"
"Non-Hispanic/Latino","White","502059","14954"
"Unknown","African-American/Black","28090","29"
"Unknown","American Indian/Alaska Native","230","0"
"Unknown","Asian","5164","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28455","8"
"Unknown","Unknown","137087","81"
"Unknown","White","43104","47"
