county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,370,15,49,1993.43
Atkinson,205,2,26,2460.98
Bacon,314,5,25,2753.42
Baker,44,3,12,1412.07
Baldwin,681,35,81,1532.82
Banks,160,3,25,800.72
Barrow,660,27,129,764.04
Bartow,1013,44,165,914.5
Ben Hill,232,1,16,1393.81
Berrien,183,0,9,949.37
Bibb,1895,43,329,1245.48
Bleckley,91,1,8,708.83
Brantley,147,3,8,765.55
Brooks,234,11,24,1487.89
Bryan,280,5,34,715.44
Bulloch,684,6,45,860.73
Burke,215,7,37,962.31
Butts,349,35,32,1386.35
Calhoun,167,6,35,2643.66
Camden,305,2,12,565.61
Candler,99,0,5,913.54
Carroll,1108,40,119,922.42
Catoosa,364,8,28,529.29
Charlton,132,2,12,996.15
Chatham,2816,39,292,963.8
Chattahoochee,484,1,8,4502.74
Chattooga,81,2,5,327.06
Cherokee,1828,48,209,685.63
Clarke,1007,15,73,775.93
Clay,63,2,5,2206.65
Clayton,2984,82,312,978.88
Clinch,123,3,11,1847.96
Cobb,7388,256,1012,934.49
Coffee,954,17,130,2216.44
Colquitt,1278,20,95,2815.41
Columbia,980,12,75,617.79
Cook,249,4,25,1428
Coweta,914,16,65,601.31
Crawford,56,0,7,457.97
Crisp,312,13,46,1399.79
Dade,79,1,5,488.8
Dawson,184,3,28,680.95
DeKalb,8784,183,1120,1107.48
Decatur,324,8,33,1230.91
Dodge,146,2,12,716.21
Dooly,224,13,44,1671.64
Dougherty,2182,156,477,2427.01
Douglas,1499,40,237,986.79
Early,313,31,29,3084.96
Echols,199,0,6,5013.86
Effingham,354,1,29,552.9
Elbert,191,0,11,1008.18
Emanuel,218,3,17,961.88
Evans,65,0,5,608.22
Fannin,133,1,12,505.32
Fayette,549,19,49,467.06
Floyd,755,15,60,755.63
Forsyth,1223,15,134,484.34
Franklin,270,1,17,1157.36
Fulton,11354,327,1280,1032.95
Gilmer,262,2,26,833.94
Glascock,15,0,0,495.87
Glynn,1622,10,84,1885.02
Gordon,563,18,45,969.87
Grady,257,4,40,1047.27
Greene,123,10,21,657.16
Gwinnett,11882,187,1382,1223.5
Habersham,785,41,111,1713.97
Hall,3928,65,515,1903.57
Hancock,236,33,39,2880.51
Haralson,114,5,17,371.07
Harris,465,13,49,1339.59
Hart,121,0,8,463.48
Heard,85,3,8,687.15
Henry,1851,34,124,771.68
Houston,1017,31,161,647.61
Irwin,107,1,15,1134.32
Jackson,548,12,63,733.6
Jasper,89,1,8,626.8
Jeff Davis,171,3,13,1128.86
Jefferson,229,2,23,1495.46
Jenkins,144,13,31,1679.1
Johnson,132,2,20,1366.32
Jones,147,0,8,514.15
Lamar,152,6,16,785.65
Lanier,168,3,11,1623.03
Laurens,384,1,32,811.91
Lee,432,22,73,1441.39
Liberty,281,2,26,453.93
Lincoln,69,2,10,849.23
Long,73,1,2,366.56
Lowndes,1955,19,108,1658.49
Lumpkin,182,4,36,538.43
Macon,140,10,36,1077.92
Madison,184,4,21,609.74
Marion,101,3,13,1217.89
McDuffie,165,8,35,763.99
McIntosh,85,1,4,583.51
Meriwether,259,3,27,1232.16
Miller,61,0,3,1058.29
Mitchell,501,41,107,2271.49
Monroe,240,20,32,865.58
Montgomery,63,0,8,683
Morgan,88,0,8,459.82
Murray,313,2,23,777.43
Muscogee,2976,63,306,1553.03
Newton,975,15,121,867.79
Non-Georgia Resident,9384,58,271,0
Oconee,252,13,33,603.78
Oglethorpe,111,7,19,728.35
Paulding,892,16,100,516.98
Peach,159,10,34,580.82
Pickens,122,5,16,363.85
Pierce,269,5,32,1376.31
Pike,119,3,13,630.97
Polk,334,1,19,768.13
Pulaski,61,2,8,559.99
Putnam,225,12,24,1028.1
Quitman,22,1,5,959.02
Rabun,86,3,16,506.3
Randolph,212,25,37,3138.88
Richmond,1830,62,268,904.87
Rockdale,743,11,121,782.43
Schley,34,1,7,644.55
Screven,121,8,21,870.5
Seminole,57,2,8,700.25
Spalding,590,33,82,853.71
Stephens,333,6,39,1264.81
Stewart,225,3,49,3671.07
Sumter,637,51,155,2166.74
Talbot,96,3,15,1558.95
Taliaferro,6,0,0,367.65
Tattnall,206,0,13,810.67
Taylor,39,2,12,490.07
Telfair,188,3,16,1201.74
Terrell,249,28,60,2940.83
Thomas,609,33,91,1370.66
Tift,999,28,124,2446.73
Toombs,342,5,28,1267.46
Towns,70,1,11,581.69
Treutlen,52,2,11,761.46
Troup,1767,38,185,2509.44
Turner,190,18,35,2352.65
Twiggs,45,1,11,556.52
Union,120,4,29,473.65
Unknown,1571,2,39,0
Upson,393,45,49,1495.6
Walker,384,12,19,551.64
Walton,574,29,71,599.08
Ware,703,17,77,1960.78
Warren,34,0,14,652.59
Washington,198,1,15,975.27
Wayne,192,0,18,640.56
Webster,33,2,7,1294.12
Wheeler,62,0,2,783.92
White,180,5,33,566.79
Whitfield,1869,15,85,1785.58
Wilcox,138,15,20,1569.97
Wilkes,122,3,19,1218.29
Wilkinson,122,9,32,1367.87
Worth,357,22,58,1772.42
