county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,402,15,51,2165.83
Atkinson,223,2,28,2677.07
Bacon,327,5,27,2867.41
Baker,45,3,12,1444.16
Baldwin,721,35,84,1622.85
Banks,177,3,28,885.8
Barrow,725,29,137,839.29
Bartow,1110,46,170,1002.07
Ben Hill,259,1,20,1556.02
Berrien,194,0,9,1006.43
Bibb,2077,43,361,1365.1
Bleckley,102,1,8,794.52
Brantley,166,3,8,864.49
Brooks,255,12,26,1621.42
Bryan,328,5,38,838.08
Bulloch,751,7,59,945.05
Burke,247,7,42,1105.54
Butts,358,35,32,1422.1
Calhoun,173,6,35,2738.64
Camden,337,2,12,624.95
Candler,125,0,6,1153.46
Carroll,1260,40,120,1048.96
Catoosa,385,8,28,559.83
Charlton,171,2,12,1290.47
Chatham,3106,39,320,1063.06
Chattahoochee,493,1,9,4586.47
Chattooga,89,2,5,359.36
Cherokee,2014,48,222,755.39
Clarke,1140,15,77,878.42
Clay,65,2,5,2276.71
Clayton,3236,85,337,1061.55
Clinch,125,4,11,1878
Cobb,7972,260,1061,1008.36
Coffee,1006,18,141,2337.25
Colquitt,1331,20,97,2932.17
Columbia,1123,14,87,707.93
Cook,278,4,28,1594.31
Coweta,963,16,69,633.55
Crawford,66,0,7,539.74
Crisp,326,13,48,1462.6
Dade,84,1,5,519.74
Dawson,194,3,28,717.96
DeKalb,9308,187,1192,1173.54
Decatur,346,8,36,1314.49
Dodge,165,2,15,809.42
Dooly,222,13,45,1656.72
Dougherty,2243,157,483,2494.86
Douglas,1632,41,245,1074.35
Early,326,31,29,3213.09
Echols,205,0,6,5165.03
Effingham,380,1,33,593.51
Elbert,224,0,11,1182.37
Emanuel,237,3,19,1045.71
Evans,80,0,6,748.57
Fannin,168,2,13,638.3
Fayette,612,20,54,520.66
Floyd,829,15,61,829.7
Forsyth,1312,16,141,519.59
Franklin,281,2,19,1204.51
Fulton,12584,335,1385,1144.85
Gilmer,326,2,26,1037.65
Glascock,17,0,1,561.98
Glynn,1734,10,103,2015.18
Gordon,653,19,49,1124.91
Grady,276,4,44,1124.69
Greene,156,10,21,833.47
Gwinnett,12897,195,1499,1328.02
Habersham,836,41,117,1825.33
Hall,4242,65,550,2055.74
Hancock,240,33,39,2929.33
Haralson,128,5,18,416.64
Harris,485,13,52,1397.21
Hart,136,0,12,520.93
Heard,93,3,9,751.82
Henry,2027,34,126,845.06
Houston,1161,33,177,739.31
Irwin,109,1,15,1155.52
Jackson,590,12,66,789.83
Jasper,101,1,8,711.32
Jeff Davis,196,3,14,1293.9
Jefferson,263,3,33,1717.49
Jenkins,182,14,34,2122.2
Johnson,146,2,23,1511.23
Jones,156,1,9,545.63
Lamar,159,7,19,821.83
Lanier,175,3,11,1690.66
Laurens,447,1,35,945.11
Lee,441,22,74,1471.42
Liberty,329,2,29,531.47
Lincoln,83,2,12,1021.54
Long,81,1,3,406.73
Lowndes,2093,19,109,1775.56
Lumpkin,193,4,37,570.97
Macon,150,10,36,1154.91
Madison,209,4,21,692.58
Marion,108,3,13,1302.3
McDuffie,182,8,37,842.71
McIntosh,95,1,6,652.16
Meriwether,277,4,33,1317.79
Miller,65,0,3,1127.69
Mitchell,515,41,111,2334.97
Monroe,283,20,34,1020.67
Montgomery,68,0,9,737.21
Morgan,100,0,8,522.52
Murray,347,2,23,861.88
Muscogee,3196,64,347,1667.83
Newton,1098,19,141,977.27
Non-Georgia Resident,10916,61,296,0
Oconee,268,14,36,642.12
Oglethorpe,131,7,19,859.58
Paulding,966,16,107,559.86
Peach,184,10,37,672.15
Pickens,138,5,19,411.57
Pierce,298,5,35,1524.69
Pike,135,3,13,715.8
Polk,399,1,20,917.62
Pulaski,63,2,8,578.35
Putnam,254,13,27,1160.61
Quitman,24,1,5,1046.21
Rabun,108,3,19,635.82
Randolph,222,25,38,3286.94
Richmond,2096,62,283,1036.39
Rockdale,803,11,132,845.62
Schley,31,1,7,587.68
Screven,132,8,22,949.64
Seminole,64,2,9,786.24
Spalding,629,33,85,910.14
Stephens,383,6,42,1454.73
Stewart,231,4,49,3768.97
Sumter,657,52,156,2234.77
Talbot,102,3,16,1656.38
Taliaferro,2,0,0,122.55
Tattnall,235,0,16,924.8
Taylor,49,2,12,615.73
Telfair,200,3,16,1278.45
Terrell,260,29,61,3070.75
Thomas,673,33,93,1514.71
Tift,1093,29,140,2676.95
Toombs,372,5,30,1378.65
Towns,78,1,12,648.16
Treutlen,53,2,11,776.1
Troup,1841,44,201,2614.54
Turner,211,18,36,2612.68
Twiggs,51,1,12,630.72
Union,134,4,29,528.91
Unknown,1303,1,33,0
Upson,407,45,50,1548.88
Walker,402,14,19,577.5
Walton,613,31,76,639.78
Ware,788,17,90,2197.86
Warren,40,0,16,767.75
Washington,215,1,15,1059.01
Wayne,242,0,27,807.37
Webster,35,2,7,1372.55
Wheeler,71,0,2,897.71
White,204,5,36,642.36
Whitfield,2070,19,96,1977.61
Wilcox,146,15,22,1660.98
Wilkes,136,3,20,1358.1
Wilkinson,127,9,32,1423.93
Worth,371,22,58,1841.92
