"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2970","21"
"Hispanic/Latino","American Indian/Alaska Native","147","0"
"Hispanic/Latino","Asian","310","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","201","2"
"Hispanic/Latino","Other","32925","334"
"Hispanic/Latino","Unknown","14305","16"
"Hispanic/Latino","White","43628","577"
"Non-Hispanic/Latino","African-American/Black","215564","6066"
"Non-Hispanic/Latino","American Indian/Alaska Native","382","11"
"Non-Hispanic/Latino","Asian","16361","342"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","661","11"
"Non-Hispanic/Latino","Other","11369","60"
"Non-Hispanic/Latino","Unknown","7208","45"
"Non-Hispanic/Latino","White","315328","10035"
"Unknown","African-American/Black","25137","35"
"Unknown","American Indian/Alaska Native","159","0"
"Unknown","Asian","3694","2"
"Unknown","Native Hawaiian/Pacific Islander","173","0"
"Unknown","Other","26583","26"
"Unknown","Unknown","131070","60"
"Unknown","White","38548","57"
