"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1735","US-13001","13","1","18561","144","51","9347.56","274.77","484.89","90","328","4"
"Atkinson","749","US-13003","13","3","8330","110","15","8991.6","180.07","240.1","20","204","0"
"Bacon","1010","US-13005","13","5","11404","73","26","8856.54","227.99","315.68","36","323","6"
"Baker","153","US-13007","13","7","3116","31","6","4910.14","192.55","160.46","5","59","0"
"Baldwin","3570","US-13009","13","9","44428","281","92","8035.47","207.08","463.67","206","518","4"
"Banks","1489","US-13011","13","11","19982","171","28","7451.71","140.13","355.32","71","114","1"
"Barrow","7538","US-13013","13","13","86383","505","103","8726.25","119.24","674.9","583","809","1"
"Bartow","9376","US-13015","13","15","110771","621","164","8464.31","148.05","622","689","2400","13"
"Ben Hill","1439","US-13017","13","17","16645","143","50","8645.24","300.39","252.33","42","540","17"
"Berrien","975","US-13019","13","19","19276","64","26","5058.1","134.88","233.45","45","613","11"
"Bibb","12130","US-13021","13","21","152150","1509","315","7972.4","207.03","442.98","674","1680","30"
"Bleckley","762","US-13023","13","23","12838","45","32","5935.5","249.26","218.1","28","592","11"
"Brantley","825","US-13025","13","25","19202","62","23","4296.43","119.78","229.14","44","611","3"
"Brooks","875","US-13027","13","27","15727","82","35","5563.68","222.55","120.81","19","335","5"
"Bryan","2270","US-13029","13","29","39137","147","24","5800.14","61.32","434.37","170","559","3"
"Bulloch","4770","US-13031","13","31","79467","188","47","6002.49","59.14","435.4","346","1251","35"
"Burke","1585","US-13033","13","33","22342","131","27","7094.26","120.85","438.64","98","655","17"
"Butts","1865","US-13035","13","35","25174","106","61","7408.44","242.31","591.88","149","617","3"
"Calhoun","424","US-13037","13","37","6317","67","13","6712.05","205.79","474.91","30","113","0"
"Camden","2890","US-13039","13","39","53924","112","24","5359.39","44.51","337.51","182","506","4"
"Candler","705","US-13043","13","43","10837","54","32","6505.49","295.28","92.28","10","172","17"
"Carroll","6685","US-13045","13","45","120119","277","115","5565.31","95.74","347.16","417","3317","69"
"Catoosa","4746","US-13047","13","47","68771","194","51","6901.16","74.16","597.64","411","349","3"
"Charlton","991","US-13049","13","49","13251","53","15","7478.68","113.2","279.22","37","273","8"
"Chatham","17198","US-13051","13","51","292176","1340","311","5886.18","106.44","497.99","1455","1883","15"
"Chattahoochee","2487","US-13053","13","53","10749","21","3","23137.04","27.91","2214.16","238","301","2"
"Chattooga","2003","US-13055","13","55","24766","141","53","8087.7","214","339.17","84","421","5"
"Cherokee","18714","US-13057","13","57","266617","1060","219","7019.06","82.14","565.98","1509","6442","8"
"Clarke","11468","US-13059","13","59","129779","407","98","8836.56","75.51","601.02","780","1984","4"
"Clay","176","US-13061","13","61","2855","9","3","6164.62","105.08","280.21","8","48","0"
"Clayton","19632","US-13063","13","63","304838","1135","323","6440.14","105.96","835.85","2548","1906","16"
"Clinch","684","US-13065","13","65","6656","62","21","10276.44","315.5","555.89","37","192","0"
"Cobb","52518","US-13067","13","67","790588","2630","737","6642.9","93.22","473.19","3741","12655","49"
"Coffee","4047","US-13069","13","69","43042","590","108","9402.44","250.92","387.99","167","955","25"
"Colquitt","3111","US-13071","13","71","45393","209","56","6853.48","123.37","530.92","241","1030","23"
"Columbia","10011","US-13073","13","73","158631","395","128","6310.87","80.69","433.71","688","4743","33"
"Cook","1108","US-13075","13","75","17437","103","33","6354.3","189.25","143.37","25","513","3"
"Coweta","7434","US-13077","13","77","152001","253","121","4890.76","79.6","400","608","4405","8"
"Crawford","482","US-13079","13","79","12228","58","11","3941.77","89.96","302.58","37","108","2"
"Crisp","1281","US-13081","13","81","22289","141","36","5747.23","161.51","453.14","101","580","17"
"Dade","1008","US-13083","13","83","16162","47","8","6236.85","49.5","470.24","76","140","1"
"Dawson","2436","US-13085","13","85","27021","210","29","9015.21","107.32","547.72","148","185","0"
"DeKalb","48509","US-13089","13","89","793154","3850","657","6115.96","82.83","410.01","3252","4631","49"
"Decatur","2003","US-13087","13","87","26322","131","48","7609.6","182.36","398.91","105","624","10"
"Dodge","1046","US-13091","13","91","20385","100","52","5131.22","255.09","142.26","29","963","37"
"Dooly","702","US-13093","13","93","13400","77","26","5238.81","194.03","261.19","35","249","8"
"Dougherty","5088","US-13095","13","95","89905","906","248","5659.31","275.85","302.54","272","1707","11"
"Douglas","10144","US-13097","13","97","151906","689","135","6677.81","88.87","649.09","986","2256","23"
"Early","936","US-13099","13","99","10146","65","40","9225.31","394.24","611.08","62","142","4"
"Echols","348","US-13101","13","101","3969","11","2","8767.95","50.39","201.56","8","87","4"
"Effingham","3271","US-13103","13","103","64026","207","49","5108.86","76.53","509.17","326","505","2"
"Elbert","1433","US-13105","13","105","18945","110","38","7564","200.58","369.49","70","699","11"
"Emanuel","1654","US-13107","13","107","22664","113","51","7297.92","225.03","189.73","43","710","24"
"Evans","691","US-13109","13","109","10687","65","11","6465.8","102.93","290.07","31","169","7"
"Fannin","1857","US-13111","13","111","26320","153","48","7055.47","182.37","505.32","133","182","9"
"Fayette","5487","US-13113","13","113","117544","205","108","4668.04","91.88","476.42","560","1721","8"
"Floyd","8837","US-13115","13","115","99916","711","142","8844.43","142.12","492.41","492","1432","28"
"Forsyth","14975","US-13117","13","117","252507","837","123","5930.53","48.71","513.65","1297","2575","5"
"Franklin","2178","US-13119","13","119","23329","137","33","9336.02","141.45","510.09","119","239","5"
"Fulton","70453","US-13121","13","121","1099181","3880","944","6409.59","85.88","442.78","4867","9698","61"
"Gilmer","2265","US-13123","13","123","31417","180","50","7209.47","159.15","658.88","207","375","6"
"Glascock","137","US-13125","13","125","3025","19","5","4528.93","165.29","495.87","15","102","8"
"Glynn","6022","US-13127","13","127","86047","405","137","6998.5","159.22","556.67","479","1091","15"
"Gordon","5421","US-13129","13","129","58049","261","83","9338.66","142.98","606.38","352","1217","7"
"Grady","1435","US-13131","13","131","24540","152","41","5847.6","167.07","277.1","68","479","7"
"Greene","1340","US-13133","13","133","18717","106","38","7159.27","203.02","544.96","102","260","3"
"Gwinnett","76296","US-13135","13","135","971145","4665","772","7856.29","79.49","556.66","5406","10294","51"
"Habersham","4437","US-13137","13","137","45800","441","124","9687.77","270.74","408.3","187","185","4"
"Hall","23081","US-13139","13","139","206349","2123","332","11185.42","160.89","509.82","1052","1454","16"
"Hancock","769","US-13141","13","141","8193","91","54","9386.06","659.1","329.55","27","69","1"
"Haralson","1538","US-13143","13","143","30722","56","29","5006.18","94.39","286.44","88","790","38"
"Harris","1868","US-13145","13","145","34712","132","42","5381.42","121","452.29","157","303","0"
"Hart","1585","US-13147","13","147","26107","107","32","6071.17","122.57","321.75","84","541","14"
"Heard","561","US-13149","13","149","12370","36","12","4535.17","97.01","355.7","44","194","3"
"Henry","16091","US-13151","13","151","239866","446","208","6708.33","86.72","547.81","1314","3919","19"
