"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","183039","3726","15791"
"Male","Georgia","157618","4035","14957"
"Unknown","Georgia","7102","5","201"
"Female","Appling","622","12","51"
"Male","Appling","521","24","51"
"Unknown","Appling","13","0","0"
"Female","Atkinson","252","3","31"
"Male","Atkinson","224","2","31"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","321","6","18"
"Male","Bacon","300","10","28"
"Unknown","Bacon","10","0","1"
"Female","Baker","44","2","8"
"Male","Baker","46","4","12"
"Female","Baldwin","1248","14","74"
"Male","Baldwin","1015","49","102"
"Unknown","Baldwin","22","0","2"
"Female","Banks","310","3","39"
"Male","Banks","233","5","33"
"Unknown","Banks","6","0","0"
"Female","Barrow","1395","30","146"
"Male","Barrow","1132","20","114"
"Unknown","Barrow","21","0","1"
"Female","Bartow","1840","44","147"
"Male","Bartow","1619","50","181"
"Unknown","Bartow","52","0","2"
"Female","Ben Hill","517","13","49"
"Male","Ben Hill","349","21","43"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","271","6","15"
"Male","Berrien","206","6","10"
"Unknown","Berrien","8","0","0"
"Female","Bibb","3702","107","489"
"Male","Bibb","2781","87","413"
"Unknown","Bibb","67","0","1"
"Female","Bleckley","300","14","15"
"Male","Bleckley","201","10","18"
"Unknown","Bleckley","9","0","0"
"Female","Brantley","247","7","21"
"Male","Brantley","172","6","17"
"Unknown","Brantley","2","0","0"
"Female","Brooks","299","6","27"
"Male","Brooks","239","21","28"
"Unknown","Brooks","13","0","0"
"Female","Bryan","679","7","41"
"Male","Bryan","583","7","51"
"Unknown","Bryan","20","0","0"
"Female","Bulloch","1737","21","80"
"Male","Bulloch","1276","12","61"
"Unknown","Bulloch","41","0","0"
"Female","Burke","477","7","48"
"Male","Burke","395","5","42"
"Unknown","Burke","5","0","1"
"Female","Butts","342","20","23"
"Male","Butts","353","24","30"
"Unknown","Butts","39","0","2"
"Female","Calhoun","134","7","22"
"Male","Calhoun","130","2","26"
"Unknown","Calhoun","1","0","0"
"Female","Camden","723","8","38"
"Male","Camden","665","10","32"
"Unknown","Camden","10","0","0"
"Female","Candler","289","9","17"
"Male","Candler","239","15","18"
"Unknown","Candler","2","0","0"
"Female","Carroll","1719","36","86"
"Male","Carroll","1543","39","90"
"Unknown","Carroll","35","0","2"
"Female","Catoosa","716","13","55"
"Male","Catoosa","623","8","28"
"Unknown","Catoosa","38","0","0"
"Female","Charlton","220","4","13"
"Male","Charlton","419","6","14"
"Unknown","Charlton","5","0","0"
"Female","Chatham","5115","85","433"
"Male","Chatham","4007","101","389"
"Unknown","Chatham","158","0","3"
"Female","Chattahoochee","109","1","5"
"Male","Chattahoochee","1620","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","487","12","24"
"Male","Chattooga","407","17","39"
"Unknown","Chattooga","16","0","2"
"Female","Cherokee","3636","49","258"
"Male","Cherokee","3222","51","264"
"Unknown","Cherokee","92","0","3"
"Female","Clarke","3089","19","119"
"Male","Clarke","2521","28","119"
"Unknown","Clarke","46","0","2"
"Female","Clay","75","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","4444","93","363"
"Male","Clayton","3477","82","320"
"Unknown","Clayton","116","0","4"
"Female","Clinch","225","2","14"
"Male","Clinch","209","10","17"
"Unknown","Clinch","3","0","0"
"Female","Cobb","11383","219","992"
"Male","Cobb","9945","233","961"
"Unknown","Cobb","235","0","6"
"Female","Coffee","1129","29","179"
"Male","Coffee","1082","31","145"
"Unknown","Coffee","19","0","0"
"Female","Colquitt","1065","17","85"
"Male","Colquitt","1028","22","80"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2233","32","89"
"Male","Columbia","2027","32","106"
"Unknown","Columbia","23","0","2"
"Female","Cook","335","6","34"
"Male","Cook","241","10","27"
"Unknown","Cook","5","0","0"
"Female","Coweta","1566","29","73"
"Male","Coweta","1336","34","72"
"Unknown","Coweta","13","0","0"
"Female","Crawford","106","4","19"
"Male","Crawford","78","2","7"
"Unknown","Crawford","9","0","3"
"Female","Crisp","352","7","47"
"Male","Crisp","278","16","36"
"Unknown","Crisp","7","0","0"
"Female","Dade","174","4","10"
"Male","Dade","158","1","12"
"Unknown","Dade","7","0","0"
"Female","Dawson","447","2","35"
"Male","Dawson","445","9","51"
"Unknown","Dawson","11","0","0"
"Female","DeKalb","11069","175","1196"
"Male","DeKalb","9320","222","1094"
"Unknown","DeKalb","380","0","9"
"Female","Decatur","678","18","54"
"Male","Decatur","582","16","46"
"Unknown","Decatur","18","0","0"
"Female","Dodge","330","8","27"
"Male","Dodge","246","7","25"
"Unknown","Dodge","7","0","0"
"Female","Dooly","185","7","26"
"Male","Dooly","181","10","29"
"Unknown","Dooly","2","0","0"
"Female","Dougherty","1985","107","409"
"Male","Dougherty","1271","84","262"
"Unknown","Dougherty","33","0","0"
"Female","Douglas","2223","33","247"
"Male","Douglas","1764","39","214"
"Unknown","Douglas","52","0","2"
"Female","Early","337","20","26"
"Male","Early","202","15","17"
"Unknown","Early","6","0","0"
"Female","Echols","78","0","2"
"Male","Echols","164","2","7"
"Unknown","Echols","2","0","0"
"Female","Effingham","908","12","56"
