"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1014","12"
"Hispanic/Latino","American Indian/Alaska Native","50","0"
"Hispanic/Latino","Asian","97","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","104","0"
"Hispanic/Latino","Other","15817","169"
"Hispanic/Latino","Unknown","6325","8"
"Hispanic/Latino","White","21233","274"
"Non-Hispanic/Latino","African-American/Black","80314","3110"
"Non-Hispanic/Latino","American Indian/Alaska Native","132","8"
"Non-Hispanic/Latino","Asian","4585","139"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","239","6"
"Non-Hispanic/Latino","Other","4082","14"
"Non-Hispanic/Latino","Unknown","3184","19"
"Non-Hispanic/Latino","White","100683","3928"
"Unknown","African-American/Black","13169","12"
"Unknown","American Indian/Alaska Native","51","0"
"Unknown","Asian","1310","0"
"Unknown","Native Hawaiian/Pacific Islander","87","0"
"Unknown","Other","4995","3"
"Unknown","Unknown","72856","53"
"Unknown","White","17432","11"
