"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5521","35"
"Hispanic/Latino","American Indian/Alaska Native","277","2"
"Hispanic/Latino","Asian","562","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","377","4"
"Hispanic/Latino","Other","47116","441"
"Hispanic/Latino","Unknown","23845","8"
"Hispanic/Latino","White","63837","806"
"Non-Hispanic/Latino","African-American/Black","353964","8722"
"Non-Hispanic/Latino","American Indian/Alaska Native","634","22"
"Non-Hispanic/Latino","Asian","25804","437"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","999","16"
"Non-Hispanic/Latino","Other","21566","92"
"Non-Hispanic/Latino","Unknown","9867","12"
"Non-Hispanic/Latino","White","515423","15264"
"Unknown","African-American/Black","26379","14"
"Unknown","American Indian/Alaska Native","210","0"
"Unknown","Asian","4965","2"
"Unknown","Native Hawaiian/Pacific Islander","210","0"
"Unknown","Other","27680","7"
"Unknown","Unknown","133607","76"
"Unknown","White","40706","44"
