"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","695155","12119","46661"
"Male","Georgia","598861","13884","44441"
"Unknown","Georgia","9533","4","190"
"Female","Appling","1536","45","126"
"Male","Appling","1260","52","118"
"Unknown","Appling","15","0","0"
"Female","Atkinson","647","12","91"
"Male","Atkinson","545","20","92"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","881","21","76"
"Male","Bacon","1094","31","88"
"Unknown","Bacon","4","0","1"
"Female","Baker","133","5","21"
"Male","Baker","110","8","23"
"Female","Baldwin","2953","58","170"
"Male","Baldwin","2350","114","228"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1349","32","160"
"Male","Banks","1139","31","131"
"Unknown","Banks","12","0","0"
"Female","Barrow","7213","93","471"
"Male","Barrow","6236","102","417"
"Unknown","Barrow","55","0","1"
"Female","Bartow","8332","144","513"
"Male","Bartow","7436","177","547"
"Unknown","Bartow","115","0","2"
"Female","Ben Hill","1075","30","97"
"Male","Ben Hill","797","41","84"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","847","27","54"
"Male","Berrien","706","24","42"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11629","307","1313"
"Male","Bibb","8786","285","1097"
"Unknown","Bibb","128","0","2"
"Female","Bleckley","626","22","34"
"Male","Bleckley","476","18","29"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","1022","35","89"
"Male","Brantley","880","41","76"
"Unknown","Brantley","7","0","0"
"Female","Brooks","795","21","72"
"Male","Brooks","610","33","63"
"Unknown","Brooks","4","0","0"
"Female","Bryan","2452","25","150"
"Male","Bryan","2244","40","184"
"Female","Bulloch","4502","57","179"
"Male","Bulloch","3505","43","146"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1287","25","106"
"Male","Burke","1023","24","92"
"Unknown","Burke","16","0","1"
"Female","Butts","1666","54","93"
"Male","Butts","1751","59","110"
"Unknown","Butts","36","0","1"
"Female","Calhoun","317","14","42"
"Male","Calhoun","298","7","49"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3224","40","122"
"Male","Camden","2910","40","103"
"Female","Candler","607","17","52"
"Male","Candler","507","33","36"
"Female","Carroll","5412","74","186"
"Male","Carroll","4862","88","205"
"Unknown","Carroll","40","0","2"
"Female","Catoosa","4623","52","165"
"Male","Catoosa","4037","46","159"
"Unknown","Catoosa","80","0","3"
"Female","Charlton","671","17","60"
"Male","Charlton","1077","26","51"
"Unknown","Charlton","4","0","0"
"Female","Chatham","18412","306","1387"
"Male","Chatham","15367","367","1312"
"Unknown","Chatham","4","0","0"
"Female","Chattahoochee","390","3","15"
"Male","Chattahoochee","5056","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2029","44","121"
"Male","Chattooga","1732","47","141"
"Unknown","Chattooga","14","0","0"
"Female","Cherokee","17087","191","964"
"Male","Cherokee","15262","268","1105"
"Unknown","Cherokee","88","0","2"
"Female","Clarke","9945","75","421"
"Male","Clarke","7859","104","394"
"Unknown","Clarke","56","0","2"
"Female","Clay","138","1","8"
"Male","Clay","95","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","20597","366","1268"
"Male","Clayton","15733","370","1070"
"Unknown","Clayton","167","0","1"
"Female","Clinch","514","15","44"
"Male","Clinch","498","19","42"
"Unknown","Clinch","2","0","0"
"Female","Cobb","47102","602","2146"
"Male","Cobb","40924","726","2178"
"Unknown","Cobb","376","0","6"
"Female","Coffee","3476","102","508"
"Male","Coffee","2883","92","406"
"Unknown","Coffee","29","0","0"
"Female","Colquitt","2898","57","173"
"Male","Colquitt","2684","78","181"
"Unknown","Colquitt","15","0","0"
"Female","Columbia","7928","105","342"
"Male","Columbia","7035","154","351"
"Unknown","Columbia","42","0","0"
"Female","Cook","945","24","69"
"Male","Cook","733","29","60"
"Unknown","Cook","4","0","0"
"Female","Coweta","6994","149","459"
"Male","Coweta","6374","203","450"
"Unknown","Coweta","40","0","0"
"Female","Crawford","452","18","55"
"Male","Crawford","381","22","56"
"Unknown","Crawford","3","0","0"
"Female","Crisp","1057","32","111"
"Male","Crisp","789","34","76"
"Unknown","Crisp","22","0","0"
"Female","Dade","980","10","34"
"Male","Dade","902","8","39"
"Unknown","Dade","18","0","0"
"Female","Dawson","2285","32","166"
"Male","Dawson","1991","43","188"
"Unknown","Dawson","27","0","0"
"Female","DeKalb","45192","599","3528"
"Male","DeKalb","37093","659","3093"
"Unknown","DeKalb","710","0","11"
"Female","Decatur","2003","35","126"
"Male","Decatur","1491","43","100"
"Unknown","Decatur","14","0","0"
"Female","Dodge","818","28","65"
"Male","Dodge","707","35","60"
"Unknown","Dodge","11","0","0"
"Female","Dooly","582","17","52"
"Male","Dooly","499","21","52"
"Unknown","Dooly","9","0","0"
"Female","Dougherty","5344","208","787"
"Male","Dougherty","3801","183","576"
"Unknown","Dougherty","50","0","2"
"Female","Douglas","9897","123","622"
"Male","Douglas","8171","130","530"
"Unknown","Douglas","62","0","2"
"Female","Early","913","30","67"
"Male","Early","634","23","38"
"Unknown","Early","7","0","0"
"Female","Echols","169","1","3"
"Male","Echols","244","4","12"
"Unknown","Echols","2","0","0"
"Female","Effingham","3770","65","254"
"Male","Effingham","3356","88","259"
"Female","Elbert","1209","35","118"
"Male","Elbert","871","36","71"
"Unknown","Elbert","9","0","3"
"Female","Emanuel","1530","43","110"
"Male","Emanuel","1161","30","64"
"Unknown","Emanuel","12","0","0"
"Female","Evans","631","16","68"
"Male","Evans","496","20","41"
"Unknown","Evans","2","0","0"
"Female","Fannin","1773","36","124"
"Male","Fannin","1536","59","152"
"Unknown","Fannin","6","0","0"
"Female","Fayette","5358","98","314"
"Male","Fayette","4867","124","350"
"Unknown","Fayette","42","0","0"
"Female","Floyd","8577","137","604"
"Male","Floyd","7272","182","626"
"Unknown","Floyd","101","0","2"
"Female","Forsyth","14076","113","593"
"Male","Forsyth","13291","169","719"
"Unknown","Forsyth","678","0","0"
"Female","Franklin","1849","26","119"
"Male","Franklin","1510","43","106"
"Unknown","Franklin","13","0","0"
"Female","Fulton","61796","812","4055"
"Male","Fulton","53828","891","3695"
"Unknown","Fulton","546","0","25"
"Female","Gilmer","1953","53","174"
