"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3553","26"
"Hispanic/Latino","American Indian/Alaska Native","159","0"
"Hispanic/Latino","Asian","370","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","246","2"
"Hispanic/Latino","Other","37330","350"
"Hispanic/Latino","Unknown","15698","6"
"Hispanic/Latino","White","50315","638"
"Non-Hispanic/Latino","African-American/Black","255503","6535"
"Non-Hispanic/Latino","American Indian/Alaska Native","432","15"
"Non-Hispanic/Latino","Asian","18902","376"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","765","11"
"Non-Hispanic/Latino","Other","13657","71"
"Non-Hispanic/Latino","Unknown","7054","10"
"Non-Hispanic/Latino","White","369773","10800"
"Unknown","African-American/Black","23087","13"
"Unknown","American Indian/Alaska Native","173","0"
"Unknown","Asian","4462","2"
"Unknown","Native Hawaiian/Pacific Islander","178","0"
"Unknown","Other","25038","7"
"Unknown","Unknown","109863","33"
"Unknown","White","35955","15"
