"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8043","37"
"Hispanic/Latino","American Indian/Alaska Native","521","2"
"Hispanic/Latino","Asian","867","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","562","4"
"Hispanic/Latino","Other","57432","458"
"Hispanic/Latino","Unknown","33681","15"
"Hispanic/Latino","White","79486","843"
"Non-Hispanic/Latino","African-American/Black","468088","8993"
"Non-Hispanic/Latino","American Indian/Alaska Native","1010","22"
"Non-Hispanic/Latino","Asian","36832","461"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1261","17"
"Non-Hispanic/Latino","Other","30841","122"
"Non-Hispanic/Latino","Unknown","15529","15"
"Non-Hispanic/Latino","White","634392","15897"
"Unknown","African-American/Black","39916","16"
"Unknown","American Indian/Alaska Native","679","0"
"Unknown","Asian","6488","3"
"Unknown","Native Hawaiian/Pacific Islander","359","0"
"Unknown","Other","35579","14"
"Unknown","Unknown","227295","89"
"Unknown","White","48108","26"
