"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","17","2","0","0","15",NA
"海南省","city","万宁","13","0","0","0","13",NA
"重庆市","city","万州区","118","8","0","4","106",NA
"重庆市","city","万盛经开区","1","0","0","0","1",NA
"海南省","city","三亚","54","1","0","1","52",NA
"福建省","city","三明","14","0","0","0","14",NA
"河南省","city","三门峡","7","0","0","1","6",NA
"江西省","city","上饶","123","1","0","0","122",NA
"天津市","city","东丽区","4","0","0","0","4",NA
"北京市","city","东城区","13","12","0","0","1",NA
"海南省","city","东方","3","0","0","1","2",NA
"广东省","city","东莞","99","10","0","1","88",NA
"重庆市","city","两江新区","17","2","0","0","15",NA
"浙江省","city","丽水","25","8","0","0","17",NA
"云南省","city","丽江","7","0","0","0","7",NA
"宁夏回族自治区","city","中卫","4","1","0","0","3",NA
"广东省","city","中山","66","4","0","0","62",NA
"北京市","city","丰台区","43","40","0","0","3",NA
"重庆市","city","丰都县","10","2","0","0","8",NA
"甘肃省","city","临夏","3","0","0","0","3",NA
"山西省","city","临汾","2","0","0","0","2",NA
"山东省","city","临沂","49","1","0","0","48",NA
"云南省","city","临沧","1","0","0","0","1",NA
"海南省","city","临高","6","0","0","0","6",NA
"辽宁省","city","丹东","11","4","0","0","7",NA
"内蒙古自治区","city","乌兰察布","3","1","0","0","2",NA
"内蒙古自治区","city","乌海市","2","0","0","0","2",NA
"新疆维吾尔自治区","city","乌鲁木齐","23","1","0","0","22",NA
"海南省","city","乐东","2","0","0","0","2",NA
"四川省","city","乐山","3","0","0","0","3",NA
"江西省","city","九江","118","10","0","0","108",NA
"重庆市","city","九龙坡区","21","2","0","1","18",NA
"重庆市","city","云阳县","25","1","0","0","24",NA
"安徽省","city","亳州","108","0","0","0","108",NA
"湖北省","city","仙桃","575","74","0","20","481",NA
"黑龙江省","city","伊春","1","0","0","0","1",NA
"新疆维吾尔自治区","city","伊犁州","18","0","0","0","18",NA
"广东省","city","佛山","84","14","0","0","70",NA
"黑龙江省","city","佳木斯","15","0","0","0","15",NA
"海南省","city","保亭","3","0","0","0","3",NA
"河北省","city","保定","32","0","0","0","32",NA
"云南省","city","保山","9","0","0","0","9",NA
"河南省","city","信阳","274","4","0","2","268",NA
"海南省","city","儋州","15","2","0","1","12",NA
"吉林省","city","公主岭","6","0","0","0","6",NA
"安徽省","city","六安","69","0","0","0","69",NA
"贵州省","city","六盘水","10","1","0","1","8",NA
"甘肃省","city","兰州","36","1","0","2","33",NA
"内蒙古自治区","city","兴安盟","1","0","0","0","1",NA
"新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"新疆维吾尔自治区","city","兵团第九师","4","1","0","1","2",NA
"新疆维吾尔自治区","city","兵团第八师石河子市","4","0","0","1","3",NA
"新疆维吾尔自治区","city","兵团第六师五家渠市","2","0","0","0","2",NA
"新疆维吾尔自治区","city","兵团第十二师","3","0","0","0","3",NA
"新疆维吾尔自治区","city","兵团第四师","10","0","0","1","9",NA
"四川省","city","内江","22","3","0","0","19",NA
"四川省","city","凉山州","13","1","0","0","12",NA
"内蒙古自治区","city","包头","11","3","0","0","8",NA
"广西壮族自治区","city","北海","44","5","0","1","38",NA
"天津市","city","北辰区","6","1","0","0","5",NA
"湖北省","city","十堰","672","137","0","7","528",NA
"江苏省","city","南京","93","10","0","0","83",NA
"四川省","city","南充","39","7","0","0","32",NA
"广西壮族自治区","city","南宁","55","1","0","0","54",NA
"重庆市","city","南岸区","15","4","0","0","11",NA
"福建省","city","南平","20","0","0","0","20",NA
"天津市","city","南开区","6","0","0","0","6",NA
"江西省","city","南昌","230","11","0","0","219",NA
"江苏省","city","南通","40","0","0","0","40",NA
"河南省","city","南阳","156","4","0","3","149",NA
"福建省","city","厦门","35","0","0","0","35",NA
"黑龙江省","city","双鸭山","52","9","0","3","40",NA
"浙江省","city","台州","146","17","0","0","129",NA
"重庆市","city","合川区","23","0","0","0","23",NA
"安徽省","city","合肥","174","8","0","1","165",NA
"江西省","city","吉安","22","2","0","0","20",NA
"吉林省","city","吉林市","5","0","0","0","5",NA
"新疆维吾尔自治区","city","吐鲁番市","3","1","0","0","2",NA
"山西省","city","吕梁","6","0","0","0","6",NA
"宁夏回族自治区","city","吴忠","28","1","0","0","27",NA
"河南省","city","周口","76","1","0","1","74",NA
"内蒙古自治区","city","呼伦贝尔","7","0","0","0","7",NA
"内蒙古自治区","city","呼和浩特","7","1","0","0","6",NA
"天津市","city","和平区","6","0","0","0","6",NA
"湖北省","city","咸宁","836","46","0","14","776",NA
"陕西省","city","咸阳","17","1","0","0","16",NA
"黑龙江省","city","哈尔滨","198","46","0","4","148",NA
"河北省","city","唐山","58","3","0","1","54",NA
"河南省","city","商丘","91","0","0","3","88",NA
"陕西省","city","商洛","7","1","0","0","6",NA
"浙江省","city","嘉兴","45","4","0","0","41",NA
"上海市","city","嘉定区","9","2","0","0","7",NA
"吉林省","city","四平市","15","0","0","1","14",NA
"宁夏回族自治区","city","固原","5","0","0","0","5",NA
"重庆市","city","垫江县","20","1","0","0","19",NA
"重庆市","city","城口县","2","0","0","0","2",NA
"上海市","city","境外输入人员","1","1","0","0","0",NA
"北京市","city","境外输入人员","8","8","0","0","0",NA
"甘肃省","city","境外输入人员","11","11","0","0","0",NA
"北京市","city","外地来京人员","25","23","0","0","2",NA
"上海市","city","外地来沪人员","111","12","0","1","98",NA
"天津市","city","外地来津人员","6","0","0","0","6",NA
"北京市","city","大兴区","39","37","0","0","2",NA
"黑龙江省","city","大兴安岭","2","0","0","0","2",NA
"山西省","city","大同","12","1","0","0","11",NA
"黑龙江省","city","大庆","26","5","0","1","20",NA
"重庆市","city","大渡口区","7","0","0","0","7",NA
"云南省","city","大理州","13","0","0","0","13",NA
"重庆市","city","大足区","14","2","0","0","12",NA
"辽宁省","city","大连","19","4","0","0","15",NA
"甘肃省","city","天水","12","0","0","0","12",NA
"湖北省","city","天门","496","46","0","15","435",NA
"山西省","city","太原","20","0","0","0","20",NA
"重庆市","city","奉节县","22","2","0","0","20",NA
"上海市","city","奉贤区","9","0","0","0","9",NA
"山东省","city","威海","38","3","0","0","35",NA
"湖北省","city","孝感","3518","576","0","121","2821",NA
"宁夏回族自治区","city","宁东","1","0","0","0","1",NA
"福建省","city","宁德","26","2","0","0","24",NA
"天津市","city","宁河区","4","0","0","0","4",NA
"浙江省","city","宁波","157","3","0","0","154",NA
"安徽省","city","安庆","83","0","0","0","83",NA
"陕西省","city","安康","26","1","0","0","25",NA
"河南省","city","安阳","53","1","0","0","52",NA
"贵州省","city","安顺","4","0","0","0","4",NA
"海南省","city","定安","3","0","0","1","2",NA
"甘肃省","city","定西","9","1","0","0","8",NA
"四川省","city","宜宾","12","1","0","0","11",NA
"湖北省","city","宜昌","931","258","0","33","640",NA
"江西省","city","宜春","106","0","0","0","106",NA
"天津市","city","宝坻区","60","2","0","2","56",NA
"上海市","city","宝山区","21","5","0","0","16",NA
"陕西省","city","宝鸡","13","0","0","0","13",NA
"安徽省","city","宣城","6","0","0","0","6",NA
"安徽省","city","宿州","41","0","0","0","41",NA
"江苏省","city","宿迁","13","0","0","0","13",NA
"北京市","city","密云区","7","7","0","0","0",NA
"湖南省","city","岳阳","156","16","0","1","139",NA
"上海市","city","崇明区","4","0","0","0","4",NA
"重庆市","city","巫山县","10","0","0","0","10",NA
"重庆市","city","巫溪县","14","0","0","0","14",NA
"四川省","city","巴中","24","6","0","0","18",NA
"重庆市","city","巴南区","6","2","0","0","4",NA
"新疆维吾尔自治区","city","巴州","3","0","0","0","3",NA
"内蒙古自治区","city","巴彦淖尔","8","0","0","1","7",NA
"江苏省","city","常州","51","1","0","0","50",NA
"湖南省","city","常德","82","2","0","0","80",NA
"甘肃省","city","平凉","9","0","0","0","9",NA
"河南省","city","平顶山","58","0","0","1","57",NA
"四川省","city","广元","6","0","0","0","6",NA
"四川省","city","广安","30","4","0","0","26",NA
"广东省","city","广州","347","54","0","1","292",NA
"甘肃省","city","庆阳","3","0","0","0","3",NA
"河北省","city","廊坊","30","0","0","0","30",NA
"陕西省","city","延安","8","0","0","0","8",NA
"北京市","city","延庆区","1","1","0","0","0",NA
"吉林省","city","延边","5","0","0","0","5",NA
"河南省","city","开封","26","0","0","0","26",NA
"重庆市","city","开州区","21","0","0","1","20",NA
"河北省","city","张家口","41","3","0","0","38",NA
"湖南省","city","张家界","5","0","0","0","5",NA
"甘肃省","city","张掖","2","0","0","0","2",NA
"重庆市","city","彭水县","2","1","0","0","1",NA
"上海市","city","待明确地区","0","-2","0","2","0",NA
"北京市","city","待明确地区","0","-291","0","8","283",NA
"广东省","city","待明确地区","0","-6","0","0","6",NA
"河南省","city","待明确地区","0","-2","0","0","2",NA
"福建省","city","待明确地区","0","-1","0","0","1",NA
"江苏省","city","徐州","79","6","0","0","73",NA
"上海市","city","徐汇区","18","1","0","0","17",NA
"云南省","city","德宏州","5","1","0","0","4",NA
"山东省","city","德州","37","13","0","2","22",NA
"四川省","city","德阳","18","4","0","0","14",NA
"重庆市","city","忠县","21","1","0","0","20",NA
"山西省","city","忻州","7","0","0","0","7",NA
"湖南省","city","怀化","40","0","0","0","40",NA
"北京市","city","怀柔区","7","7","0","0","0",NA
"湖北省","city","恩施州","252","40","0","5","207",NA
"广东省","city","惠州","62","0","0","0","62",NA
"四川省","city","成都","144","43","0","3","98",NA
"北京市","city","房山区","16","13","0","0","3",NA
"江苏省","city","扬州","23","0","0","0","23",NA
"河北省","city","承德","7","0","0","0","7",NA
"江西省","city","抚州","72","1","0","0","71",NA
"西藏自治区","city","拉萨","1","0","0","0","1",NA
"广东省","city","揭阳","8","0","0","0","8",NA
"四川省","city","攀枝花","16","0","0","0","16",NA
"云南省","city","文山州","2","0","0","0","2",NA
"海南省","city","文昌","3","0","0","0","3",NA
"江西省","city","新余","130","7","0","0","123",NA
"河南省","city","新乡","57","0","0","3","54",NA
"江苏省","city","无锡","55","3","0","0","52",NA
"山东省","city","日照","16","1","0","0","15",NA
"云南省","city","昆明","53","1","0","0","52",NA
"新疆维吾尔自治区","city","昌吉州","4","0","0","0","4",NA
"北京市","city","昌平区","29","29","0","0","0",NA
"海南省","city","昌江","7","0","0","0","7",NA
"云南省","city","昭通","25","0","0","0","25",NA
"山西省","city","晋中","37","5","0","0","32",NA
"山西省","city","晋城","10","0","0","0","10",NA
"云南省","city","普洱","4","0","0","0","4",NA
"上海市","city","普陀区","11","0","0","0","11",NA
"江西省","city","景德镇","6","0","0","0","6",NA
"云南省","city","曲靖","13","1","0","0","12",NA
"山西省","city","朔州","8","0","0","0","8",NA
"辽宁省","city","朝阳","6","2","0","0","4",NA
"北京市","city","朝阳区","72","72","0","0","0",NA
"辽宁省","city","本溪","3","0","0","0","3",NA
"广西壮族自治区","city","来宾","11","4","0","0","7",NA
"陕西省","city","杨凌","1","0","0","0","1",NA
"上海市","city","杨浦区","9","0","0","0","9",NA
"浙江省","city","杭州","169","7","0","0","162",NA
"吉林省","city","松原","2","0","0","0","2",NA
"上海市","city","松江区","14","2","0","0","12",NA
"山东省","city","枣庄","24","1","0","0","23",NA
"广西壮族自治区","city","柳州","24","4","0","0","20",NA
"湖南省","city","株洲","80","7","0","0","73",NA
"广西壮族自治区","city","桂林","32","1","0","0","31",NA
"重庆市","city","梁平区","4","0","0","0","4",NA
"广东省","city","梅州","16","1","0","0","15",NA
"吉林省","city","梅河口","1","0","0","0","1",NA
"广西壮族自治区","city","梧州","5","0","0","0","5",NA
"云南省","city","楚雄州","4","0","0","0","4",NA
"陕西省","city","榆林","3","0","0","0","3",NA
"湖北省","city","武汉","49671","20951","0","2305","26415",NA
"天津市","city","武清区","2","0","0","0","2",NA
"重庆市","city","武隆区","1","0","0","0","1",NA
"贵州省","city","毕节","23","7","0","0","16",NA
"重庆市","city","永川区","5","0","0","0","5",NA
"湖南省","city","永州","44","0","0","0","44",NA
"陕西省","city","汉中","26","3","0","0","23",NA
"广东省","city","汕头","25","2","0","0","23",NA
"广东省","city","汕尾","5","0","0","0","5",NA
"重庆市","city","江北区","28","3","0","0","25",NA
"重庆市","city","江津区","4","0","0","0","4",NA
"广东省","city","江门","23","3","0","0","20",NA
"安徽省","city","池州","17","0","0","0","17",NA
"辽宁省","city","沈阳","28","3","0","0","25",NA
"重庆市","city","沙坪坝区","9","2","0","0","7",NA
"河北省","city","沧州","48","0","0","3","45",NA
"天津市","city","河东区","15","0","0","1","14",NA
"天津市","city","河北区","12","1","0","0","11",NA
"广西壮族自治区","city","河池","28","11","0","1","16",NA
"广东省","city","河源","4","0","0","0","4",NA
"天津市","city","河西区","4","0","0","0","4",NA
