"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","2",NA,"0","0","0",NA
"海南省","city","万宁","7",NA,"0","0","0",NA
"重庆市","city","万州区","15",NA,"0","0","0",NA
"海南省","city","三亚","14",NA,"0","0","0",NA
"福建省","city","三明","8",NA,"0","0","0",NA
"河南省","city","三门峡","3",NA,"0","0","0",NA
"江西省","city","上饶","7",NA,"0","0","0",NA
"北京市","city","东城","2",NA,"0","0","0",NA
"海南省","city","东方市","1",NA,"0","0","0",NA
"广东省","city","东莞","7",NA,"0","0","0",NA
"重庆市","city","两江新区","8",NA,"0","0","0",NA
"浙江省","city","丽水","5",NA,"0","0","0",NA
"云南省","city","丽江","6",NA,"0","0","0",NA
"宁夏回族自治区","city","中卫","1",NA,"0","0","0",NA
"广东省","city","中山","6",NA,"0","0","0",NA
"北京市","city","丰台","7",NA,"0","0","0",NA
"重庆市","city","丰都县","3",NA,"0","0","0",NA
"甘肃省","city","临夏","2",NA,"0","0","0",NA
"山西省","city","临汾","1",NA,"0","0","0",NA
"山东省","city","临沂","8",NA,"0","0","0",NA
"海南省","city","临高县","1",NA,"0","0","0",NA
"辽宁省","city","丹东","5",NA,"0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","5",NA,"0","0","0",NA
"四川省","city","乐山","2",NA,"0","0","0",NA
"江西省","city","九江","9",NA,"0","0","0",NA
"重庆市","city","九龙坡区","5",NA,"0","0","0",NA
"重庆市","city","云阳县","10",NA,"0","0","0",NA
"安徽省","city","亳州","8",NA,"0","0","0",NA
"湖北省","city","仙桃","27",NA,"0","0","0",NA
"新疆维吾尔自治区","city","伊犁州","2",NA,"0","0","0",NA
"广东省","city","佛山","18",NA,"0","0","0",NA
"黑龙江省","city","佳木斯","3",NA,"0","0","0",NA
"河北省","city","保定","3",NA,"0","0","0",NA
"云南省","city","保山","4",NA,"0","0","0",NA
"河南省","city","信阳","29",NA,"0","0","0",NA
"海南省","city","儋州","5",NA,"0","0","0",NA
"吉林省","city","公主岭","1",NA,"0","0","0",NA
"安徽省","city","六安","4",NA,"0","0","0",NA
"贵州省","city","六盘水","1",NA,"0","0","0",NA
"甘肃省","city","兰州","11",NA,"0","0","0",NA
"内蒙古自治区","city","兴安盟","1",NA,"0","0","0",NA
"四川省","city","内江","3",NA,"0","0","0",NA
"四川省","city","凉山","2",NA,"0","0","0",NA
"内蒙古自治区","city","包头","3",NA,"0","0","0",NA
"广西壮族自治区","city","北海","11",NA,"0","0","0",NA
"湖北省","city","十堰","65",NA,"0","0","0",NA
"江苏省","city","南京","10",NA,"0","0","0",NA
"四川省","city","南充","4",NA,"0","0","0",NA
"广西壮族自治区","city","南宁","5",NA,"0","0","0",NA
"重庆市","city","南岸区","1",NA,"0","0","0",NA
"福建省","city","南平","3",NA,"0","0","0",NA
"天津市","city","南开区","1",NA,"0","0","0",NA
"江西省","city","南昌","17",NA,"0","0","0",NA
"江苏省","city","南通","6",NA,"0","0","0",NA
"河南省","city","南阳","26",NA,"0","1","0",NA
"福建省","city","厦门","5",NA,"0","0","0",NA
"黑龙江省","city","双鸭山","1",NA,"0","0","0",NA
"浙江省","city","台州","22",NA,"0","0","0",NA
"重庆市","city","合川区","4",NA,"0","0","0",NA
"安徽省","city","合肥","16",NA,"0","0","0",NA
"江西省","city","吉安","3",NA,"0","0","1",NA
"吉林省","city","吉林","3",NA,"0","0","0",NA
"新疆维吾尔自治区","city","吐鲁番市","1",NA,"0","0","0",NA
"山西省","city","吕梁","3",NA,"0","0","0",NA
"宁夏回族自治区","city","吴忠","2",NA,"0","0","0",NA
"河南省","city","周口","15",NA,"0","0","0",NA
"内蒙古自治区","city","呼伦贝尔","2",NA,"0","0","0",NA
"内蒙古自治区","city","呼和浩特","2",NA,"0","0","0",NA
"天津市","city","和平区","1",NA,"0","0","0",NA
"湖北省","city","咸宁","91",NA,"0","0","0",NA
"陕西省","city","咸阳","4",NA,"0","0","0",NA
"黑龙江省","city","哈尔滨","10",NA,"0","0","0",NA
"河北省","city","唐山","1",NA,"0","0","0",NA
"河南省","city","商丘","7",NA,"0","0","0",NA
"陕西省","city","商洛","2",NA,"0","0","0",NA
"浙江省","city","嘉兴","11",NA,"0","0","0",NA
"上海市","city","嘉定","1",NA,"0","0","0",NA
"吉林省","city","四平","1",NA,"0","0","0",NA
"宁夏回族自治区","city","固原","1",NA,"0","0","0",NA
"重庆市","city","垫江县","5",NA,"0","0","0",NA
"重庆市","city","城口县","1",NA,"0","0","0",NA
"北京市","city","外地来京人员","11",NA,"0","0","2",NA
"上海市","city","外地来沪人员","33",NA,"0","0","3",NA
"天津市","city","外地来津","2",NA,"0","0","0",NA
"北京市","city","大兴","7",NA,"0","0","2",NA
"山西省","city","大同","1",NA,"0","0","0",NA
"黑龙江省","city","大庆","5",NA,"0","0","0",NA
"重庆市","city","大渡口区","6",NA,"0","0","0",NA
"云南省","city","大理","3",NA,"0","0","0",NA
"重庆市","city","大足区","1",NA,"0","0","0",NA
"辽宁省","city","大连","5",NA,"0","0","0",NA
"甘肃省","city","天水","1",NA,"0","0","0",NA
"湖北省","city","天门","23",NA,"0","2","0",NA
"山西省","city","太原","3",NA,"0","0","0",NA
"重庆市","city","奉节县","3",NA,"0","0","0",NA
"上海市","city","奉贤","1",NA,"0","0","0",NA
"山东省","city","威海","10",NA,"0","0","0",NA
"湖北省","city","孝感","173",NA,"0","1","0",NA
"福建省","city","宁德","6",NA,"0","0","0",NA
"浙江省","city","宁波","17",NA,"0","0","0",NA
"安徽省","city","安庆","8",NA,"0","0","0",NA
"陕西省","city","安康","8",NA,"0","0","0",NA
"河南省","city","安阳","11",NA,"0","0","0",NA
"甘肃省","city","定西","1",NA,"0","0","0",NA
"四川省","city","宜宾","1",NA,"0","0","0",NA
"湖北省","city","宜昌","51",NA,"0","1","0",NA
"江西省","city","宜春","10",NA,"0","0","0",NA
"上海市","city","宝山","1",NA,"0","0","0",NA
"陕西省","city","宝鸡","3",NA,"0","0","0",NA
"安徽省","city","宣城","2",NA,"0","0","0",NA
"安徽省","city","宿州","3",NA,"0","0","0",NA
"江苏省","city","宿迁","3",NA,"0","0","0",NA
