"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","16","12","0","0","4",NA
"海南省","city","万宁","13","10","0","0","3",NA
"重庆市","city","万州区","105","68","0","3","34",NA
"重庆市","city","万盛经开区","1","1","0","0","0",NA
"海南省","city","三亚","54","38","0","1","15",NA
"福建省","city","三明","13","10","0","0","3",NA
"河南省","city","三门峡","7","3","0","0","4",NA
"江西省","city","上饶","123","92","0","0","31",NA
"天津市","city","东丽区","4","3","0","0","1",NA
"北京市","city","东城区","12","11","0","0","1",NA
"海南省","city","东方","3","1","0","0","2",NA
"广东省","city","东莞","89","81","0","1","7",NA
"重庆市","city","两江新区","17","10","0","0","7",NA
"浙江省","city","丽水","17","7","0","0","10",NA
"云南省","city","丽江","7","2","0","0","5",NA
"宁夏回族自治区","city","中卫","3","0","0","0","3",NA
"广东省","city","中山","65","31","0","0","34",NA
"北京市","city","丰台区","39","36","0","0","3",NA
"重庆市","city","丰都县","10","7","0","0","3",NA
"甘肃省","city","临夏","3","0","0","0","3",NA
"山西省","city","临汾","2","1","0","0","1",NA
"山东省","city","临沂","47","18","0","0","29",NA
"云南省","city","临沧","1","0","0","0","1",NA
"海南省","city","临高","6","3","0","0","3",NA
"辽宁省","city","丹东","7","3","0","0","4",NA
"内蒙古自治区","city","乌兰察布","3","3","0","0","0",NA
"内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","23","20","0","0","3",NA
"海南省","city","乐东","2","2","0","0","0",NA
"四川省","city","乐山","3","1","0","0","2",NA
"江西省","city","九江","117","95","0","0","22",NA
"重庆市","city","九龙坡区","20","12","0","1","7",NA
"重庆市","city","云阳县","23","7","0","0","16",NA
"安徽省","city","亳州","108","73","0","0","35",NA
"湖北省","city","仙桃","523","419","0","17","87",NA
"黑龙江省","city","伊春","1","1","0","0","0",NA
"新疆维吾尔自治区","city","伊犁州","16","12","0","0","4",NA
"广东省","city","佛山","84","61","0","0","23",NA
"黑龙江省","city","佳木斯","15","4","0","0","11",NA
"海南省","city","保亭","3","3","0","0","0",NA
"河北省","city","保定","32","13","0","0","19",NA
"云南省","city","保山","9","7","0","0","2",NA
"河南省","city","信阳","261","185","0","2","74",NA
"海南省","city","儋州","15","13","0","0","2",NA
