"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"海南省","city","万宁","5",NA,"0","0","0",NA
"重庆市","city","万州区","13",NA,"0","0","0",NA
"海南省","city","三亚","8",NA,"0","0","0",NA
"福建省","city","三明","4",NA,"0","0","0",NA
"河南省","city","三门峡","2",NA,"0","0","0",NA
"江西省","city","上饶","6",NA,"0","0","0",NA
"北京市","city","东城","1",NA,"0","0","0",NA
"广东省","city","东莞","2",NA,"0","0","0",NA
"重庆市","city","两江新区","3",NA,"0","0","0",NA
"浙江省","city","丽水","3",NA,"0","0","0",NA
"云南省","city","丽江","2",NA,"0","0","0",NA
"宁夏回族自治区","city","中卫","1",NA,"0","0","0",NA
"广东省","city","中山","2",NA,"0","0","0",NA
"北京市","city","丰台","4",NA,"0","0","0",NA
"重庆市","city","丰都县","1",NA,"0","0","0",NA
"甘肃省","city","临夏","1",NA,"0","0","0",NA
"山东省","city","临沂","7",NA,"0","0","0",NA
"海南省","city","临高县","1",NA,"0","0","0",NA
"辽宁省","city","丹东","1",NA,"0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","3",NA,"0","0","0",NA
"四川省","city","乐山","1",NA,"0","0","0",NA
"江西省","city","九江","2",NA,"0","0","0",NA
"重庆市","city","九龙坡区","3",NA,"0","0","0",NA
"重庆市","city","云阳县","4",NA,"0","0","0",NA
"安徽省","city","亳州","6",NA,"0","0","0",NA
"湖北省","city","仙桃","11",NA,"0","0","0",NA
"新疆维吾尔自治区","city","伊犁州","1",NA,"0","0","0",NA
"广东省","city","佛山","10",NA,"0","0","0",NA
"黑龙江省","city","佳木斯","1",NA,"0","0","0",NA
"河北省","city","保定","3",NA,"0","0","0",NA
"云南省","city","保山","2",NA,"0","0","0",NA
"河南省","city","信阳","22",NA,"0","0","0",NA
"海南省","city","儋州","3",NA,"0","0","0",NA
"安徽省","city","六安","3",NA,"0","0","0",NA
"甘肃省","city","兰州","4",NA,"0","0","0",NA
"四川省","city","内江","1",NA,"0","0","0",NA
"广西壮族自治区","city","北海","9",NA,"0","0","0",NA
"湖北省","city","十堰","20",NA,"0","0","0",NA
"江苏省","city","南京","7",NA,"0","0","0",NA
"四川省","city","南充","2",NA,"0","0","0",NA
"广西壮族自治区","city","南宁","1",NA,"0","0","0",NA
"福建省","city","南平","1",NA,"0","0","0",NA
"天津市","city","南开区","1",NA,"0","0","0",NA
"江西省","city","南昌","4",NA,"0","0","0",NA
"江苏省","city","南通","2",NA,"0","0","0",NA
"河南省","city","南阳","15",NA,"0","1","0",NA
"福建省","city","厦门","4",NA,"0","0","0",NA
"浙江省","city","台州","21",NA,"0","0","0",NA
"重庆市","city","合川区","2",NA,"0","0","0",NA
"安徽省","city","合肥","13",NA,"0","0","0",NA
"江西省","city","吉安","2",NA,"0","0","0",NA
"吉林省","city","吉林","2",NA,"0","0","0",NA
"河南省","city","周口","5",NA,"0","0","0",NA
"内蒙古自治区","city","呼伦贝尔牙克石市","1",NA,"0","0","0",NA
"天津市","city","和平区","1",NA,"0","0","0",NA
"湖北省","city","咸宁","43",NA,"0","0","0",NA
"陕西省","city","咸阳","3",NA,"0","0","0",NA
"黑龙江省","city","哈尔滨","8",NA,"0","0","0",NA
"陕西省","city","商洛","1",NA,"0","0","0",NA
"浙江省","city","嘉兴","8",NA,"0","0","0",NA
"宁夏回族自治区","city","固原","1",NA,"0","0","0",NA
"重庆市","city","垫江县","2",NA,"0","0","0",NA
"重庆市","city","城口县","1",NA,"0","0","0",NA
"北京市","city","外地来京人员","12",NA,"0","0","0",NA
"天津市","city","外地来津","2",NA,"0","0","0",NA
"北京市","city","大兴","3",NA,"0","0","2",NA
"山西省","city","大同","1",NA,"0","0","0",NA
"黑龙江省","city","大庆","3",NA,"0","0","0",NA
"重庆市","city","大渡口区","4",NA,"0","0","0",NA
"云南省","city","大理","1",NA,"0","0","0",NA
