"province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"黑龙江省","city","七台河","16","16","0","0","0",NA
"海南省","city","万宁","13","12","0","0","1",NA
"重庆市","city","万州区","103","86","0","1","16",NA
"重庆市","city","万盛经开区","1","1","0","0","0",NA
"海南省","city","三亚","54","42","0","1","11",NA
"福建省","city","三明","13","12","0","0","1",NA
"河南省","city","三门峡","7","4","0","0","3",NA
"江西省","city","上饶","119","102","0","0","17",NA
"天津市","city","东丽区","4","4","0","0","0",NA
"北京市","city","东城区","12","12","0","0","0",NA
"海南省","city","东方","3","2","0","0","1",NA
"广东省","city","东莞","70","63","0","0","7",NA
"重庆市","city","两江新区","17","14","0","0","3",NA
"浙江省","city","丽水","17","8","0","0","9",NA
"云南省","city","丽江","7","5","0","0","2",NA
"宁夏回族自治区","city","中卫","3","1","0","0","2",NA
"广东省","city","中山","64","42","0","0","22",NA
"北京市","city","丰台区","36","33","0","0","3",NA
"重庆市","city","丰都县","10","9","0","0","1",NA
"甘肃省","city","临夏","3","1","0","0","2",NA
"山西省","city","临汾","2","1","0","0","1",NA
"山东省","city","临沂","45","33","0","0","12",NA
"云南省","city","临沧","1","1","0","0","0",NA
"海南省","city","临高","6","5","0","0","1",NA
"辽宁省","city","丹东","7","4","0","0","3",NA
"内蒙古自治区","city","乌兰察布","3","3","0","0","0",NA
"内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"新疆维吾尔自治区","city","乌鲁木齐","21","19","0","0","2",NA
"海南省","city","乐东","2","2","0","0","0",NA
"四川省","city","乐山","3","3","0","0","0",NA
"江西省","city","九江","109","95","0","0","14",NA
"重庆市","city","九龙坡区","20","16","0","1","3",NA
"重庆市","city","云阳县","21","10","0","0","11",NA
"安徽省","city","亳州","100","88","0","0","12",NA
"湖北省","city","仙桃","480","416","0","16","48",NA
"新疆维吾尔自治区","city","伊犁州","14","14","0","0","0",NA
"广东省","city","佛山","81","64","0","0","17",NA
"黑龙江省","city","佳木斯","15","10","0","0","5",NA
"海南省","city","保亭","3","3","0","0","0",NA
"河北省","city","保定","31","20","0","0","11",NA
"云南省","city","保山","9","9","0","0","0",NA
"河南省","city","信阳","240","202","0","0","38",NA
"海南省","city","儋州","15","14","0","0","1",NA
"吉林省","city","公主岭","6","4","0","0","2",NA
"安徽省","city","六安","60","57","0","0","3",NA
"贵州省","city","六盘水","10","8","0","1","1",NA
"甘肃省","city","兰州","35","19","0","2","14",NA
"内蒙古自治区","city","兴安盟","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第七师","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第九师","4","4","0","0","0",NA
"新疆维吾尔自治区","city","兵团第八师石河子市","2","1","0","1","0",NA
"新疆维吾尔自治区","city","兵团第六师五家渠市","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第十二师","1","1","0","0","0",NA
"新疆维吾尔自治区","city","兵团第四师","10","10","0","0","0",NA
"四川省","city","内江","21","18","0","0","3",NA
"四川省","city","凉山州","10","9","0","0","1",NA
"内蒙古自治区","city","包头","11","11","0","0","0",NA
"广西壮族自治区","city","北海","39","34","0","1","4",NA
"天津市","city","北辰区","6","6","0","0","0",NA
"湖北省","city","十堰","562","480","0","1","81",NA
"江苏省","city","南京","90","66","0","0","24",NA
"四川省","city","南充","35","30","0","0","5",NA
"广西壮族自治区","city","南宁","44","34","0","0","10",NA
"重庆市","city","南岸区","11","10","0","0","1",NA
"福建省","city","南平","20","17","0","0","3",NA
"天津市","city","南开区","4","4","0","0","0",NA
"江西省","city","南昌","210","149","0","0","61",NA
"江苏省","city","南通","38","28","0","0","10",NA
"河南省","city","南阳","145","107","0","2","36",NA
"福建省","city","厦门","34","30","0","0","4",NA
"黑龙江省","city","双鸭山","39","36","0","2","1",NA
"浙江省","city","台州","144","98","0","0","46",NA
"重庆市","city","合川区","21","18","0","0","3",NA
"安徽省","city","合肥","161","132","0","1","28",NA
"江西省","city","吉安","20","15","0","0","5",NA
